uur,c_x,c_y,b_x,b_y,ster_x,ster_y
7775,199277547367.2551,-57275314122.67675,157853383760.50375,-30035287722.4483,174330785937.1844,-54936874405.813286
7776,198944658057.39066,-60913029322.03497,161547272745.87515,-28081358053.90933,174332300163.14566,-54948764856.405464
7777,197866756790.3249,-64369651398.98425,165479771567.901,-26628524909.95156,174333786657.76852,-54958048114.741516
7778,196078318232.03265,-67541525622.80109,169578789508.30643,-25708005800.814236,174335604991.18713,-54964731946.67475
7779,193615523751.34576,-70322698293.08524,173767701256.9458,-25339474677.555275,174338138201.7443,-54968896100.720116
7780,190519813907.1687,-72599067336.87497,177967526996.08228,-25530329054.078278,174341773456.30905,-54970707386.23738
7781,186843816091.723,-74242294637.15091,182099233648.72705,-26275462579.627563,174346877623.46912,-54970432224.21088
7782,182661281281.08508,-75103331601.39084,186086015790.49503,-27557556553.895,174353765579.6132,-54968446865.02636
7783,178084063903.6025,-75006292544.2451,189855419244.00522,-29347858105.49628,174362656461.896,-54965244109.291626
7784,173291397939.18652,-73745991374.7342,193341191022.25943,-31607372584.66091,174373608872.38342,-54961430848.36428
7785,168579078590.6252,-71099742099.08884,196484771999.6384,-34288368882.05902,174386421504.53046,-54957697488.42947
7786,164432441118.44418,-66882319543.23785,199236387484.71744,-37336081962.6753,174400492285.11868,-54954706697.88998
7787,161590075640.71506,-61104592136.401726,201555729207.30823,-40690496931.13373,174414696982.35443,-54952790668.74286
7788,160937419346.95926,-54276450518.84014,203412253749.5087,-44288111013.60792,174427583502.3089,-54951382653.98884
7789,162974488462.2556,-47582459462.2065,204785141009.80438,-48063590704.63926,174438352794.1743,-54948683617.46508
7790,167238110072.27896,-42318122521.239944,205662961847.692,-51951267935.62926,174447925292.6696,-54942692090.619804
7791,172655690303.8464,-39071723825.45631,206043116477.3059,-55886444118.31539,174458292424.2895,-54932703910.7012
7792,178292724232.4836,-37741005187.639885,205931126242.47635,-59806485670.24631,174471143536.2385,-54919275065.07805
7793,183587232942.3605,-37959492802.0424,205339850510.27127,-63651708218.97342,174487438560.71387,-54903431029.00298
7794,188255279786.80078,-39349461279.30292,204288673995.22064,-67366061753.781265,174507586863.1175,-54886196678.485596
7795,192168615058.15256,-41596307973.7356,202802696629.75287,-70897637657.22061,174531677426.51166,-54868456285.84094
7796,195277620941.37106,-44451978136.47902,200911952015.62662,-74199022328.90837,174559625406.17148,-54850945133.76545
7797,197570505487.33496,-47720666229.99089,198650674459.29453,-77227523999.41109,174591251613.0735,-54834274528.39851
7798,199052838245.85175,-51243614907.32743,196056627702.71545,-79945299819.71765,174626324157.41653,-54818959060.12885
7799,199737550568.4477,-54886701822.76775,193170501589.1276,-82319409191.66241,174664580413.12384,-54805439160.92159
7800,199640305281.36047,-58530779559.04926,190035376969.89597,-84321816718.71042,174705738689.21375,-54794098884.91585
7801,198777788552.27908,-62063938758.81259,186696254660.0965,-85929364632.71173,174749504141.3709,-54785280324.8114
7802,197167869185.78055,-65374838988.260124,183199641219.57535,-87123730675.93481,174795570909.43088,-54779296146.40408
7803,194831381058.1914,-68346368863.6899,179593182512.79968,-87891383573.95525,174843620983.9544,-54776441530.619286
7804,191795919312.70706,-70849016259.42053,175925335008.78598,-88223544532.23094,174893319141.1195,-54777006614.34558
7805,188102794532.3178,-72733498174.68385,172245064139.35922,-88116159493.77927,174944301900.49042,-54781290232.132835
7806,183819470605.55783,-73822661121.4445,168601557778.6289,-87569882972.67317,174996156290.77536,-54789614933.96116
7807,179061788011.38123,-73904132383.98624,165043938270.38107,-86590070590.82736,175048380595.25058,-54802340568.51037
7808,174033104561.44846,-72729640029.06375,161620940952.15182,-85186779571.19629,175100314124.7402,-54819865533.092705
7809,169088584243.59818,-70038946064.55551,158380493923.3008,-83374811021.43663,175151021236.8021,-54842582430.55805
7810,164817646606.43488,-65652040853.32299,155369156655.88522,-81173933714.89873,175199142723.98724,-54870706895.09592
7811,162062663258.35922,-59693537440.22883,152631675951.57336,-78609352238.08806,175242863973.03452,-54903861416.07877
7812,161651651741.57913,-52887963366.445045,150210908684.94006,-75711864460.98912,175280407908.53635,-54940530362.2344
7813,163794946187.37708,-46471333044.84697,148147513493.73108,-72517550543.89717,175311148388.64597,-54978224727.666534
7814,167863461068.2612,-41480705066.40299,146479207859.6798,-69067616519.16444,175336023096.51865,-55014791983.95885
7815,172923589222.6151,-38290552546.763725,145239906297.75003,-65408398754.65456,175356553091.08353,-55049270254.713005
7816,178228360124.89905,-36796331662.23993,144458833889.96414,-61591291804.55582,175373943089.52948,-55081550528.562584
7817,183310668455.18896,-36719685663.72956,144159602632.5681,-57672506809.47923,175388915121.8324,-55111815762.975204
7818,187907295238.86343,-37768356317.88942,144359250414.93323,-53712632200.78423,175401854155.81097,-55140248838.294785
7819,191876491283.39645,-39687333030.007324,145067265996.02173,-49775974089.96787,175412965665.3155,-55166942190.6854
7820,195143890306.82812,-42265274536.8129,146284642818.97455,-45929653259.89407,175422380833.96893,-55191891280.263275
7821,197671474730.92816,-45327438399.51832,148003021030.46588,-42242441965.08576,175430218768.55106,-55215014444.54488
7822,199440492263.2818,-48726242379.985085,150203990651.0486,-38783337933.42611,175436622063.3992,-55236178657.27784
7823,200442200598.02466,-52332613643.11551,152858637722.61365,-35619894341.382576,175441776516.13635,-55255225267.910385
7824,200673008097.38843,-56028604680.68662,155927416771.25366,-32816351591.48188,175445920829.0702,-55271994570.413124
7825,200132237035.50494,-59700962474.902405,159360424345.28198,-30431646709.735928,175449349124.8949,-55286349334.05803
7826,198821709220.8599,-63235145860.72045,163098127871.5347,-28517404928.696857,175452407432.62714,-55298197612.97614
7827,196746996078.82114,-66509261388.59531,167072571593.7245,-27116040257.21182,175455484307.00162,-55307515066.24915
7828,193920745949.0667,-69387412054.7149,171209039428.57196,-26259102112.265507,175458994939.1983,-55314366915.65347
7829,190369228467.7594,-71712062638.88994,175428108397.80576,-25965999142.82502,175463357048.13028,-55318929501.55699
7830,186144387392.10278,-73295449482.84654,179647983070.0884,-26243207573.30109,175468954973.67014,-55321510755.80322
7831,181345578110.57672,-73911490251.42908,183786968882.61273,-27084031680.202503,175476085111.55502,-55322566513.050095
7832,176157738269.07788,-73293930321.59984,187765926560.68024,-28468933923.25565,175484871182.51617,-55322701988.422806
7833,170913426495.70142,-71157791953.17546,191510554137.88937,-30366399786.379013,175495136538.11618,-55322627183.53385
7834,166171986247.23636,-67284562552.84508,194953366105.10837,-32734256094.454735,175506246692.4073,-55322992196.9323
7835,162743759384.13367,-61728564127.51022,198035275606.07007,-35521328585.43763,175517055424.7363,-55323997276.83108
7836,161466689825.7924,-55093680529.83947,200706726814.8244,-38669309328.68408,175526309724.0165,-55324872013.65408
7837,162674278317.666,-48499014702.87923,202928362719.53122,-42114707950.358025,175533626120.62216,-55323927162.451904
7838,165930145829.00943,-42990262112.302155,204671250080.58926,-45790775923.05821,175539978411.963,-55319627847.204025
7839,170423291200.79388,-39066623990.05752,205916723021.34708,-49629309494.98076,175546970349.66608,-55311454604.456955
7840,175427533937.80753,-36757653857.30938,206655929652.28726,-53562258411.86403,175555991813.579,-55299752358.43375
7841,180443688965.8204,-35877953129.34749,206889162558.75616,-57523098814.122185,175567960795.3391,-55285253107.37786
7842,185162936539.0001,-36189223758.95576,206625044520.079,-61447956515.758575,175583395665.2657,-55268770762.142395
7843,189400466753.17136,-37465311671.42085,205879633387.29596,-65276486050.92252,175602542680.36816,-55251076149.87818
7844,193045384649.50003,-39509471844.99268,204675501272.09116,-68952524306.12251,175625473684.2734,-55232861368.45191
7845,196029398565.15326,-42153798940.168304,203040832009.88007,-72424546703.2198,175652149093.26785,-55214738158.21355
7846,198308366998.16553,-45253369533.15976,201008568571.41058,-75645958868.9718,175682456898.41238,-55197246982.71084
7847,199851610379.45386,-48679488223.72567,198615630401.1043,-78575257888.0016,175716236951.0467,-55180868525.83448
7848,200635807756.11227,-52313252672.90006,195902210729.12735,-81176095500.40881,175753296331.60873,-55166035176.82893
7849,200641714542.25107,-56039510121.30082,192911156206.39108,-83417272074.93404,175793419037.72388,-55153142200.296776
7850,199852853013.0772,-59740878768.29796,189687425680.36823,-85272685795.79399,175836371573.20905,-55142559049.54468
7851,198255975743.63965,-63291356204.23597,186277621220.11505,-86721256853.14923,175881904846.5502,-55134641587.45027
7852,195843712601.88525,-66548972173.61565,182729582165.5641,-87746841804.49663,175929751676.47723,-55129746125.758194
7853,192620623567.3395,-69346981564.11491,179092031480.54495,-88338148688.45204,175979617715.61545,-55128246149.478134
7854,188615204301.19412,-71483482074.63858,175414262083.9882,-88488658805.01509,176031161172.0418,-55130551904.5621
7855,183902606761.05927,-72710873811.06372,171745846608.23587,-88196556849.51326,176083952651.735,-55137130227.791115
7856,178645883524.96692,-72731419607.85542,168136340427.2133,-87464672723.71095,176137400912.06354,-55148513068.02898
7857,173164190459.5043,-71218047214.41876,164634917556.41327,-86300472121.47913,176190629340.6335,-55165259215.10063
7858,168018698808.13605,-67904693106.45113,161289896943.9818,-84716241689.23558,176242320449.2131,-55187786761.83875
7859,164032606539.2748,-62801567497.45772,158148400800.40146,-82729548719.22627,176290681009.616,-55215973797.58025
7860,162054095722.7044,-56461333838.816345,155256381930.66522,-80363402580.89671,176333878625.46014,-55248667046.21375
7861,162456675272.1574,-49923273912.0007,152658415753.01855,-77645948446.30807,176370963531.49692,-55283786535.02122
7862,164919059915.0332,-44182329646.28759,150397084533.65872,-74610372294.50215,176402277762.9002,-55319304400.378235
7863,168757879626.247,-39779665097.52316,148512273827.99127,-71295023223.45206,176428846293.67178,-55353998526.89243
7864,173315469848.56137,-36840299523.748375,147040440991.98135,-67743510494.52236,176451666856.99725,-55387382641.92129
7865,178103315395.09076,-35270679606.688416,146013821181.44128,-64004687352.525154,176471450321.11514,-55419342399.43708
7866,182792993130.11237,-34899887714.636566,145459555748.28217,-60132494868.69914,176488642491.98624,-55449876131.49857
7867,187169789492.35944,-35545941798.29905,145398748725.75882,-56185640470.7428,176503515106.62695,-55478974582.61733
7868,191092087956.18195,-37039721106.53964,145845473025.29312,-52227079386.46135,176516246490.9247,-55506579871.84125
7869,194463502193.67694,-39230326058.02305,146805763414.3459,-48323265178.71992,176526978812.0935,-55532580016.088066
7870,197215157759.59915,-41983357375.635574,148276649474.0747,-44543139796.79779,176535856398.65,-55556818027.90322
7871,199294684208.96454,-45176836258.12793,150245297683.94995,-40956844783.84747,176543051056.50583,-55579106995.90157
7872,200659439768.67337,-48696471842.4944,152688345416.10095,-37634153937.922615,176548778460.63367,-55599248002.51102
7873,201272460273.28806,-52430726931.0177,155571517901.56335,-34642653610.17261,176553307866.78415,-55617049894.46769
7874,201100337421.77286,-56265609170.93184,158849618659.13104,-32045728391.68744,176556966076.80023,-55632350701.28056
7875,200112772928.8183,-60078874596.04998,162466971265.741,-29900443863.463512,176560135667.38998,-55645040740.48968
7876,198284072330.45502,-63733201882.768684,166358363845.03427,-28255449235.08909,176563246694.88174,-55655087502.57799
7877,195597513157.93604,-67067860360.93531,170450507835.53827,-27149044762.504726,176566760085.9733,-55662562343.962395
7878,192054586758.1156,-69888608512.97235,174663973220.68192,-26607565611.933556,176571139252.90997,-55667668583.00585
7879,187692874765.6134,-71956558666.59169,178915510326.7255,-26644220996.274338,176576803531.3091,-55670768828.82639
7880,182618864417.39264,-72979992717.88898,183120622377.4842,-27258494170.54231,176584052622.71173,-55672403581.49063
7881,177063650012.4958,-72621931809.86493,187196221991.53683,-28436158898.411728,176592948378.59055,-55673277188.844505
7882,171461328048.1453,-70555005548.57079,191063194899.80106,-30149909013.67421,176603155317.572,-55674153059.571304
7883,166506613192.1846,-66614372807.86893,194648706921.54828,-32360539843.876534,176613820933.38165,-55675564985.22613
7884,163055221203.2392,-61046601341.021576,197888121838.78754,-35018573793.55971,176623747975.73816,-55677349059.116936
7885,161749415964.56784,-54629362558.8654,200726440830.04987,-38066194686.50647,176632075902.3702,-55678411795.90964
7886,162645700232.85303,-48366612034.85922,203119223408.9067,-41439346502.48882,176638961424.3613,-55677279420.19102
7887,165289814510.60345,-43015832790.29155,205033003294.85046,-45069855096.50626,176645437886.0285,-55672956431.11218
7888,169069849212.23154,-38929233402.52906,206445257617.9634,-48887447019.790016,176652764864.59488,-55665206334.15061
7889,173452059117.30057,-36168060422.46875,207344010683.18774,-52821571282.78979,176661996026.26273,-55654330337.993095
7890,178040728210.60037,-34650100479.27845,207727160395.91614,-56802966959.68544,176673872783.09326,-55640886393.67025
7891,182558967804.87817,-34240834273.828087,207601614903.3577,-60764951578.37675,176688864737.82764,-55625513689.25888
7892,186814364815.22607,-34796090137.58695,206982320344.98157,-64644430552.643456,176707238680.15817,-55608848139.92596
7893,190670291142.55273,-36178343034.008675,205891248613.54926,-68382646678.60256,176729117387.54715,-55591487959.661156
7894,194025747068.2971,-38260908267.16626,204356399024.43958,-71925700938.62862,176754522621.1839,-55573982878.20158
7895,196801971217.1868,-40927014077.041115,202410852341.3667,-75224882088.15788,176783405347.80908,-55556833915.41767
7896,198933680837.1191,-44066775456.87349,200091901576.23163,-78236843954.21492,176815666979.975,-55540497916.28199
7897,200363378530.12952,-47573212954.09267,197440272336.6876,-80923667502.87746,176851174441.07532,-55525394521.649216
7898,201037775337.2685,-51337590154.88717,194499436496.78015,-83252840857.46037,176889770783.46518,-55511914875.83925
7899,200905897552.01834,-55243909273.6732,191315016446.33273,-85197185579.56355,176931282172.8559,-55500432200.71828
7900,199918939979.23633,-59162142720.959045,187934272766.6665,-86734752326.3992,176975521165.40927,-55491314878.363884
7901,198032557402.66876,-62939600305.03916,184405665455.68857,-87848703815.99461,177022285060.979,-55484943043.16416
7902,195213296304.63815,-66389808178.38636,180778477329.1294,-88527197916.25548,177071346263.36703,-55481729757.602234
7903,191452640925.05197,-69278802297.37799,177102487298.5567,-88763278387.91327,177122428319.048,-55482146906.67498
7904,186795077993.79025,-71311056147.5133,173427679141.144,-88554775081.51791,177175155919.30966,-55486751710.664406
7905,181390007041.39523,-72124581732.00778,169803962264.43646,-87904211297.4658,177228960898.41663,-55496196294.862946
7906,175574772297.14902,-71322856803.45982,166280850056.04617,-86818732145.17288,177282931141.6528,-55511169286.63701
7907,169963527167.48508,-68598432764.08852,162907006910.68622,-85310171776.9696,177335649518.00693,-55532167683.126335
7908,165420970518.0357,-63981907482.33381,159729796711.59088,-83395472390.90334,177385244918.8606,-55559035679.59753
7909,162751984500.97412,-58051747541.66034,156795265576.071,-81097012579.20586,177429964176.8509,-55590576161.63582
7910,162268164701.43805,-51759895082.47088,154148072912.48853,-78442323189.0214,177468971104.18677,-55624873678.21816
7911,163717861863.70148,-45963479962.161804,151830949756.43643,-75463908413.56819,177502478564.12396,-55660158274.76694
7912,166580514624.40964,-41164388656.378624,149884028977.50757,-72199337249.1157,177531210117.2232,-55695284779.97616
7913,170334767874.3114,-37551898475.69169,148344151866.9211,-68691344865.849434,177555910104.11758,-55729653660.73409
7914,174561751195.99252,-35133909547.65157,147244114946.80673,-64987839668.72078,177577157783.54724,-55762969196.203094
7915,178950952511.427,-33835115996.38341,146611836973.1686,-61141785663.75451,177595361399.3354,-55795059295.60539
7916,183276423201.86435,-33549855420.60975,146469447662.95642,-57210933929.47884,177610807368.65152,-55825779703.21052
7917,187371520099.97284,-34166208275.14586,146832315127.85504,-53257370744.24008,177623712525.6899,-55854972249.09949
7918,191109293347.3477,-35575324634.730896,147708043745.38315,-49346846816.047585,177634266136.78842,-55882451601.969604
7919,194388620300.55573,-37673752181.165855,149095490053.42685,-45547854391.94283,177642661223.13422,-55908006396.276215
7920,197124674654.77505,-40362506320.504845,150983860746.1128,-41930427776.26127,177649117414.33853,-55931407985.00207
7921,199242407493.34546,-43544516820.33864,153351972161.93442,-38564658830.4391,177653897305.0099,-55952423856.27928
7922,200672126986.5686,-47121041392.42347,156167761943.8441,-35518942697.17114,177657317464.783,-55970834536.595184
7923,201346678431.24518,-50987097075.2751,159388147270.37555,-32857999446.562553,177659754465.8864,-55986453618.6955
7924,201200132794.91284,-55025638910.89146,162959316585.04785,-30640751997.092777,177661645587.2901,-55999150940.99468
7925,200168384805.8164,-59099989079.089195,166817520363.1452,-28918174949.393963,177663483071.90967,-56008879161.0861
7926,198192815908.93823,-63043892132.505066,170890390498.0368,-27731256662.585552,177665799634.66956,-56015704038.37338
7927,195229473777.69113,-66648752857.85046,175098769804.29614,-27109231196.22866,177669140812.9712,-56019838323.69771
7928,191268414738.55896,-69648813152.37663,179358978827.88034,-27068231965.586136,177674016026.32968,-56021676971.2089
7929,186370908144.64627,-71709149117.10129,183585395299.13083,-27610492491.209232,177680814891.94888,-56021823943.417175
7930,180733424931.14572,-72432376794.65988,187693181766.19165,-28724173292.323494,177689673322.93005,-56021080872.33529
7931,174774746231.17426,-71421082720.8298,191600977176.91083,-30383834306.020824,177700297241.18918,-56020329263.6166
7932,169189548304.06903,-68445272776.05423,195233372281.2378,-32551509372.608974,177711849323.81744,-56020215679.42054
7933,164828749561.7635,-63684423214.5096,198523014997.26004,-35178284869.90292,177723157098.161,-56020696513.9481
7934,162345219872.2603,-57807543897.94102,201412234444.912,-38206247524.34643,177733356163.07877,-56020879051.966484
7935,161895572116.7573,-51693997427.59235,203854125808.09625,-41570648125.50671,177742433247.40878,-56019523138.90052
7936,163203059244.79132,-46059301495.299576,205813096544.73364,-45202124971.02645,177751107121.54587,-56015717561.232895
7937,165816100093.5192,-41316984914.765175,207264923808.7951,-49028845949.657524,177760351947.198,-56009121994.285484
7938,169294736582.24765,-37637738086.65226,208196402940.24026,-52978460884.32393,177771055807.7936,-55999846564.25879
7939,173278095612.905,-35049146594.03947,208604680587.519,-56979794684.13121,177783900329.0791,-55988258160.22776
7940,177488057767.0276,-33507909775.977505,208496368426.83752,-60964247555.10301,177799359121.2529,-55974839159.59303
7941,181712753665.51288,-32940355990.82369,207886526901.94257,-64866897743.498566,177817734149.85025,-55960106310.138504
7942,185788223928.2113,-33262376143.675346,206797595463.51898,-68627324062.2761,177839195804.0332,-55944569176.839485
7943,189583420253.3241,-34388091832.00716,205258329563.15826,-72190179726.38269,177863816769.49173,-55928710803.76215
7944,192989012315.21973,-36232700881.97848,203302787938.5712,-75505556609.53285,177891598594.2776,-55912980333.63439
7945,195909242070.81976,-38712274846.80085,200969398428.08224,-78529181324.18637,177922492179.1567,-55897792230.18216
7946,198255988352.27405,-41741776186.933334,198300117692.97577,-81222483066.99792,177956413644.55734,-55883529533.1449
7947,199944432023.17282,-45231736148.733086,195339690138.6182,-83552569369.86646,177993256666.42822,-55870550121.33222
7948,200890013564.58084,-49083539130.614,192135003902.3583,-85492140867.04211,178032901861.23093,-55859195901.0199
7949,201006748175.83505,-53182897507.46075,188734536679.95593,-87019370718.94872,178075223142.57373,-55849805535.705505
7950,200207525998.1166,-57390783563.520004,185187880976.28564,-88117768900.5559,178120089954.28848,-55842731949.76653
7951,198408026927.00824,-61530852070.3534,181545336695.21582,-88776046359.69603,178167362448.71405,-55838366298.58884
7952,195537765706.39456,-65372581771.15342,177857558492.9673,-88987988980.65602,178216873206.60715,-55837169768.724075
7953,191565140360.49005,-68611186904.949135,174175245607.371,-88752345872.00858,178268382907.73438,-55839711244.92522
7954,186547958725.65335,-70852135925.32866,170548861597.2812,-88072729786.0352,178321488884.55597,-55846696417.59489
7955,180721096347.93124,-71626489049.19247,167028364135.28778,-86957519604.98126,178375465205.32303,-55858940096.86253
7956,174605348745.94934,-70494557527.76808,163662887083.22437,-85419762850.94179,178429063988.28677,-55877175800.77975
7957,169028993368.6846,-67288392459.41754,160500242709.3076,-83477194655.86769,178480478596.90228,-55901608877.652435
7958,164880808719.08752,-62364404409.103615,157586351289.83908,-81152664701.60297,178527802029.99554,-55931448568.86816
7959,162681449630.53976,-56527177155.09062,154965167765.43967,-78474501252.269,178569817059.14053,-55965046239.56561
7960,162421923517.34433,-50626279456.313934,152678585183.12335,-75476213184.64247,178606294389.9915,-56000639969.5891
7961,163763419979.97043,-45261291241.14555,150765850388.3231,-72196275652.77664,178637627921.3353,-56036899277.15121
7962,166282301229.35516,-40753174835.6591,149262840256.21414,-68678133633.47903,178664387617.39816,-56072977844.25826
7963,169595313457.90448,-37231637461.17704,148201305038.25888,-64970186997.19961,178687093256.51877,-56108352645.87849
7964,173392290269.04837,-34719764214.9334,147608056868.5044,-61125662301.17488,178706158940.18735,-56142668772.83369
7965,177430456792.82657,-33187722320.55126,147504094504.0769,-57202336184.74904,178721908723.9939,-56175642109.333595
7966,181519055479.44403,-32581775939.05587,147903676093.02927,-53262080636.57272,178734610385.13223,-56207008544.23795
7967,185504510387.16748,-32838574480.774693,148813368318.23257,-49370198547.43443,178744508336.41553,-56236501545.49545
7968,189258558032.12512,-33891442435.166122,150231115928.06915,-45594519726.727936,178751850954.99146,-56263845876.94346
7969,192669256089.55038,-35672377963.13917,152145391249.822,-42004235212.83079,178756912139.44153,-56288760757.27544
7970,195634212945.40674,-38111603409.6093,154534497622.91147,-38668462145.67305,178760007871.8136,-56310969110.68065
7971,198055423164.91055,-41135460388.02789,157366111401.48346,-35654552987.5322,178761508420.76123,-56330211367.85078
7972,199835305884.4507,-44662826514.78679,160597151128.53027,-33026190759.368366,178761846408.28403,-56346263246.563774
7973,200873830361.89008,-48599808894.08619,164174056389.36505,-30841343978.661945,178761520469.13336,-56358957530.60353
7974,201067031277.07025,-52832110174.41476,168033540122.80225,-29150187148.166615,178761093571.07922,-56368210338.95631
7975,200307940184.0051,-57214134577.83539,172103845955.0458,-27993119423.13452,178761183919.72592,-56374052825.15671
7976,198492326416.48077,-61553756534.8916,176306498251.69077,-27399029276.727516,178762444110.62207,-56376669424.220116
7977,195534184071.82846,-65592372299.8674,180558481981.36002,-27383951161.30813,178765519802.5132,-56376442489.75775
7978,191399995513.29532,-68983392044.26527,184774739714.9069,-27950238332.174133,178770971935.1438,-56373996775.125534
7979,186174450024.16434,-71283369726.48482,188870832944.7657,-29086334918.523804,178779140029.08185,-56370217113.6061
7980,180161686524.12085,-71994052048.14944,192765592350.25262,-30767175025.958397,178789940100.1603,-56366168604.29566
7981,173974912085.76404,-70715633619.406,196383581434.74042,-32955176041.817627,178802685085.86737,-56362808422.13694
7982,168471620455.98483,-67406223641.61689,199657219767.11234,-35601738707.78635,178816191739.15674,-56360498967.56292
7983,164435030559.33902,-62530747868.738106,202528450699.94275,-38649127908.35328,178829357765.1225,-56358722488.48879
7984,162239586556.11002,-56865582924.55615,204949888335.379,-42032588004.83621,178841771379.1885,-56356428611.53176
7985,161824532507.85138,-51145395463.7033,206885434380.74863,-45682541311.869286,178853756373.47354,-56352672110.298676
7986,162891722247.49612,-45877862562.89246,208310405337.60748,-49526729619.28593,178866006921.4017,-56346941700.12565
7987,165086219495.33575,-41348338406.17048,209211243173.63882,-53492187479.23742,178879256534.37637,-56339139859.22835
7988,168083287312.5489,-37690001986.87928,209584898834.32303,-57506972810.84625,178894121408.69107,-56329443430.54912
7989,171612212666.0856,-34947132039.55424,209437982080.31497,-61501615557.40521,178911061520.1106,-56318178540.83283
7990,175453441736.73306,-33116229933.689564,208785766096.59473,-65410274548.18199,178930391743.6009,-56305738045.56251
7991,179428057992.61234,-32169475304.929417,207651123800.17053,-69171615092.70035,178952307481.75262,-56292533163.38883
7992,183386848611.99213,-32067142622.57716,206063457710.8329,-72729435039.31389,178976911089.41553,-56278966925.372025
7993,187201001326.06885,-32763630033.507366,204057669255.39917,-76033075731.92696,179004235062.98596,-56265420655.48854
7994,190754608589.7964,-34209790351.80141,201673198335.5226,-79037657697.6578,179034261487.47272,-56252248292.76132
7995,193938627817.7517,-36352952815.22591,198953151009.74612,-81704180391.32715,179066938283.7528,-56239775765.79345
7996,196645893813.01196,-39135221861.28839,195943522686.90863,-83999522241.07834,179102192956.7071,-56228304126.870125
7997,198766896185.34433,-42490105499.98483,192692516315.77762,-85896372694.11621,179139944376.4088,-56218116162.72435
7998,200186257259.65424,-46337090287.75653,189249949434.83023,-87373122783.4555,179180112747.21115,-56209487031.95895
7999,200780248666.51984,-50573330150.7672,185666740249.56625,-88413735478.14748,179222627199.3477,-56202700338.61842
8000,200416492850.09363,-55061111648.63597,181994460759.86118,-89007612043.99402,179267428961.49243,-56198072010.74685
8001,198958688241.6689,-59609356993.3549,178284944070.61383,-89149465909.91708,179314464959.62415,-56195985119.85792
8002,196282625894.36124,-63947955480.65246,174589933229.4447,-88839210951.02928,179363660368.55777,-56196937828.87534
8003,192315769136.29977,-67697996199.2432,170960760231.5597,-88081866146.30807,179414847573.44427,-56201598795.543015
8004,187118750350.3528,-70356217432.03639,167448045885.747,-86887472016.88976,179467617779.87134,-56210836313.57353
8005,181015080917.0105,-71347213394.42062,164101410145.99768,-85271003985.24294,179521083733.6275,-56225622634.367226
8006,174697671572.16272,-70225565867.68027,160969155615.7839,-83252258533.3272,179573685322.876,-56246662223.682976
8007,169112297246.65527,-66994073145.47808,158097780169.8917,-80855752473.08882,179623407145.2435,-56273806041.29681
8008,165046410764.6401,-62214221429.312874,155531213061.60406,-78110950620.84114,179668540568.99628,-56305846670.070404
8009,162806794223.02795,-56701889239.842514,153310388228.80823,-75052774478.73442,179708280138.90268,-56341075970.99598
8010,162281930066.82715,-51158879332.70105,151473183166.93893,-71721484266.67029,179742609021.23456,-56377964648.64535
8011,163171232788.97192,-46044040867.47458,150053916933.32343,-68162292880.165726,179771879608.72507,-56415401963.924614
8012,165145264994.7062,-41612031481.68054,149082567168.02155,-64425148541.14791,179796522930.38107,-56452625593.620094
8013,167910433888.57758,-37986568511.94714,148583932138.3798,-60564523457.296814,179816934371.15952,-56489087911.17262
8014,171222394430.30466,-35216587217.76472,148576766290.5134,-56639077829.589,179833454051.00644,-56524354491.497284
8015,174880559848.33783,-33310647051.93997,149072895170.76443,-52711147585.3564,179846382133.1595,-56558043726.567696
8016,178718039888.48627,-32256171482.424793,150076333290.38654,-48846026214.285545,179856002539.21136,-56589795592.346115
8017,182591899725.5765,-32029616129.26807,151582446120.02744,-45111018354.26329,179862605814.38763,-56619258469.12836
8018,186374913912.34335,-32601405495.07269,153577212326.18936,-41574251644.47372,179866508650.03592,-56646087019.02318
8019,189948753354.47034,-33937746516.842075,156036654398.86383,-38303247615.56719,179868069777.62228,-56669947231.80603
8020,193198228491.71954,-36000338734.64347,158926513447.47745,-35363272489.45294,179867702483.7735,-56690526637.75826
8021,196006214761.44315,-38744309906.55658,162202244822.3553,-32815513743.536087,179865883985.40353,-56707548812.53621
8022,198249019236.32376,-42114190346.89853,165809402945.96918,-30715155856.511738,179863161707.81195,-56720792087.22115
8023,199792214457.1919,-46037238554.0608,169684464646.8719,-29109455163.27496,179860156128.52222,-56730113143.63577
8024,200487522544.9127,-50412836014.46744,173756110256.34885,-28035934575.478092,179857558999.5406,-56735477148.42164
8025,200172566924.1149,-55095978166.95715,177946942760.6114,-27520829212.92255,179856123715.40216,-56736997291.92234
8026,198678017562.16806,-59872494323.03833,182175581666.2913,-27577909707.302433,179856639860.1313,-56734987349.31859
8027,195852094769.54855,-64425286764.26207,186359026047.96887,-28207788920.826283,179859874192.65518,-56730027951.143005
8028,191620762078.95782,-68300075498.50787,190415147637.21164,-29397780597.426388,179866445114.74127,-56723030525.38974
8029,186104031843.22397,-70907008822.55443,194265156700.25116,-31122328914.498127,179876593915.41504,-56715231809.22219
8030,179766135248.69638,-71640065344.55069,197835885479.72787,-33343973690.761787,179889894693.57004,-56707968195.62585
8031,173447176237.8084,-70169519418.75479,201061755670.90958,-36014767963.34334,179905184491.38474,-56702128569.6288
8032,168080967978.59036,-66712924665.091995,203886331380.19507,-39078033180.983826,179921074044.1448,-56697644741.83504
8033,164274825789.5578,-61936787648.33577,206263400993.57465,-42470324309.34433,179936715629.04816,-56693661074.008125
