uur,m1x,m1y,m2x,m2y,Mx,My
4999484,5902949597.35479,14487176113.729258,5671257473.530757,14994916118.35245,6254272192.907823,14680583702.641808
4999485,5941576311.113134,14433542171.484285,5695219831.072993,15038946022.14716,6254271020.238684,14680588049.798145
4999486,5988314693.184293,14386317008.670713,5722316709.203524,15080966539.889185,6254269386.570166,14680592146.175106
4999487,6042049829.581569,14346833756.137436,5752372825.315172,15120759693.170567,6254267348.802278,14680595934.548567
4999488,6101416050.113902,14316206804.025452,5785198726.532943,15158123661.255436,6254264975.993847,14680599367.579632
4999489,6164849291.335447,14295275739.589375,5820592381.076379,15192873519.9231,6254262346.858101,14680602410.434212
4999490,6230654194.203454,14284565491.680637,5858340771.201038,15224841812.842602,6254259546.564797,14680605042.644156
4999491,6297079653.224082,14284266932.868639,5898221469.653893,15253878965.987848,6254256663.14505,14680607259.009626
4999492,6362395365.415047,14294239334.129915,5940004184.562256,15279853556.627716,6254253783.849903,14680609069.47678
4999493,6424962174.099323,14314033038.15655,5983452260.285319,15302652449.233288,6254250991.802029,14680610498.067333
4999494,6483290516.627525,14342928233.736813,6028324124.187249,15322180811.1735,6254248363.208618,14680611581.053463
4999495,6536083574.942562,14379984266.104683,6074374671.5839615,15338362021.300562,6254245965.295714,14680612364.639599
4999496,6582264170.864339,14424093638.609549,6121356583.266328,15351137484.463934,6254243855.00921,14680612902.425817
4999497,6620986514.538198,14474035553.299173,6169021571.990009,15360466364.658405,6254242078.43045,14680613252.894993
4999498,6651635303.596287,14528525120.092989,6217121556.124393,15366325248.937843,6254240670.788948,14680613477.105541
4999499,6673815326.545741,14586255832.580761,6265409760.252081,15368707753.443779,6254239656.923809,14680613636.702488
4999500,6687334768.164114,14645934253.17532,6313641743.893963,15367624081.934813,6254239052.043356,14680613792.296366
4999501,6692185049.440378,14706306898.273157,6361576360.694691,15363100546.069248,6254238862.649598,14680614002.210144
4999502,6688519462.772895,14766180015.366497,6408976651.322508,15355179055.359554,6254239087.521065,14680614321.561424
4999503,6676632243.007458,14824433331.345486,6455610673.946225,15343916583.060757,6254239718.676714,14680614801.62896
4999504,6656939146.749827,14880028996.799578,6501252276.1557865,15329384611.957697,6254240742.270338,14680615489.445751
4999505,6629960145.4804735,14932016934.934113,6545681810.381642,15311668560.500296,6254242139.386929,14680616427.561852
4999506,6596304486.759589,14979537694.501842,6588686786.507026,15290867185.652094,6254243886.729181,14680617653.925198
4999507,6556658139.440714,15021823746.067064,6630062427.312681,15267091971.759962,6254245957.194274,14680619201.836073
4999508,6511773473.1927395,15058199927.654873,6669612081.405625,15240466649.492334,6254248320.349103,14680621099.938297
4999509,6462460681.33819,15088083524.145987,6707147870.619625,15211127119.526247,6254250942.817545,14680623372.217417
4999510,6409580419.541699,15110984970.979256,6742491876.306969,15179220844.879591,6254253788.596879,14680626037.982964
4999511,6354038010.361379,15126509580.672144,6775476481.678887,15144905656.23427,6254256819.32186,14680629111.81741
4999512,6296778452.0429945,15134359936.627686,6805944503.313187,15108349187.43124,6254259994.496278,14680632603.477795
4999513,6238781481.978277,15134339438.139923,6833749623.052864,15069728437.413883,6254263271.714344,14680636517.73998
4999514,6181056305.661921,15126357229.29294,6858756878.869589,15029229249.180666,6254266606.896334,14680640854.179873
4999515,6124635467.370071,15110434516.925245,6880843138.868759,14987045742.3129,6254269954.565041,14680645606.89045
4999516,6070567247.420962,15086712176.745182,6899897556.935106,14943379721.148773,6254273268.192036,14680650764.13879
4999517,6019905916.977173,15055459409.744217,6915822015.585394,14898440063.356745,6254276500.645073,14680656307.974173
4999518,5973699147.353208,15017083023.857094,6928531559.44323,14852442087.575304,6254279604.76964,14680662213.80727
4999519,5932971873.07168,14972136673.241295,6937954820.649324,14805606896.78033,6254282534.137594,14680668449.99196
4999520,5898705976.678664,14921329088.753525,6944034436.014304,14758160693.32829,6254285243.992641,14680674977.455332
4999521,5871815338.273783,14865529988.914488,6946727454.544918,14710334061.372168,6254287692.414183,14680681749.437653
4999522,5853116119.144995,14805772001.852028,6946005732.945443,14662361212.313147,6254289841.705755,14680688711.421015
4999523,5843292668.847942,14743246615.396824,6941856315.727095,14614479189.063568,6254291659.989814,14680695801.34004
4999524,5842860180.764526,14679291999.528988,6934281795.613196,14566927025.137356,6254293122.956029,14680702950.176218
4999525,5852126150.594576,14615370639.490929,6923300648.995356,14519944854.952303,6254294215.666553,14680710083.032976
4999526,5871153720.879686,14553035218.2177,6908947540.276541,14473772972.228745,6254294934.273307,14680717120.765055
4999527,5899730934.871005,14493882202.378681,6891273588.0365095,14428650834.007784,6254295287.458155,14680723982.187908
4999528,5937350499.495761,14439494132.74988,6870346585.079976,14384816008.597107,6254295297.379679,14680730586.820103
4999529,5983204558.26886,14391373551.511847,6846251163.58074,14342503066.695274,6254294999.914991,14680736858.020706
4999530,6036197956.909999,14350873475.351875,6819088895.707577,14301942416.069214,6254294444.032914,14680742726.290663
4999531,6094981503.663207,14319130847.390406,6788978319.278391,14263359081.519249,6254293690.228116,14680748132.435364
4999532,6158004040.517156,14297009957.469805,6756054877.060734,14226971433.610222,6254292808.072198,14680753030.259418
4999533,6223579304.526229,14285062075.895758,6720470757.189843,14192989872.221127,6254291873.071269,14680757388.499557
4999534,6289961271.550108,14283505524.457579,6682394620.932905,14161615475.774725,6254290963.127188,14680761191.79664
4999535,6355420535.949944,14292227536.30105,6642011205.986466,14133038638.02216,6254290154.9532,14680764440.642609
4999536,6418314541.370098,14310806230.305805,6599520823.4398775,14107437732.712212,6254289520.781635,14680767150.380148
4999537,6477145941.064856,14338548614.95402,6555138893.272247,14084977768.344057,6254289125.629239,14680769349.448263
4999538,6530605759.734556,14374539345.497643,6509095459.43149,14065808593.57617,6254289025.278265,14680771077.133171
4999539,6577600863.992217,14417694216.778925,6461633817.622062,14050063132.27213,6254289265.018425,14680772381.095589
4999540,6617266346.575317,14466812855.409748,6413009122.578864,14037856466.068666,6254289879.099317,14680773314.914265
4999541,6648965129.659263,14520627339.75363,6363487286.80687,14029284712.258324,6254290890.7769375,14680773935.826319
4999542,6672278192.059663,14577844352.742622,6313343636.570884,14024423761.498,6254292312.807581,14680774302.775475
4999543,6686988565.196399,14637179704.205349,6262861334.605743,14023328119.39302,6254294148.240863,14680774474.816748
4999544,6693061855.709302,14697385192.244295,6212329628.809763,14026029898.19681,6254296391.380609,14680774509.877865
4999545,6690625512.158811,14757268476.341146,6162041952.979558,14032537974.359634,6254299028.808581,14680774463.845343
4999546,6679948453.140525,14815707013.717773,6112293897.889191,14042837329.729128,6254302040.394483,14680774389.925314
4999547,6661422119.794594,14871657253.22388,6063381072.482072,14056888595.709038,6254305400.2417,14680774338.222395
4999548,6635543557.825571,14924160266.142483,6015596878.427555,14074627818.785124,6254309077.539741,14680774355.480627
4999549,6602900785.0789,14972344887.468943,5969230224.928902,14095966463.307253,6254313037.310611,14680774484.935587
4999550,6564160451.113526,15015429294.133835,5924563213.90137,14120791663.781311,6254317241.048094,14680774766.23373
4999551,6520057625.934587,15052721790.96047,5881868828.216857,14148966734.462677,6254321647.256747,14680775235.382519
4999552,6471387444.5979805,15083621429.413656,5841408657.46712,14180331938.968775,6254326211.9026165,14680775924.701841
4999553,6418998262.886721,15107618956.558014,5803430696.506641,14214705517.145496,6254330888.790998,14680776862.753387
4999554,6363785930.149801,15124298483.185331,5768167251.815556,14251884960.745176,6254335629.888904,14680778074.229885
4999555,6306688745.930045,15133340167.274788,5735832989.436722,14291648523.828497,6254340385.611759,14680779579.790625
4999556,6248682628.090385,15134524125.296587,5706623155.905272,14333756948.420397,6254345105.095788,14680781395.833752
4999557,6190775976.155741,15127735700.733082,5680712000.275838,14377955381.056503,6254349736.479639,14680783534.19987
4999558,6134003662.4298935,15112972126.301096,5658251421.191323,14423975451.660568,6254354227.221379,14680786001.805939
4999559,6079419527.047481,15090350502.115253,5639369858.117584,14471537482.877142,6254358524.47971,14680788800.21397
4999560,6028086698.407012,15060116864.031246,5624171440.657428,14520352795.694489,6254362575.590995,14680791925.145952
4999561,5981065020.772427,15022655922.610456,5612735404.656206,14570126076.02831,6254366328.675683,14680795365.9657
4999562,5939394867.644513,14978500804.250216,5605115779.343307,14620557766.860476,6254369733.4079485,14680799105.15995
4999563,5904076683.294401,14928341819.810406,5601341347.581819,14671346450.820389,6254372741.979466,14680803117.865454
4999564,5876045764.691757,14873032935.371008,5601415884.364548,14722191184.056467,6254375310.28013,14680807371.505447
4999565,5856142122.101329,14813594269.085154,5605318679.856316,14772793709.261427,6254377399.303171,14680811825.616192
4999566,5845075856.707924,14751208666.720196,5613005212.988404,14822860378.45156,6254378976.757439,14680816431.959497
4999567,5843389469.800646,14687209998.31493,5624407420.764018,14872104034.332153,6254380018.834299,14680821135.025902
4999568,5851418659.912516,14623060620.988617,5639434555.398938,14920246640.224607,6254380512.030831,14680825873.028748
4999569,5869254480.571507,14560317320.05201,5657975125.129302,14967020997.465784,6254380454.881583,14680830579.463554
4999570,5896711786.964644,14500584969.342491,5679898273.40419,15012171949.177729,6254379859.408579,14680835185.258295
4999571,5933308346.189424,14445458582.00462,5705055077.959548,15055457690.155983,6254378752.071528,14680839621.467337
4999572,5978259027.613322,14396456830.995562,5733279990.143903,15096650970.165865,6254377174.004831,14680843822.369503
4999573,6030488593.640218,14354952040.506128,5764392362.900982,15135540118.508793,6254375180.377003,14680847728.736734
4999574,6088664595.404412,14322103137.581944,5798198022.704027,15171929887.083319,6254372838.802871,14680851290.968039
4999575,6151249159.252673,14298798585.125694,5834490856.835931,15205642120.27374,6254370226.866384,14680854471.758091
4999576,6216565603.067521,14285615542.234121,5873054394.92751,15236516261.913847,6254367428.9456835,14680857248.006311
4999577,6282873548.508917,14282799450.758135,5913663367.7923,15264409710.515976,6254364532.638939,14680859611.768532
4999578,6348445086.988849,14290265369.451057,5956085229.596748,15289198034.750185,6254361625.141515,14680861570.188757
4999579,6411634863.504404,14307619372.249138,6000081631.990474,15310775061.764221,6254358789.910581,14680863144.48994
4999580,6470938486.671902,14334195901.0015,6045409841.199595,15329052851.288326,6254356103.880525,14680864368.216839
4999581,6525035951.069509,14369105578.943853,6091824091.306924,15343961568.547926,6254353635.385297,14680865284.989141
4999582,6572819154.481682,14411287754.71883,6139076869.005668,15355449268.818521,6254351442.83097,14680865946.034225
4999583,6613404599.129917,14459562747.81738,6186920127.002768,15363481606.021976,6254349574.06734,14680866407.735878
4999584,6646133703.167037,14512680025.191896,6235106424.946366,15368041477.111162,6254348066.344414,14680866729.376118
4999585,6670563774.514922,14569359964.762587,6283389998.2452965,15369128613.152006,6254346946.710148,14680866971.180168
4999586,6686452737.849222,14628328160.038715,6331527756.427882,15366759127.014519,6254346232.703943,14680867192.713533
4999587,6693740354.226262,14688342229.709255,6379280213.746962,15360965026.437944,6254345933.216907,14680867451.632668
4999588,6692528125.901053,14748211772.65019,6426412355.563503,15351793699.912416,6254346049.415608,14680867802.7589
4999589,6683059486.498828,14806812485.393127,6472694444.568748,15339307381.209366,6254346575.653939,14680868297.42762
4999590,6665701333.484826,14863095605.175951,6517902770.86695,15323582596.206995,6254347500.323213,14680868983.057873
4999591,6640927512.132347,14916093833.284796,6561820348.257605,15304709592.364399,6254348806.6117935,14680869902.888046
4999592,6609304521.344735,14964924795.711163,6604237551.546898,15282791747.240252,6254350473.161661,14680871095.827963
4999593,6571479478.975371,15008792952.246368,6644952664.387357,15257944962.384014,6254352474.620897,14680872596.384377
4999594,6528170225.082455,15046990653.477459,6683772289.248227,15230297165.531633,6254354782.099059,14680874434.62381
4999595,6480157129.230884,15078898815.112114,6720511939.02742,15199988210.462734,6254357363.537761,14680876636.143358
4999596,6428276041.3729105,15103988138.31204,6754997217.3703985,15167169359.36176,6254360184.012552,14680879222.026352
4999597,6373412740.57875,15121821399.481731,6787064224.720727,15132002071.234777,6254363205.9838915,14680882208.765238
4999598,6316498223.995582,15132056414.96584,6816559655.653028,15094657404.869232,6254366389.516384,14680885608.137163
4999599,6258504032.040752,15134450151.312166,6843341215.104893,15055315589.323236,6254369692.488248,14680889427.021406
4999600,6200437221.673067,15128864256.861912,6867278109.566924,15014165507.79149,6254373070.815452,14680893667.152115
4999601,6143334463.464764,15115272039.811867,6888251523.436618,14971404129.875431,6254376478.717453,14680898324.804285
4999602,6088254632.2594,15093766808.29118,6906155077.109114,14927235916.659943,6254379869.054298,14680903390.416317
4999603,6036269197.72695,15064571348.136269,6920895272.3508835,14881872204.02148,6254383193.767572,14680908848.1596
4999604,5988449678.746133,15028048120.252195,6932391928.311306,14835530562.910948,6254386404.4597645,14680914675.474798
4999605,5945851420.715021,14984709506.278034,6940578609.281444,14788434133.215538,6254389453.146884,14680920842.606546
4999606,5909493019.417657,14935227117.745573,6945403043.715429,14740810927.083696,6254392293.2161665,14680927312.182981
4999607,5880330890.923022,14880438821.226856,6946827532.802042,14692893097.373344,6254394880.612471,14680934038.90364
4999608,5859228822.054171,14821351752.780756,6944829345.811066,14644916166.889156,6254397175.26122,14680940969.417097
4999609,5846922874.437495,14759139262.765465,6939401098.44543,14597118214.233484,6254399142.710435,14680948042.485323
4999610,5843982779.8215,14695129546.913633,6930551109.466899,14549739012.388794,6254400755.938433,14680955189.54049
4999611,5850771930.67176,14630783814.597271,6918303729.918503,14503019116.576271,6254401997.228326,14680962335.735426
4999612,5867409136.638021,14567662365.035181,6902699638.342319,14457198898.500307,6254402859.9602785,14680969401.564482
4999613,5893736285.709187,14507377997.274578,6883796094.49383,14412517524.798098,6254403350.126942,14680976305.08186
4999614,5929296631.06234,14451537779.567688,6861667143.191979,14369211878.374866,6254403487.350111,14680982964.669209
4999615,5973328301.096559,14401676188.381926,6836403759.121856,14327515422.32935,6254403305.182477,14680989302.210793
4999616,6024776559.678015,14359184636.092096,6808113922.619093,14287657007.382978,6254402850.528748,14680995246.440046
4999617,6082326299.119659,14325243926.856197,6776922615.683766,14249859625.172785,6254402182.116646,14681000736.149702
4999618,6144453513.367377,14300766694.680891,6742971726.626021,14214339111.59681,6254401368.077015,14681005722.933409
4999619,6209491650.201615,14286356069.70404,6706419850.715409,14181302807.042961,6254400482.826358,14681010173.16477
4999620,6275706486.87206,14282284742.266579,6667441973.1067095,14150948185.144354,6254399603.551242,14681014069.017248
4999621,6341372095.79165,14288495702.789602,6626229022.237464,14123461472.533216,6254398806.644683,14681017408.464252
4999622,6404840788.233675,14304622935.500874,6582987310.319061,14099016300.61281,6254398164.428775,14681020204.3394
4999623,6464601416.905125,14330027988.055616,6537938002.257446,14077772358.609371,6254397742.42443,14681022482.649624
4999624,6519322784.820894,14363847214.637262,6491316576.519576,14059873608.076866,6254397597.322211,14681024280.397093
4999625,6567881719.888675,14405043813.992966,6443371390.913057,14045446496.614351,6254397775.697425,14681025643.175493
4999626,6609376409.481838,14452459208.941902,6394362199.921028,14034599069.292913,6254398313.4200945,14681026622.774609
4999627,6643127197.4495945,14504860614.535372,6344558991.314062,14027419887.338408,6254399235.646877,14681027274.969126
4999628,6668668165.11701,14560982465.744864,6294240576.8565855,14023976800.39255,6254400557.252896,14681027657.600119
4999629,6685732535.987696,14619560543.552994,6243692947.134848,14024315833.167053,6254402283.560192,14681027828.997242
4999630,6694234568.058993,14679358741.671804,6193207455.441768,14028460234.224958,6254404411.23579,14681027846.743156
4999631,6694250083.511322,14739189096.244509,6143078859.34058,14036409701.62949,6254406929.257491,14681027766.750526
4999632,6685997213.134385,14797926069.111862,6093603240.06016,14048139802.347002,6254409819.872644,14681027642.604536
4999633,6669818403.048244,14854516218.421232,6045075821.231823,14063601603.691256,6254413059.500065,14681027525.117117
4999634,6646164292.32142,14907984383.172632,5997788711.868272,14082721533.933706,6254416619.545823,14681027462.039429
4999635,6615579733.681355,14957437413.805685,5952028601.94973,14105401486.37295,6254420467.119378,14681027497.883667
4999636,6578691986.943496,15002066346.177532,5908074441.960149,14131519177.22049,6254424565.647871,14681027673.811712
4999637,6536200948.090151,15041147772.264206,5866195139.964419,14160928762.940548,6254428875.39418,14681028027.555008
4999638,6488871165.832525,15074045025.343685,5826647311.181082,14193461717.41493,6254433353.889525,14681028593.336603
4999639,6437525323.138525,15100209678.166914,5789673115.376417,14228927963.710064,6254437956.294916,14681029401.772036
4999640,6383038807.806999,15119183750.818247,5755498216.721948,14267117249.527925,6254442635.708249,14681030479.730639
4999641,6326334951.406094,15130602937.251709,5724329899.004758,14307800749.857487,6254447343.436027,14681031850.14318
4999642,6268380470.883771,15134201079.480333,5696355366.298638,14350732875.139555,6254452029.250844,14681033531.745579
4999643,6210180596.335949,15129816037.48762,5671740255.488832,14395653258.634592,6254456641.658295,14681035538.752409
4999644,6152773309.688491,15117397010.696293,5650627382.544123,14442288892.836208,6254461128.199796,14681037880.458336
4999645,6097222054.388075,15097013251.309307,5633135739.353439,14490356381.866074,6254465435.821039,14681040560.771103
4999646,6044606212.770922,15068863958.070263,5619359752.5664835,14539564274.941916,6254469511.338862,14681043577.686928
4999647,5996008599.547809,15033288938.250942,5609368810.598272,14589615445.296831,6254473302.041763,14681046922.728596
4999648,5952499209.333593,14990779366.00959,5603207060.4707,14640209479.27247,6254476756.459869,14681050580.378757
4999649,5915114515.637265,14941987644.123842,5600893473.927208,14691045040.974003,6254479825.337446,14681054527.55604
4999650,5884831789.769244,14887735006.61802,5602422184.911426,14741822174.39281,6254482462.832905,14681058733.199057
4999651,5862538243.363262,14829015127.142641,5607763101.151874,14792244474.696619,6254484627.955471,14681063158.041685
4999652,5848995411.397601,14766991703.319412,5616862663.328355,14842020971.25312,6254486286.22211,14681067754.679132
4999653,5844800188.573547,14702987585.04469,5629644221.755736,14890867946.26351,6254487411.481606,14681072468.033558
4999654,5850344173.08006,14638462808.24005,5646008930.227557,14938511470.191757,6254487987.805224,14681077236.323675
4999655,5865774240.842691,14574980735.949585,5665837727.322018,14984689068.726936,6254488011.291965,14681081992.615986
4999656,5890959391.364988,14514161562.93936,5688992769.928906,15029150845.727854,6254487491.592525,14681086666.98443
4999657,5925468380.984225,14457623866.372673,5715318761.697186,15071660712.99696,6254486452.928278,14681091189.229887
4999658,5968562647.863803,14406917359.352053,5744644410.739785,15111997517.777346,6254484934.387357,14681095492.016247
4999659,6019208090.431777,14363451960.549387,5776783966.934731,15149955993.605225,6254482989.331485,14681099514.184319
4999660,6076107182.434317,14328429774.216333,5811538794.488105,15185347532.551352,6254480683.844892,14681103203.933287
4999661,6137750140.924993,14302787063.082897,5848698951.980139,15218000788.271753,6254478094.286413,14681106521.536192
4999662,6202481007.039174,14287152457.619385,5888044759.84923,15247762120.958334,6254475304.140123,14681109441.29533
4999663,6268572260.78241,14281825544.064648,5929348339.459894,15274495895.96515,6254472400.465071,14681111952.54234
4999664,6334300544.361043,14286777078.826561,5972375110.901057,15298084648.45776,6254469470.293901,14681114059.623947
4999665,6398016432.8938055,14301669100.035967,6016885239.21038,15318429126.846869,6254466597.312906,14681115780.954426
4999666,6458202762.181721,14325890839.935001,6062635021.037378,15335448227.955793,6254463859.082076,14681117147.32722
4999667,6513518285.545357,14358605020.397348,6109378205.899618,15349078836.810736,6254461324.947218,14681118199.740349
4999668,6562825780.056859,14398798917.922201,6156867248.157105,15359275583.63911,6254459054.68563,14681118986.999453
4999669,6605205669.236932,14445335291.802473,6204854487.619448,15366010530.134916,6254457097.835164,14681119563.329077
4999670,6639957516.16188,14496999503.425476,6253093258.294898,15369272796.329584,6254455493.595926,14681119986.16469
4999671,6666592338.333843,14552540538.237993,6301338926.179692,15369068138.521832,6254454271.1656885,14681120314.23289
4999672,6684818729.990498,14610704895.172905,6349349858.16418,15365418487.695812,6254453450.3684635,14681120605.968246
4999673,6694525440.416563,14670263280.932032,6396888325.095452,15358361456.70317,6254453042.451527,14681120918.269554
4999674,6695762534.30547,14730030699.436209,6443721342.772361,15347949823.176838,6254453050.950729,14681121305.5675
4999675,6688722694.771851,14788880893.190304,6489621455.099678,15334250993.581177,6254453472.550568,14681121819.158611
4999676,6673723710.504013,14845756239.949402,6534367463.550448,15317346451.723196,6254454297.889883,14681122506.753485
4999677,6651192759.333563,14899674207.161259,6577745105.514056,15297331191.965687,6254455512.284312,14681123412.187357
4999678,6621652773.73218,14949731380.038248,6619547677.347613,15274313133.574907,6254457096.352167,14681124575.245369
4999679,6585710946.68944,14995105946.615557,6659576575.112498,15248412520.117296,6254459026.541668,14681126031.560806
4999680,6544049282.507329,15035059331.774221,6697641703.350196,15219761407.987097,6254461275.56528,14681127812.55113
4999681,6497416813.025613,15068937440.173992,6733562017.31679,15188503537.795345,6254463812.752303,14681129945.362751
4999682,6446622897.525651,15096172370.889927,6767166686.092584,15154793901.569662,6254466604.334761,14681132452.80127
4999683,6392531944.610432,15116285243.665262,6798295570.300264,15118797525.31184,6254469613.683705,14681135353.229273
4999684,6336059014.518922,15128889720.712652,6826799288.5144005,15080688833.42495,6254472801.514492,14681138660.416666
4999685,6278165443.813583,15133696669.638256,6852539615.95576,15040651226.55308,6254476126.082597,14681142383.331919
4999686,6219854101.372633,15130520288.75278,6875389976.294949,14998876570.121716,6254479543.394429,14681146525.86674
4999687,6162163751.722931,15119285741.150776,6895235920.93081,14955564625.666533,6254483007.460471,14681151086.491203
4999688,6106161880.266948,15100038230.063412,6911975589.94715,14910922451.93023,6254486470.621262,14681156057.841816
4999689,6052935261.385752,15072953305.336508,6925520160.258114,14865163781.93576,6254489883.979925,14681161426.252249
4999690,6003577499.260266,15038347990.4501,6935794284.248836,14818508374.888824,6254493197.977401,14681167171.246092
4999691,5959172758.964154,14996692055.469353,6942736519.81822,14771181339.472063,6254496363.147176,14681173265.023472
4999692,5920774965.41591,14948618432.579866,6946299751.042581,14723412424.364243,6254499331.083533,14681179671.988844
4999693,5889381924.503147,14894931389.113182,6946451597.3967,14675435271.62263,6254502055.649054,14681186348.38525
4999694,5865904164.701143,14836610672.702606,6943174808.371103,14627486628.614388,6254504494.430932,14681193242.11918
4999695,5851128855.2264,14774809491.507856,6936467639.306339,14579805514.390896,6254506610.42947,14681200292.876709
4999696,5845679951.4676895,14710843994.993982,6926344203.284793,14532632336.747768,6254508373.924715,14681207432.640844
4999697,5849976722.700189,14646172017.27938,6912834792.965763,14486207956.702152,6254509764.419986,14681214586.71552
4999698,5864193922.182043,14582359385.652472,6895986165.322557,14440772697.752079,6254510772.509051,14681221675.336159
4999699,5888227855.519823,14521033192.940866,6875861781.349655,14396565298.066267,6254511401.466874,14681228615.895138
4999700,5921673189.498915,14463823086.645988,6852541991.963567,14353821804.693413,6254511668.336275,14681235325.732674
4999701,5963815193.117145,14412293664.799675,6826124160.529462,14312774409.987747,6254511604.2899685,14681241725.347662
4999702,6013640977.864155,14367873107.716564,6796722711.704045,14273650231.743065,6254511254.100364,14681247741.787077
4999703,6069871196.0487995,14331784688.29487,6764469095.569491,14236670040.061565,6254510674.648766,14681253311.901272
4999704,6131010874.144376,14304988273.20701,6729511655.278876,14202046935.89649,6254509932.536526,14681258385.130312
4999705,6195415201.882973,14288138055.281948,6692015385.528938,14169984988.915968,6254509100.995148,14681262925.527525
4999706,6261363879.583028,14281560628.137794,6652161568.230705,14140677847.1491,6254508256.396748,14681266912.826456
4999707,6327136610.617682,14285254607.499552,6610147273.661693,14114307341.521746,6254507474.714031,14681270342.493975
4999708,6391082705.18371,14298910033.496737,6566184742.385147,14091042126.986656,6254506828.260403,14681273224.851582
4999709,6451679280.657561,14321943488.6398,6520500785.646266,14071036336.357285,6254506382.966245,14681275583.45681
4999710,6507574880.341317,14353543806.519886,6473336189.603784,14054427808.028952,6254506196.341308,14681277452.997019
4999711,6557618117.972919,14392722635.067553,6424944218.940496,14041336281.221952,6254506316.164555,14681278876.955545
4999712,6600871931.364494,14438364482.476948,6375589042.243214,14031862539.422794,6254506779.853211,14681279905.27823
4999713,6636615541.489933,14489273208.867908,6325544506.605749,14026087375.265045,6254507614.401561,14681280592.21172
4999714,6664337356.932455,14544212700.170273,6275092663.806181,14024070401.735502,6254508836.752127,14681280994.419432
4999715,6683721760.322961,14601940563.770473,6224522058.379858,14025848988.379675,6254510454.4607935,14681281169.422758
4999716,6694632348.632244,14661234761.141623,6174125848.5859995,14031437371.729961,6254512466.533027,14681281174.370243
4999717,6697093711.032094,14720913750.901949,6124199791.523072,14040825953.49221,6254514864.332351,14681281065.107405
4999718,6691273282.57356,14779851073.840115,6075040114.3840475,14053980802.280972,6254517632.488141,14681280895.502972
4999719,6677464305.853557,14836985455.128048,6026941295.059773,14070843376.00542,6254520749.753568,14681280716.980501
4999720,6656070512.165241,14891327499.1603,5980193778.566046,14091330480.588177,6254524189.784238,14681280578.204363
4999721,6627592809.517545,14941963968.86175,5935081659.030982,14115334477.56836,6254527921.823276,14681280524.87311
4999722,6592618029.259995,14988060518.414711,5891880359.6707945,14142723748.923714,6254531911.289568,14681280599.57912
4999723,6551809619.003821,15028863615.608593,5850854345.071968,14173343422.49748,6254536120.273604,14681280841.699793
4999724,6505900057.969525,15063702264.329912,5812254901.04709,14207016355.991486,6254540507.950556,14681281287.291594
4999725,6455684693.930838,15091990026.705162,5776318017.251186,14243544371.822487,6254545030.923847,14681281968.963676
4999726,6402016643.452537,15113227749.239006,5743262406.593899,14282709729.46894,6254549643.515238,14681282915.712355
4999727,6345802347.234247,15127007314.734583,5713287693.269995,14324276816.495173,6254554298.019807,14681284152.70177
4999728,6287997321.372248,15133016665.566662,5686572798.020242,14367994034.457375,6254558944.9467325,14681285700.979816
4999729,6229601587.7067175,15131046265.38553,5663274545.14378,14413595851.580757,6254563533.269564,14681287577.122135
4999730,6171654200.023662,15120997074.940857,5643526510.981034,14460804990.63024,6254568010.712936,14681289792.801456
4999731,6115226209.75145,15102890001.065092,5627438128.293485,14509334717.921234,6254572324.106252,14681292354.285042
4999732,6061411342.351161,15076876622.376734,5615094055.46657,14558891198.030184,6254576419.838394,14681295261.870398
4999733,6011313598.432328,15043250787.492598,5606553814.149445,14609175878.50404,6254580244.45038,14681298509.279154
4999734,5966030975.429663,15002460410.826183,5601851694.4847145,14659887869.62718,6254583745.403806,14681302083.041782
4999735,5926634560.600571,14955118454.49165,5600996924.828078,14710726285.330704,6254586872.060428,14681305961.921597
4999736,5894142418.29934,14902011695.90438,5603974105.177058,14761392508.376696,6254589576.900055,14681310116.444864
4999737,5869488039.224141,14844105485.414192,5610743903.756626,14811592315.295877,6254591816.9876995,14681314508.623182
4999738,5853483746.8865795,14782542380.153294,5621243897.028145,14861037714.963497,6254593555.674405,14681319091.97127
4999739,5846780473.138214,14718632144.046995,5635389047.725705,14909448702.599968,6254594764.478105,14681323811.933208
4999740,5849825652.973311,14653830392.281515,5653072633.671611,14956555698.561214,6254595425.041583,14681328606.825748
4999741,5862822219.007751,14589704971.207144,5674168262.669466,15002101163.134884,6254595531.011222,14681333409.379616
4999742,5885693847.451018,14527889345.449425,5698531355.559162,15045840638.798948,6254595089.635007,14681338148.906744
4999743,5918061113.432715,14470023689.715488,5726000499.602071,15087543899.960672,6254594122.850419,14681342754.043383
4999744,5959233145.398842,14417686921.160242,5756398920.289508,15126996005.535294,6254592667.639955,14681347155.922009
4999745,6008218377.244192,14372324897.455273,5789536024.089492,15163998177.55094,6254590775.486122,14681351291.528072
4999746,6063755855.753977,14335181476.379889,5825208968.223642,15198368504.477665,6254588510.858431,14681355106.926514
4999747,6124365748.48781,14307239574.52186,5863204230.553477,15229942479.682922,6254585948.796812,14681358560.021896
4999748,6188414835.236706,14289178459.437773,5903299160.586946,15258573386.848936,6254583171.790399,14681361622.558472
4999749,6254190565.5044155,14281351357.072603,5945263496.855612,15284132544.621555,6254580266.254041,14681364281.16778
4999750,6319976280.422342,14283784548.43751,5988860838.898755,15306509423.117418,6254577318.951177,14681366537.408207
