dag,iox,ioy,eux,euy,Mx,My
3430,447279463.0501148,-98543624.13891241,526800954.28400373,388231911.46003294,0,0
3440,-388609326.4979431,-110005434.64754307,504002020.83366597,-409651472.91380847,0,0
3450,403735630.12537336,170141156.13651565,-251393840.1515106,-627417060.117851,0,0
3460,-220219722.28784722,-377174261.51101506,-697879156.9322529,-12767432.159443311,0,0
3470,162571635.3854813,370936571.0562379,-295335008.13646996,622988610.2223682,0,0
3480,41641700.08817831,-455867939.5036544,462454133.6497829,470968512.7603102,0,0
3490,-184398997.35236105,351681201.0306739,563142298.5767593,-318951784.98815787,0,0
3500,283118246.8844973,-346968676.3908259,-155257900.6405378,-650707722.7842064,0,0
3510,-410591182.90275073,110400605.9546049,-687857050.2600745,-101765645.6185878,0,0
3520,408281258.0569649,-76729100.18911818,-377352756.65222657,582520462.1964937,0,0
3530,-418639033.39873135,-175020548.25567555,388393039.5325962,541752328.8329463,0,0
3540,307066392.79099274,248420608.00525966,608296413.8820968,-219972026.6441959,0,0
3550,-252258236.9648464,-378306050.8759715,-54126272.957555905,-660032815.5178875,0,0
3560,7327944.082143933,413426921.12151945,-664672511.7022732,-189632166.62485003,0,0
3570,26842858.20509249,-426370792.93640804,-451385974.8802546,531430604.3250252,0,0
3580,-284950845.36735207,343534300.4740346,306946493.7861896,599499666.3971515,0,0
3590,306326600.9091034,-254028746.74004543,638092784.100094,-115600344.24419545,0,0
3600,-439948191.22096586,127605180.69042172,49749940.187353246,-654345761.4807901,0,0
3610,394939731.5809242,82563837.46219994,-628278169.3299565,-274908324.1010845,0,0
3620,-414667285.262082,-142964269.3513981,-516517024.1227807,470735785.9234099,0,0
3630,244677821.13386464,361168400.45426136,220359217.89648977,643638453.9289573,0,0
3640,-188181750.28613716,-359106815.4569133,651885061.1285602,-8942153.481260829,0,0
3650,-11726367.525055833,457511343.7510009,153723216.3292194,-633007434.3698614,0,0
3660,159109328.303571,-363594560.77667755,-578757384.2746148,-355959580.1533562,0,0
3670,-259797393.486924,365234666.92167777,-571922110.8933302,401413983.56811136,0,0
3680,401633979.6205323,-137817733.64606136,130686208.52914065,673993317.7907633,0,0
3690,-402568526.5773685,104695106.61901864,649761977.6204084,96931792.61301553,0,0
3700,428974004.62324,147051924.68984663,254862479.18898308,-595951900.6450288,0,0
3710,-323854853.44928354,-226144568.33235908,-516415461.7678685,-430958840.5274581,0,0
3720,276681238.0676922,361128335.06750274,-616812342.9905319,324435231.68387985,0,0
3730,-35722206.481755406,-411428151.2160556,39747643.94339372,690663057.45964,0,0
3740,2052496.950437978,427760179.5295746,632454868.0395108,199207487.16095048,0,0
3750,261335683.4919011,-361310121.1737175,350143119.59865445,-543805688.8570268,0,0
3760,-287905799.7512695,275101166.2904248,-441888139.76881516,-497910193.5513614,0,0
3770,430723459.56768787,-156124875.52410528,-650394290.9759176,240812888.9968333,0,0
3780,-399346358.1391776,-54761004.944907136,-50866929.96835095,693912288.6688671,0,0
3790,423761470.53182775,115100917.78922239,601176029.8900676,295479178.64012563,0,0
3800,-267993651.1053661,-343568818.47441274,436687273.60442233,-477920629.4769347,0,0
3810,212922074.26182926,345523709.7773998,-356251450.7681984,-554725087.5945545,0,0
3820,-18228497.886738032,-457185885.48330617,-671855149.7853965,151669042.6618263,0,0
3830,-133053410.74770132,373705717.29429185,-139760287.25077385,684089231.2204615,0,0
3840,235306158.2709264,-381922258.4760113,557432979.7727706,383815533.532046,0,0
3850,-390843455.16320246,164546863.17631498,512005607.23458517,-400299364.6536826,0,0
3860,394948821.78867686,-132220600.47445041,-261108297.31573576,-599356341.2468011,0,0
3870,-437439154.13636523,-118471837.78264305,-680377518.9141753,58306778.00429603,0,0
3880,339039224.89450544,202744495.08268064,-225669485.02530438,661574124.6874541,0,0
3890,-299926211.93591654,-342374219.0068231,502858482.3523141,462749821.2767945,0,0
3900,63895660.542893566,407484814.42254794,574185747.2622817,-313423881.7912323,0,0
3910,-30993849.61124455,-427191375.6663237,-158621350.19100702,-629981893.1108526,0,0
3920,-236603957.3986851,377470131.97710544,-675188410.6694521,-37720397.54704751,0,0
3930,268051269.96542788,-294839954.5453188,-307399892.4326511,626758370.6368983,0,0
3940,-419645006.3057551,183979250.9328822,439081243.4863382,531217423.0251838,0,0
3950,401808743.6328791,26731246.694445454,621987619.4951504,-220026944.44082338,0,0
3960,-430976201.2322593,-86675611.58569786,-51464820.58347142,-645211655.862537,0,0
3970,290062900.9610284,324455901.1077456,-655644989.6934283,-134555415.0960968,0,0
3980,-236673392.8952275,-330251662.21201336,-383760573.4102766,580052591.0051899,0,0
3990,48093172.567639686,454893290.10982937,367646161.4493962,588466791.9264504,0,0
4000,106359010.105928,-381965506.95596075,654835569.0461844,-122859884.39974889,0,0
4010,-209751802.23533264,396957116.82810944,57316571.03357779,-644274042.7147261,0,0
4020,378270618.1848646,-190465175.1661867,-621354321.6116359,-230018105.07968014,0,0
4030,-385456725.6517508,159176108.70072007,-453508902.0268531,521921195.92005014,0,0
4040,443998283.8413995,89405227.74002594,289981466.9356504,633965617.7559,0,0
4050,-352544766.0426622,-178335436.60554057,672726580.6940751,-24503211.40080172,0,0
4060,321891629.3591368,322124793.6578759,164526484.59928313,-627133702.2259588,0,0
4070,-91715282.15837134,-401616677.32921433,-572315273.194181,-321638188.8846548,0,0
4080,59848647.80940913,424665644.18753093,-515312180.51354414,452940568.75582594,0,0
4090,210865729.84913588,-391943763.49184746,207404195.8398649,667317098.0844128,0,0
4100,-246859541.80774555,313148401.1712481,676090865.6864036,72754244.6826103,0,0
4110,406760610.92541075,-211047738.20942712,267071521.82298175,-594505720.4298987,0,0
4120,-402315787.1157764,1389971.7449256554,-509058721.78807944,-406755663.4423584,0,0
4130,436277931.97368646,57815344.0052334,-567734841.8054624,373876540.08659095,0,0
4140,-310786850.5664888,-303916890.45768595,121153878.89594287,688195104.9355981,0,0
4150,259321286.7665171,313363136.47574747,665642384.5447978,166964607.43483716,0,0
4160,-77738319.33260626,-450643826.02358747,362195351.5235368,-547761137.4770118,0,0
4170,-79157045.75648457,388333805.1604024,-432751503.63848925,-482690806.00260055,0,0
4180,183246254.91550037,-410272207.9691892,-609260613.3228413,285773629.4749712,0,0
4190,-363974725.0826485,215453535.93003273,32445005.62197849,696302968.6235502,0,0
4200,374135570.41987306,-185434892.87101972,642247458.5161713,256511438.37197745,0,0
4210,-448623530.23113585,-59979177.66618046,447643760.9377746,-488750902.9446695,0,0
4220,364304977.9747611,153037385.58710688,-345226898.4556946,-546965386.9566109,0,0
4230,-342481548.6685528,-300467662.48263586,-638358264.2275583,190043309.02851117,0,0
4240,119049649.83857696,393852609.85316145,-57470049.37795364,691358549.0975819,0,0
4250,-88484790.47560988,-420193199.85682017,606826892.4920994,340060829.0659503,0,0
4260,-184235550.10113063,404667908.4772939,521736675.0301549,-419595233.85457224,0,0
4270,224433621.43231282,-329936791.72735375,-248916144.7178855,-597534562.6871504,0,0
4280,-392125886.13851565,237213179.984371,-653595282.9121677,88532078.41706367,0,0
4290,400865815.14474183,-29466681.757175773,-147235505.92115253,673107511.4312238,0,0
4300,-439641696.80274165,-28649020.332763284,560296338.1113983,416492065.05626553,0,0
4310,330072823.53756344,282045500.4831663,583351899.0126432,-342485838.69515836,0,0
4320,-280756672.3362547,-294938293.16787815,-146681542.9345789,-632976601.5239737,0,0
4330,107035548.88700828,444456262.1137902,-653794367.2988453,-16455080.928807005,0,0
4340,51580951.11902717,-392779729.23826844,-235332714.77077657,641366249.9371341,0,0
4350,-155905617.8679257,421808087.12919533,503542980.9550856,484823008.26852936,0,0
4360,348023019.23957896,-239397052.99359837,631845529.2233744,-259533916.06824642,0,0
4370,-361037222.06966025,210873537.39167523,-41582687.43723599,-652594476.6117256,0,0
4380,451295491.30348825,30322359.115676984,-638213148.6033386,-122200075.6349924,0,0
4390,-374261929.7281336,-126974687.66417411,-320037383.2124577,596094561.2505972,0,0
4400,361606030.9742117,277496556.95112157,437433652.1218471,544141074.21506,0,0
4410,-145769568.78429118,-384230463.0924428,666940752.3002467,-172677307.4703579,0,0
4420,116771229.80061527,413793149.66776055,63371638.71570537,-656409009.6737522,0,0
4430,156831950.57050654,-415587208.8108132,-606711969.2956842,-225700027.16606534,0,0
4440,-200882482.37727785,345122838.2808053,-399406592.1515424,537494788.7710961,0,0
4450,375804036.0336317,-262362337.74718702,362848744.41620713,593547527.9145086,0,0
4460,-397466602.0349472,57363068.441101454,688612811.6361902,-83644218.31919134,0,0
4470,441051210.8163244,-693120.6053697616,165432758.90896735,-645055898.5759001,0,0
4480,-347834613.71487767,-258941502.2471338,-559865585.0526108,-323871681.078688,0,0
4490,300876315.90234154,275064595.0688869,-471310075.149433,466127922.4693216,0,0
4500,-135857977.50348252,-436357788.49025095,280736375.36550134,632121221.3752736,0,0
4510,-23766020.566646643,395281795.903492,696989097.3571036,6037990.275624439,0,0
4520,127849650.57212782,-431513154.1303545,262247735.52635098,-619623254.2296872,0,0
4530,-330490432.70135325,262185612.53720978,-498980685.1434868,-413798799.9990746,0,0
4540,346221824.45575553,-235372520.59504706,-533518011.4384192,383028283.22701067,0,0
4550,-452003316.73747844,-564470.0990806222,192180891.35020745,658907544.6928885,0,0
4560,382366541.4767633,100275428.63064776,692274517.6260209,95003055.8352981,0,0
4570,-379181529.03942484,-253310925.7826887,351912464.85616744,-581473529.5926195,0,0
4580,171748686.086707,372796904.25958633,-426004495.5055009,-492970060.6626115,0,0
4590,-144578567.2859662,-405493392.83729386,-583849116.6912588,289789255.67633456,0,0
4600,-128776925.02482837,424654308.69908243,98478234.55677934,672938483.0162674,0,0
4610,176320528.65640852,-358632072.871239,674705976.5153179,181988127.24761194,0,0
4620,-357865581.50227964,286386382.3437286,432954823.9602487,-532085725.14620805,0,0
4630,392135344.2154967,-84944128.04820865,-343342345.7936659,-559454053.6361823,0,0
4640,-440498932.91789776,30080089.651193134,-620367110.7216127,188587895.7668463,0,0
4650,363992883.42715776,234710280.93692285,1207544.5301439464,673289088.7199435,0,0
4660,-319583318.19391274,-253836378.4494088,644536276.5132327,265768804.24895433,0,0
4670,164080778.41985434,426383900.7478351,504271269.7992172,-472938570.802113,0,0
4680,-4151253.5170715004,-395828032.3764311,-253628696.50980556,-611977754.4300088,0,0
4690,-99201241.07261154,439343874.0067304,-641593892.0471843,82122092.66571012,0,0
4700,311459251.5480952,-283714396.1715121,-97715996.75782776,659172899.6427003,0,0
4710,-329757505.55783457,258816766.0820855,602046324.1108254,345095624.9737117,0,0
4720,450744760.8776508,-29164332.00350506,565041172.0751197,-405440880.8765918,0,0
4730,-388578823.6887584,-73070803.35831052,-159504460.1527095,-649905497.4557683,0,0
4740,395131248.1350025,228015499.7325691,-646692317.6256484,-26546595.883908242,0,0
4750,-196864094.07947323,-359607209.31794363,-196026145.59493026,630072400.8195219,0,0
4760,171779640.80736607,395330481.0866363,547584011.4012288,418639935.230155,0,0
4770,100195390.54514816,-431830072.9426256,614638337.3714894,-330905541.9278607,0,0
4780,-150867032.16508636,370398201.9895892,-63442341.36237047,-673142148.4765373,0,0
4790,338388054.1035569,-309181365.38517547,-635570644.0966995,-134222669.53563192,0,0
4800,-384898588.66165113,112076322.90147212,-291148372.0321801,585890018.9073821,0,0
4810,437986089.56361854,-59380732.7209055,481627422.355265,484957525.26499915,0,0
4820,-378475531.70242935,-209462366.50111085,652552872.4792032,-250559012.94933367,0,0
4830,336787567.43819916,231354392.5373112,32359688.10567528,-681996916.2092141,0,0
4840,-191581724.648613,-414578248.22919226,-608879323.0989448,-237831654.8566519,0,0
4850,32033850.299107775,394416040.5633796,-380314402.146751,527092185.55594796,0,0
4860,70085863.64294493,-445264962.02713585,404868031.740508,542479617.9666983,0,0
4870,-291018746.33456665,303884374.62179494,678331310.094504,-165577233.1271496,0,0
4880,311720047.3256353,-281096171.8631771,126017474.1348467,-677042553.5337526,0,0
4890,-447526198.23973703,58734000.200038254,-567902724.3367019,-334644024.8877605,0,0
4900,392868071.0991828,45494469.594956376,-460747156.28882724,454808918.1822945,0,0
4910,-409385477.36321396,-201719833.81342733,318305561.8567458,589541630.1822996,0,0
4920,220996918.92680442,344725014.1418191,691539667.2387924,-77139499.7321398,0,0
4930,-198250100.06680346,-383349439.986554,215946181.0393376,-658994509.4324945,0,0
4940,-71214635.59082578,437083769.2007712,-514378591.0519791,-422424299.2939112,0,0
4950,124645547.2690983,-380363420.4066041,-529892085.0411446,370851623.9144042,0,0
4960,-317455659.69989675,330648669.5257777,223340027.64409554,624458842.4707365,0,0
4970,375792115.61572236,-138628230.52695948,691752618.2655063,13507353.156289093,0,0
4980,-433522659.4989804,88464315.77126384,300810685.4288368,-628622743.2373198,0,0
4990,391218030.6417128,183312939.96043587,-450293041.9220723,-499488167.09561783,0,0
5000,-352406158.80129063,-207725309.50692248,-585649448.9861863,277627757.53583217,0,0
5010,218241720.8152356,400992446.92024857,121839438.84551013,645652563.377409,0,0
5020,-59744893.28159475,-391053013.8959652,678571474.4982829,104982250.27145553,0,0
5030,-40631025.88376081,449249532.3730211,379458120.854761,-586699663.5869633,0,0
5040,269264769.18418986,-322602775.92533875,-377695138.37293524,-564677365.4007593,0,0
5050,-292192520.80452716,302106114.91225976,-626553722.6533076,177959998.1380036,0,0
5060,442362601.4025783,-88015167.85070997,16156767.31310656,651819073.3716253,0,0
5070,-395213010.55592495,-17681889.88728361,651673127.7494793,195709827.51926386,0,0
5080,421881890.06193143,174537828.93238634,450846159.9397265,-533982231.74094456,0,0
5090,-244032891.59538674,-328222025.2124465,-298558935.1024027,-617278627.7883611,0,0
5100,223868967.8960492,369603552.3050119,-651858477.4049029,74847803.72235844,0,0
5110,41963756.53620033,-440393213.36429095,-90928119.4887483,642117593.758276,0,0
5120,-97783305.50008675,388478682.9239927,610890328.5092883,283878778.25310886,0,0
5130,295158913.2887779,-350695435.70731574,513976957.18324745,-471223988.86354053,0,0
5140,-364860776.02286446,164471183.82383782,-214702472.01403323,-656916813.4381406,0,0
5150,427127319.66456914,-117201106.7813429,-661513879.7797477,-28774301.05410219,0,0
5160,-402163728.3493871,-156381317.50192198,-196352671.89999098,616337972.7739733,0,0
5170,366363778.342318,183061207.42681327,556319431.1636152,367433107.14298075,0,0
5180,-243945321.75965673,-385685857.7430202,567844227.637048,-399212253.48357064,0,0
5190,87148322.96973607,385755706.68244445,-127759372.42817226,-683447183.9619929,0,0
5200,10965707.660172924,-451279209.9014251,-656055485.0380522,-130231989.96827343,0,0
5210,-246299319.26760754,339783525.87652344,-296989323.34656847,575002509.6491585,0,0
5220,271264888.3812502,-321747928.87848896,488444330.0144234,444111875.1424022,0,0
5230,-435277481.31876904,116879716.34382373,611399943.478011,-318825627.71663725,0,0
5240,395601902.02809536,-10230335.020981736,-39191679.168720186,-696863296.7090315,0,0
5250,-432565812.0092991,-146587235.0522191,-636443102.9442304,-227231218.0290654,0,0
5260,265862898.37175155,310177691.0991774,-389897486.9948861,519366978.4111314,0,0
5270,-248519184.88794118,-354154104.48354846,408255408.0520797,511549571.48603135,0,0
5280,-12573085.173174366,441744877.28986394,643547194.9238646,-231106158.0086432,0,0
5290,70410593.44299479,-394703932.80199575,49669066.735282086,-697229220.0642086,0,0
5300,-271594246.6256342,369234965.5088821,-603891530.9556539,-317899491.21700287,0,0
5310,352158284.359192,-189479899.0478948,-472554859.40270936,451313116.9809041,0,0
5320,-418827352.6192317,145462952.15286592,317333039.9154365,567438653.1486616,0,0
5330,411264116.9229453,128790414.63821727,663166014.1235763,-137338273.7613335,0,0
5340,-378593049.7511739,-157479028.77649164,137564224.74973956,-684639503.3981508,0,0
5350,268581235.6298166,368725331.1832211,-559724916.0829211,-400763239.11560184,0,0
5360,-114109566.01356634,-378550356.0679927,-543017527.2924087,373157626.96525407,0,0
5370,18780205.653122783,451344204.5742894,217862197.51373178,609737884.1024172,0,0
5380,222230078.56160748,-355347658.5628392,669178092.7320077,-39122727.54244048,0,0
5390,-249033575.1199738,339929352.8548677,223243645.4875958,-659207578.288499,0,0
5400,426302790.23342097,-145201338.03774625,-505271685.2512603,-474684213.4725492,0,0
5410,-394032592.32109284,38105137.99614571,-599981989.8148674,287425471.61997473,0,0
5420,441390456.3263344,117989137.9979539,112553964.62588781,636889684.471471,0,0
5430,-286383508.24838924,-290678836.11999923,660652703.397506,61571211.68770234,0,0
5440,272088135.0019768,337070097.4988005,305402784.3091705,-621082198.6866782,0,0
5450,-16826390.362491608,-441133958.3256606,-441804099.7900077,-538777233.6468678,0,0
5460,-42660116.88534147,399008285.87845004,-642752741.1614836,196638377.77317613,0,0
5470,246863590.29279673,-386187096.907644,4472797.048659734,647996527.74775,0,0
5480,-337746967.7278115,213533088.5143351,636948315.1889603,162396173.3703905,0,0
5490,408658515.9918013,-173123845.03888047,382629491.7563495,-570491040.6711442,0,0
5500,-418479064.1845211,-100666192.75028872,-370518414.89349836,-592326633.5435604,0,0
5510,389034842.37469065,131100017.18849242,-671142328.5446489,103155091.92074451,0,0
5520,-292042809.31557757,-350184919.3077001,-103201827.16269259,642910361.0700045,0,0
5530,140496197.48746794,369472556.93870705,597872267.2905508,260680416.20778924,0,0
5540,-48476493.16549484,-449443348.3037888,453369629.765697,-507809549.2977322,0,0
5550,-197169919.92331952,369223694.9692026,-292548119.2719794,-634713090.0607848,0,0
5560,225601011.30399233,-356564949.2311733,-685339580.7496709,9078340.488025658,0,0
5570,-415478787.5688449,172856091.9934058,-207427973.2964927,622212203.9687343,0,0
5580,390512521.27553684,-65805659.114707604,543827217.0688187,353557276.39055824,0,0
5590,-448317124.0822589,-88867432.16343449,515922203.5257186,-433650508.55634785,0,0
5600,305497474.52202755,269819257.8215539,-209002149.79354674,-665358138.6297842,0,0
5610,-294468149.80360836,-318427923.55419314,-685777677.6704644,-83775178.73419395,0,0
5620,46103608.6591114,438564410.2140404,-305513028.05754197,587092072.9985679,0,0
5630,14666354.444350176,-401370169.5856432,475904256.0502372,438164582.73232,0,0
5640,-221073932.0362169,401478551.8127995,568475469.9573886,-348964908.3297289,0,0
5650,321697472.35318655,-236514054.9119597,-121020546.43012068,-683691163.4924356,0,0
5660,-396664874.6451133,200060483.08785248,-673023300.9273545,-173856106.5747282,0,0
5670,423777007.96948415,72137090.48385338,-395246613.8984448,539166519.4357986,0,0
5680,-397638539.1906883,-104049135.22041199,395886379.254465,511884164.6164389,0,0
5690,314228494.09369224,330145556.3959472,609193463.5439173,-255137610.02629727,0,0
5700,-166178592.94485366,-358567090.35520244,-29840377.637307025,-689142651.3490124,0,0
5710,77993169.20804922,445584094.12168974,-647697319.8680851,-259832374.64146242,0,0
5720,171236389.66716337,-381347987.75810766,-474943989.2073859,480281136.7439009,0,0
5730,-201075148.41310638,371576488.8236661,306146207.1203847,572571751.617124,0,0
5740,402853869.2879397,-199722950.0810601,636355306.235675,-154053791.89821467,0,0
5750,-385058680.4776768,93195917.69754988,63135913.943634674,-681167206.2187701,0,0
5760,453315369.78266656,59348281.375648454,-610429584.1490265,-340523421.6241816,0,0
5770,-323114208.11967874,-247699290.05646008,-543413675.77153,412338022.1664265,0,0
5780,315556989.17100006,298311010.1630406,209453036.25784844,618723886.6677963,0,0
5790,-75128019.55427018,-434048935.1310049,648536396.9756299,-48108029.56016313,0,0
5800,13435096.149405606,401777416.32655287,156279645.99759746,-659299147.0781695,0,0
5810,194336853.2414469,-415043253.9012797,-561846024.3285699,-414830899.5705969,0,0
5820,-304088428.7928467,258311264.26618272,-599876112.8697882,337171355.29085034,0,0
5830,382898596.3865364,-226152813.20301476,108732501.1303858,649545710.2986226,0,0
5840,-427135111.9691269,-43333442.493199915,644803185.326625,59867682.46843323,0,0
5850,404362263.62233245,76454465.98267251,247695530.78945035,-623241165.9061635,0,0
5860,-335042289.4827883,-308694709.51408803,-502584538.6322585,-481675052.8432516,0,0
5870,191030566.99061352,345887706.3263474,-643861477.8448386,256477261.39842826,0,0
5880,-107201052.36418948,-439782477.74359363,6833547.04008349,664914270.2359211,0,0
5890,-144551166.93493736,391665030.4936735,624878404.3091952,166764120.34284538,0,0
5900,175568950.8653426,-384893301.6396399,335217820.2090543,-572981282.7567663,0,0
5910,-388484361.4030415,225684331.0749932,-433335742.33453465,-539944174.8520206,0,0
5920,377697524.7440755,-120141479.41702157,-675108946.61986,171792437.62393162,0,0
5930,-456363131.0571884,-29559570.23761113,-93651988.2590881,665261368.8181974,0,0
5940,339150220.26804,224425333.6210988,589230831.8377177,269424192.8332921,0,0
5950,-335258296.39307857,-276809433.3266465,416459523.3407699,-508924660.5892942,0,0
5960,103770167.5404099,427608936.78347,-354904317.54296994,-588464121.3249731,0,0
5970,-41508175.88339132,-400227310.8850314,-693481713.4375092,84510588.1743238,0,0
5980,-166768045.5299034,426822615.38742536,-190494517.65916136,651415627.5232378,0,0
5990,285006077.4048174,-278818894.6548479,539059112.8609545,364896826.9631401,0,0
6000,-367419712.21511513,251284560.95595714,488926259.15411973,-432015985.44085157,0,0
6010,428539382.27980846,14386888.122154742,-268285407.95075288,-625995293.0691787,0,0
6020,-409173064.26603884,-48446601.540518634,-698905354.4226627,-4075173.693772495,0,0
6030,354394163.3639821,285926000.51037365,-281857417.5296763,624442793.9848734,0,0
6040,-214929995.1320436,-331496861.9795494,476169442.98201275,450659179.9902957,0,0
6050,135972330.31673938,432063041.7579817,550193345.7700794,-343819116.971021,0,0
6060,117239502.30328588,-400127729.7152714,-174747571.66340572,-651264811.0405167,0,0
6070,-149199865.9749755,396452591.78202987,-691332799.9988745,-92714497.38860454,0,0
6080,372434278.46474785,-250626620.37305462,-366269735.09285975,585511993.4524297,0,0
6090,-368464836.88969827,146510115.12097764,402778606.0885626,524760870.7436213,0,0
6100,457446822.0131794,-369651.6665522456,598124767.2508857,-246519972.1204505,0,0
6110,-353529532.23931766,-200109356.61432236,-75909119.67465809,-663040319.7837734,0,0
6120,353482025.6817447,254019501.66522554,-670737064.446037,-180135465.04759035,0,0
6130,-131902271.43518081,-419274434.666194,-442562901.8047465,535801590.49998176,0,0
6140,69417023.1357685,396726591.77687824,321292016.5237295,585870375.9509639,0,0
6150,138486809.57185662,-436765791.47950536,631092262.1595893,-142831662.72153455,0,0
6160,-264543855.84175873,297937357.8678241,26210859.268843293,-660247200.0042468,0,0
6170,350295842.26168877,-275343742.3457309,-637132097.5342479,-264981871.001532,0,0
6180,-427984743.9878338,14570227.308332711,-509791796.24196166,476447084.72013915,0,0
6190,412047056.814925,20158021.07005758,234104650.30427328,633233061.7225988,0,0
6200,-372200446.52621764,-261938801.03876534,648142774.4263383,-35807209.29420842,0,0
6210,237759415.76295364,315465416.416775,129189409.51001981,-642121592.1281898,0,0
6220,-164181118.06897727,-422458722.83410794,-590621585.3243003,-345760649.8309766,0,0
6230,-89429638.17302969,406697638.44191104,-567155626.8706329,408526861.59654564,0,0
6240,122089274.65560552,-406199715.185697,143456078.72935122,666569849.4178641,0,0
6250,-354775048.01275855,274440673.053208,649071576.6268804,71404919.64716755,0,0
6260,357405546.5256827,-172172448.09448683,230265581.476986,-608378014.649705,0,0
6270,-456561389.88611305,30309730.320985943,-531474106.8124547,-420809514.60818875,0,0
6280,366184050.0849912,174868366.80182683,-613929116.0231867,333078978.793425,0,0
6290,-370144840.29336953,-230043313.45070377,51349959.23711554,685950739.0770204,0,0
6300,159398797.76322684,409083939.7423812,634385421.7393919,175808258.22149718,0,0
6310,-97026629.99639975,-391291406.68289953,326485318.249754,-559356414.6531482,0,0
6320,-109615538.23049662,444829901.4425299,-460219711.69149965,-488296695.34375197,0,0
6330,242801950.49131912,-315573791.38455385,-649410893.8560826,251141849.38346836,0,0
6340,-331601888.69617236,298223155.7360769,-40467937.020622596,691671696.6174575,0,0
6350,425475077.2984076,-43405455.95050021,605172927.3061821,274756455.08367753,0,0
6360,-412969522.6807548,8277538.272341862,414914491.0063028,-496106638.795088,0,0
6370,388384199.9245491,236837802.30534828,-377757091.74449545,-546265233.8309596,0,0
6380,-259406609.26198924,-297872283.7500394,-672894156.5589048,163812083.46709764,0,0
6390,191704007.15671614,411010702.4926123,-130487495.6342843,684153160.813053,0,0
6400,61252213.55800483,-411345149.86508846,562922637.5392306,366070171.7346132,0,0
6410,-94361925.45348093,414088419.0603399,492884285.3337067,-420376194.3163845,0,0
6420,335585202.11215514,-297022298.0508558,-285452510.0987556,-592731300.2699163,0,0
6430,-344573503.85973525,197002586.54857457,-683664069.6337533,72312672.47921799,0,0
6440,453710334.768842,-60130970.17916393,-217383904.34359768,663868796.9775839,0,0
6450,-377053902.415243,-148823858.42937303,509334524.8874372,448068082.96164155,0,0
6460,385170479.56987286,204988288.61732358,558215951.8709315,-334491466.9425741,0,0
6470,-186137025.27249038,-397084291.9892621,-185203882.07483122,-625837143.0051739,0,0
6480,124203493.00373489,383947222.32833475,-681026241.0793595,-21936584.87125253,0,0
6490,80279186.28000623,-450980215.2989155,-299953266.15874195,631306497.6438262,0,0
6500,-219886814.0295504,331642518.12020636,446160552.72555786,519528743.46341115,0,0
6510,311419697.0515157,-319820851.82821584,609373454.15037,-241154837.93976605,0,0
6520,-421023212.8975212,71986852.84746838,-79440461.32568046,-644043979.4781247,0,0
6530,411934964.0088599,-36725714.71126803,-664369680.9339725,-117257232.30328633,0,0
6540,-402875553.0147004,-210732561.39194372,-377045242.0059793,586960155.3655065,0,0
6550,279765151.247323,278804046.0602515,375093092.3269091,579609871.5751742,0,0
6560,-218420603.4602567,-397768222.15048546,645514290.3872418,-143205237.76925302,0,0
6570,-32839656.032732025,414049650.1551366,28964116.922587156,-646331766.6967899,0,0
6580,66145354.601233736,-420081042.07647175,-633264627.8065344,-211673360.56273392,0,0
6590,-314950037.26428145,318272721.2891469,-447501362.82652915,531349440.96281713,0,0
6600,330031209.7109548,-220878738.17788535,297704697.20763826,627751010.7263885,0,0
6610,-448905692.3592612,89704196.98337895,666440367.3379844,-43395751.62621442,0,0
6620,386087739.44793844,122101236.07777408,136867696.84696382,-632359473.3136933,0,0
6630,-398490093.35984486,-178966677.92673656,-587589227.7711312,-302913426.93057334,0,0
6640,211997598.06022877,383330460.41432005,-510106513.6632788,465064449.2242665,0,0
6650,-150816255.15980783,-374728689.39558333,215433005.4181004,663579339.1711892,0,0
6660,-50604728.93952423,455190305.36739856,672477109.9687973,55771541.166263655,0,0
6670,195910651.36977613,-346065471.60527945,241098699.03606975,-602540841.7654967,0,0
6680,-289837687.5031551,340040579.70035166,-527669044.7045158,-388470011.6267768,0,0
6690,414650886.4142134,-100183580.61545849,-563561198.3783903,388831443.8010318,0,0
6700,-408947115.0054674,65052156.47625243,129600437.77910058,686831131.1375148,0,0
6710,415612011.6933293,183737026.05244216,664320270.6400013,152136594.81732038,0,0
6720,-298734937.226099,-258354528.1859181,338709082.932103,-558010834.6489775,0,0
6730,244214051.3421538,382788363.2857488,-454401743.4751718,-465727939.78698003,0,0
6740,4325563.607128426,-414799629.50600183,-606482951.1187664,303594075.6997066,0,0
6750,-37569294.77846025,424148674.5395286,41457993.60460294,697295627.4747428,0,0
6760,292961244.0946438,-338099025.7143454,642886245.330522,243902792.95056075,0,0
6770,-313849503.15589064,243683803.76721972,427185275.6312071,-500490278.23072696,0,0
6780,442167979.82374936,-118901318.10139146,-369331065.7492742,-532155700.583261,0,0
6790,-393242991.7405455,-94829218.2595901,-637445538.7095606,210600742.9427169,0,0
6800,410042542.4329375,152095051.5543049,-47756338.27842165,694784603.6780212,0,0
6810,-236865064.8060634,-367885306.3228396,609189753.6392981,329605933.9054396,0,0
6820,176736336.09503537,363679463.2821416,504576029.91416943,-432085624.6941967,0,0
6830,20720611.572105207,-457442161.9711961,-274636352.188315,-585533398.1026832,0,0
6840,-170990876.52436322,358772584.3742901,-655062732.0187334,111483260.68500412,0,0
