dag,iox,ioy,eux,euy,Mx,My
1250,-147219131.14584604,417878697.02907807,-333215845.93367344,-563832520.6626651,0,0
1260,190252821.7569399,-351993832.475248,-670282296.5453179,137910871.62491977,0,0
1270,-370641085.8936228,269684230.04770017,-148382297.12786093,683042655.2837934,0,0
1280,394607106.3366249,-69599082.11499561,552480762.3790674,399687938.9847265,0,0
1290,-442119797.91582865,10641559.738583788,530458530.01506823,-380879131.39270294,0,0
1300,352881937.43823075,249677444.30689812,-235480742.54007918,-606337559.8555024,0,0
1310,-309769292.0497874,-266845498.55028397,-676492312.0721302,42532164.80982579,0,0
1320,144344058.76653284,433197141.4187617,-233613826.73744085,658221463.7765192,0,0
1330,10858250.666758008,-395496301.40162593,496971910.74074656,475671056.36414975,0,0
1340,-119039077.2302844,434936264.7280097,589340144.6351948,-293447801.5313364,0,0
1350,322324554.73438746,-269983724.4201322,-131145734.72656465,-634230071.6586188,0,0
1360,-340871288.3302622,245445116.6032316,-668639875.6837565,-55321855.18786304,0,0
1370,451098316.7347665,-8775031.733804911,-314794952.4934839,621021690.6561574,0,0
1380,-385693302.8038849,-87775388.17616361,432542352.24304706,541309963.2787826,0,0
1390,384544993.2646055,245970253.8938819,633775046.8486058,-200364674.64168125,0,0
1400,-181988186.61367106,-366522945.8129514,-23096579.052287877,-646330758.9460754,0,0
1410,154969927.9007963,403111556.0217943,-646084120.5382644,-153592578.15018705,0,0
1420,119003716.38526523,-426297303.4610467,-390665605.36685205,571784785.146802,0,0
1430,-165264936.27339998,364752579.67215127,360593941.641852,595907451.304078,0,0
1440,352219084.5822602,-293341076.94977075,663414487.6078225,-104243309.94898058,0,0
1450,-388442349.505592,96978049.27070971,85512995.34031647,-642157239.8880565,0,0
1460,440893480.167475,-40048740.33407075,-608514898.5140992,-249888628.1750391,0,0
1470,-368418423.7940686,-225096767.77414748,-459874706.97838855,510941285.80611455,0,0
1480,327877352.93190455,245054632.64844587,282426670.95747536,638929122.5498348,0,0
1490,-172342837.48054865,-422651953.66441655,678398868.5083451,-7467928.601251289,0,0
1500,17052052.31699609,395159366.38586444,191508052.58971068,-621985286.9166998,0,0
1510,90200049.49667346,-442157955.3124459,-556102774.6812844,-341557238.6049806,0,0
1520,-302758705.0411854,290965372.14855796,-520954410.235816,439082393.1758313,0,0
1530,323756849.94038194,-268475516.7606711,199260636.33263195,669931492.8588499,0,0
1540,-449207783.4899636,38441503.74755526,679213741.4466281,87884348.87776741,0,0
1550,391041969.35323083,60379397.412224516,291941419.68626946,-586799311.6563507,0,0
1560,-399979620.4209662,-220338368.56907147,-489627581.2923735,-425828426.3554091,0,0
1570,206679622.86400354,352635321.84720206,-572325795.9465867,357048194.3611471,0,0
1580,-181954495.49748462,-392263465.0371264,112280732.04230408,688511002.7023108,0,0
1590,-90305305.13863406,432813425.2867876,666553087.8166275,180057732.6038937,0,0
1600,139438872.9103646,-375742071.0849176,384291056.57384896,-538147813.0822906,0,0
1610,-332283678.9459578,315737371.1095926,-410546850.9618131,-500022089.97157604,0,0
1620,380386410.0326133,-123850775.1572459,-612345997.2513512,266021983.27440956,0,0
1630,-437708694.7348762,69324413.72752142,22695812.76429534,694277651.3837358,0,0
1640,382255096.48740894,199541063.8297548,641209740.1301507,267585446.0457472,0,0
1650,-344447326.8294162,-222053660.5653426,466571580.79465324,-477945037.00606,0,0
1660,199581767.51807335,410290657.7043489,-320971529.8374716,-561784877.5192962,0,0
1670,-44866574.20028931,-392866173.6353226,-639403997.7557434,167613536.7876725,0,0
1680,-60935563.55760598,447459957.17456096,-68195347.33735591,686855944.2802585,0,0
1690,281820242.7593889,-310551368.2773262,604001461.6280679,349229703.94355106,0,0
1700,-305100805.47130185,290299409.9130268,537354249.6955571,-408267538.82603836,0,0
1710,445361514.2097992,-67906468.27276045,-223538172.1636575,-609306098.7733704,0,0
1720,-394456985.2899914,-32671968.06881042,-652064701.628257,63907698.45967741,0,0
1730,413698028.11078644,193741796.35211164,-158939484.44307148,665915446.9940891,0,0
1740,-230340488.57310924,-337083951.9484515,555733326.3288742,423910150.9047573,0,0
1750,208163640.59725362,379615539.18468785,595713572.0117486,-331184467.9184638,0,0
1760,61251964.19681826,-437399230.7771826,-121197983.43537447,-641461295.0794646,0,0
1770,-112899760.81561795,384908325.85298085,-649247562.6108396,-42547990.37411446,0,0
1780,310921098.2042582,-336776260.81954867,-247875668.5703585,631232357.370854,0,0
1790,-370479064.1452201,150086849.302102,497192956.4062915,490632904.33736,0,0
1800,432578413.15265983,-98338222.04355475,641130202.6868347,-248642018.31932327,0,0
1810,-394330208.3491687,-173127195.95288765,-16969446.956821546,-657851892.1339375,0,0
1820,359399497.2217024,197951440.7725734,-630409568.7046522,-148836761.19447482,0,0
1830,-225942829.81920075,-396167368.14443433,-333106218.9754975,582780916.5196891,0,0
1840,72448678.46533799,388628196.2212852,429173772.72047377,548428966.387854,0,0
1850,31373609.726499178,-450818175.5259161,673379320.5895302,-162405085.96880895,0,0
1860,-259607578.25911212,328651399.12067866,86290289.42553315,-658741201.2013212,0,0
1870,284988863.8340048,-310814552.26485753,-595689514.3534887,-251849683.96100095,0,0
1880,-439577297.5633309,97040842.85432702,-412506692.70922834,520848115.2432553,0,0
1890,395921329.78321415,4789111.441151075,352521247.19599617,596308820.2417873,0,0
1900,-425640307.07577574,-166295688.47255304,692426418.7599444,-74047909.35178156,0,0
1910,252858464.49821746,319943875.8475318,186052364.34806672,-644915568.8586202,0,0
1920,-233477868.4602915,-365223957.9267406,-545970275.7419,-348522824.5958875,0,0
1930,-31973376.449023418,440035491.45565623,-483789512.2973496,446156725.4966631,0,0
1940,85776129.83565465,-392206214.53209114,268196930.9444277,633239454.9237839,0,0
1950,-288223761.2168327,356366780.86065906,698343685.0535436,15019173.417221256,0,0
1960,358769087.69619495,-175558898.69267341,280202920.4976712,-617513019.8123585,0,0
1970,-425524263.7656189,126961004.88391244,-482833501.96625936,-436087214.47587526,0,0
1980,404590006.2143658,145975978.45402586,-544629802.8878313,359971703.2679197,0,0
1990,-372661870.1685222,-172862004.24268216,177353808.58577654,658150269.0870894,0,0
2000,251311818.05147702,380343871.93892574,691253135.8045263,103499832.98556949,0,0
2010,-99662849.58189923,-382466444.0877028,367054707.2381348,-577858693.5890832,0,0
2020,-1643465.5911798477,452217045.17691034,-408412220.10701674,-512275798.30221295,0,0
2030,236225105.30268675,-345182028.1381044,-592848475.7256166,264157600.4675651,0,0
2040,-263513447.01809102,329924820.35851693,81413731.14912018,669974247.2340896,0,0
2050,431881442.65135413,-125716978.51468086,671298366.6370167,190149827.2096491,0,0
2060,-395427539.21953493,23132326.711153336,445303294.717834,-527333261.5412303,0,0
2070,435754273.95727426,138118883.2847486,-325177458.4240351,-575444407.1161662,0,0
2080,-274126621.09714633,-301297743.73995507,-626628034.3039844,161155909.49184787,0,0
2090,257781786.33976158,349152787.54652673,-17866651.617793567,667729038.1819949,0,0
2100,2600264.4223197997,-440711677.27596515,638644784.1885037,273712180.8531448,0,0
2110,-58199283.477580674,397599667.34334534,513951784.6301391,-467285625.29727566,0,0
2120,264289876.1037034,-374424246.9066267,-235710612.28456926,-624592021.3254668,0,0
2130,-345314028.75485474,200143210.82976514,-644717868.3237658,53866064.139956295,0,0
2140,416576426.61361784,-155065371.84881413,-118359841.62270664,650637474.5659854,0,0
2150,-412988986.81655544,-118211632.26498352,593507474.5202403,352857567.5294861,0,0
2160,384170503.9157204,146904005.41765392,572224938.1742547,-398989912.1463422,0,0
2170,-275578836.9157286,-362889362.5713547,-142508642.56723073,-659294885.2974771,0,0
2180,126375359.93976325,374411364.05717826,-646578486.0989332,-54559335.73056198,0,0
2190,-28124871.07230436,-451649592.9035854,-217582488.20394027,618277584.9376836,0,0
2200,-211782724.0746741,360067095.6900279,536205307.0691222,426138230.0483318,0,0
2210,240773251.61095595,-347540646.5613893,619487885.4915843,-323640588.25763816,0,0
2220,-422308669.83899146,153809221.6469592,-47850433.81569805,-679587068.584381,0,0
2230,392977738.91418695,-50955338.52561471,-632425952.7449125,-160965800.15847537,0,0
2240,-443995695.5210818,-109333388.91367385,-312779614.0177245,570739104.7173293,0,0
2250,294043937.1088046,281235433.23272276,467238366.5173298,491965007.46193284,0,0
2260,-280964620.0553412,-331473680.57391363,655179131.1439879,-242377395.66742447,0,0
2270,26736191.925368823,439426013.3008458,46269008.02867894,-685823207.6412147,0,0
2280,30302659.642231785,-401061837.88705635,-603166464.4738982,-262439230.90308326,0,0
2290,-239223014.8449337,390870622.83713126,-401084139.25917673,508751028.4525552,0,0
2300,330179936.8113143,-223720340.0046422,387382418.14152277,548618386.1519588,0,0
2310,-405773490.6839365,182526266.1877616,678763823.1665131,-156331942.18606335,0,0
2320,419490115.8210255,89961223.90634999,138145756.28007457,-678551620.4827752,0,0
2330,-393869799.3935119,-120200152.67396115,-560243594.7805331,-356488719.3408016,0,0
2340,298638782.12277573,343880141.93901604,-479736633.1899243,433740126.3741233,0,0
2350,-152454928.2934126,-364502692.979399,297788395.7376062,594304373.7299231,0,0
2360,57801251.8499942,449117462.27339345,689711342.5325454,-66688465.915537134,0,0
2370,186395337.22510648,-373238085.9470639,226332242.06262094,-658414614.8120464,0,0
2380,-216872782.5015455,363579423.0870927,-505442074.01796055,-441142130.84995735,0,0
2390,410901964.60487485,-181194467.93114954,-546326502.1779605,347790507.696473,0,0
2400,-388583627.362705,78543426.58591056,200067504.93169105,627262235.3004485,0,0
2410,450328478.3666383,80063852.47825779,687500622.1721038,25248603.492872395,0,0
2420,-312515791.1481589,-259853630.6761172,309577972.5007194,-626082769.6657214,0,0
2430,302920708.5337636,312265541.7166507,-440694638.66396725,-514954642.7710073,0,0
2440,-55904940.59689426,-436185497.5207738,-599001200.6533868,253499912.99516073,0,0
2450,-2221182.299018383,402575221.65326524,96335953.16183348,645921731.3884821,0,0
2460,213131664.67334965,-405634859.38588154,671656278.3548503,117988791.41650218,0,0
2470,-313441049.8091819,246175693.75988838,386760232.3353239,-582223407.1156304,0,0
2480,393162274.250671,-209221517.13772026,-367926072.51721954,-576951044.5481664,0,0
2490,-424065008.8711257,-61354090.102633305,-636594633.5864823,153760237.52790004,0,0
2500,401712750.37882924,92876621.06334034,-10807953.704833768,649092316.2625082,0,0
2510,-320391799.9601262,-323399291.1827128,641817458.2485248,209802384.31213605,0,0
2520,177773366.41025242,352789264.7167179,456815757.0029997,-527500257.8272449,0,0
2530,-87255947.24315962,-444630900.8838025,-288950478.5799746,-626530767.3559097,0,0
2540,-160182321.16018006,384634459.11107534,-658649963.6047435,51512685.60670306,0,0
2550,191921861.0170976,-377965872.8174639,-118392632.05515239,636149562.2375724,0,0
2560,-397712394.9640529,207752705.8563647,597837989.4467338,298693998.75128335,0,0
2570,382266413.17625874,-105761273.3058427,518681661.5877133,-462600294.4181484,0,0
2580,-454724823.33621466,-50437018.166548915,-205422332.71260902,-663362352.313105,0,0
2590,329454423.8543124,237255378.7507683,-665344234.4557965,-50469007.19655339,0,0
2600,-323549974.184086,-291614161.8993045,-223265347.9057027,607172988.9586443,0,0
2610,84775643.55427471,431005879.6196714,539909923.7806386,382419271.99546385,0,0
2620,-25909392.68840576,-402131728.88573617,571252607.2278616,-388283501.68939996,0,0
2630,-186128758.18787894,418653202.6586921,-118832633.28134468,-687286659.0002108,0,0
2640,295179440.45503545,-267400096.5568092,-657347343.4942045,-149729907.72962976,0,0
2650,-378797609.1894285,235032378.53118145,-322337693.4529052,562993508.9980347,0,0
2660,426694073.6814879,32521250.63076724,468692924.42661273,458559722.9767083,0,0
2670,-407661152.27783674,-65062450.215655796,613361113.7466705,-305450791.58067733,0,0
2680,340743724.4256581,301536311.8615185,-30538103.487983763,-698240200.5712596,0,0
2690,-202206210.63355225,-339328771.91470903,-635656951.1188871,-244207001.07828802,0,0
2700,116360213.73638916,438208710.13112223,-412832965.59604,505130924.5981714,0,0
2710,133266974.97518149,-394203947.24360406,385421380.7807368,524662922.1566526,0,0
2720,-166035109.87353194,390632385.33285254,643788392.78669,-215223458.48387104,0,0
2730,382798893.19330865,-233367547.44115788,58188282.6532965,-696204040.337278,0,0
2740,-374056705.08844775,132475403.77741528,-601445015.3896723,-332232593.0443629,0,0
2750,457165343.9795458,20581176.520143278,-492480603.7797607,435634616.25882894,0,0
2760,-344779368.23053336,-213549592.38925332,291954714.2976439,578439174.1659573,0,0
2770,342758367.06212044,269611822.169037,661312908.3565365,-119024019.00346854,0,0
2780,-113219260.7100677,-423911600.6700315,146095479.22350046,-681180240.5657144,0,0
2790,53953134.356165774,399732711.58684564,-555938151.7516408,-412488146.35020816,0,0
2800,158331184.1982603,-429869471.19350195,-559620495.465212,356868481.8367242,0,0
2810,-275484623.45316565,287290327.7991724,190740585.55456135,617984911.7743196,0,0
2820,362742090.3017474,-259844051.35859674,664801463.8286635,-18643217.373386934,0,0
2830,-427366612.3947712,-3594812.009637423,231889797.16004914,-653196355.4802144,0,0
2840,411685768.71063066,36888930.29931821,-500340420.7905753,-483930910.8823189,0,0
2850,-359606490.0358678,-278386738.9718262,-613209466.3356993,271291663.2110106,0,0
2860,225633335.19754878,324187483.72152567,84679397.07683218,641985486.1051736,0,0
2870,-144986855.95133844,-429878157.7873945,653341268.3008056,83727148.6539514,0,0
2880,-105775949.50381435,401902812.17867464,314175698.03056365,-612337901.3148893,0,0
2890,139331417.38454193,-401519316.75203896,-435797552.6114943,-545712183.6702602,0,0
2900,-366228002.7320425,257926743.82447413,-652749070.3001325,181277814.22396544,0,0
2910,363994355.6580429,-158554838.79296213,-23092359.511227973,649846907.298556,0,0
2920,-457639148.59498215,9374392.714416653,626400335.5200634,185518079.72601894,0,0
2930,358417845.9890099,188850545.2444585,391410889.5122738,-558807995.260144,0,0
2940,-360458280.93616605,-246356869.3332196,-363396695.3489377,-597100681.8323172,0,0
2950,141108629.32127,414935693.91087186,-678167822.6422138,88995835.62733272,0,0
2960,-81774592.83340888,-395388944.6817025,-129455116.24108747,641722967.5056915,0,0
2970,-129859281.40052454,439235300.36501306,583989359.3329962,283881474.4802846,0,0
2980,254453125.5280759,-305749631.4691031,461886342.1533639,-493011328.0324127,0,0
2990,-345065790.8417901,283546188.0224337,-284194279.11224484,-637419851.1322993,0,0
3000,426080883.5896473,-25292635.26957605,-689691190.4037971,-3645043.1722002625,0,0
3010,-413766455.2694018,-8488979.01872626,-231539437.8817349,618435367.128723,0,0
3020,376898518.48395336,254051727.46391326,526786233.2075037,375865055.24959266,0,0
3030,-247939544.1738817,-307439920.8694452,523743319.6349761,-415655406.9052495,0,0
3040,173010781.44115552,419674853.8263396,-199264777.06611758,-666004961.8017365,0,0
3050,77838659.10517544,-407696064.15153456,-687724209.810833,-94996367.22473264,0,0
3060,-111933383.48641133,410575252.13618135,-326893386.830002,581315270.4700738,0,0
3070,348073591.29794323,-281322683.4338945,456182648.01149005,458643312.7025939,0,0
3080,-352128259.53143746,183871734.78031504,575038922.2320983,-327855281.99797595,0,0
3090,456143885.5177974,-39299981.76231076,-109763539.72486624,-682184511.944744,0,0
3100,-370305127.8510607,-163277329.09174567,-672760922.4597232,-183633779.64806348,0,0
3110,376568939.48393613,221953265.3206495,-413562904.5164782,532011391.9164705,0,0
3120,-168319036.20017573,-404119646.93250644,374226762.903872,529760379.18665045,0,0
3130,109239451.74376658,389120561.58429444,613866594.286604,-231219828.45967105,0,0
3140,100836317.03670216,-446710353.08256376,-16996460.10340584,-685290126.4594275,0,0
3150,-232188020.27010918,322688194.7869035,-645326082.275819,-268298429.87036952,0,0
3160,325845945.5641726,-306033376.1388183,-490090429.3327635,472308125.5789714,0,0
3170,-422844123.50897384,54008623.2770215,283464784.9962656,587329987.2091289,0,0
3180,413892240.0422837,-20003487.39918968,638526685.002184,-127891306.19663164,0,0
3190,-392545077.4690521,-228637613.98282626,77512539.0457184,-674698811.5483359,0,0
3200,269015139.0970799,289168489.7174535,-605949184.5301799,-347829549.11006606,0,0
3210,-200309545.77275243,-407642590.08423024,-555454233.424695,403983132.9560651,0,0
3220,-49586678.846485704,411557639.96768016,186715573.54506478,630147621.9485797,0,0
3230,83966750.15897632,-417757229.4128058,647725183.8821547,-20510487.01024405,0,0
3240,-328416531.38098204,303452870.541366,171968289.6192373,-649909844.4509796,0,0
3250,338516107.34347653,-208302007.50473765,-555168374.4403532,-421098233.09072345,0,0
3260,-452685751.4834698,69066017.63534495,-608976216.249474,328716563.74593496,0,0
3270,380384855.93261,136953288.6695782,86830933.67025995,657697351.9305172,0,0
3280,-391016751.00151175,-196510112.35172832,640761408.6767516,87908129.82141106,0,0
3290,194728780.1818012,391513225.759559,264281083.5036887,-610654387.008583,0,0
3300,-136215173.64899474,-380956944.62837404,-493561025.79417425,-486950425.0012749,0,0
3310,-71387952.7699351,452262495.8628001,-650222348.5952477,248050579.4687995,0,0
3320,208798430.0382647,-338023593.4340403,-13507947.929100633,670067178.740556,0,0
3330,-305166602.7590935,327205599.81033665,617656949.9276695,194182533.48507756,0,0
3340,417672526.2563135,-82421414.17448221,352090996.9490683,-557028157.0800476,0,0
3350,-412061360.6873142,48454186.21653839,-421797467.59349513,-544166400.199265,0,0
3360,406478610.09811515,202255455.70735478,-678912720.694914,163390410.95146453,0,0
3370,-288756459.37942696,-269463077.09805137,-111926373.97749299,667807909.8031336,0,0
3380,226763885.53113788,393833144.50607324,579186934.2539529,295214556.2977527,0,0
3390,21153129.88879084,-413470539.70201683,432855017.33709586,-489626639.99311,0,0
3400,-55559818.93559976,423030923.9275743,-340713370.5944904,-591444441.610554,0,0
3410,307344349.4558881,-324220382.0491605,-694851127.4127015,76035840.85652539,0,0
3420,-323224096.5787269,231725936.42311913,-206416753.73803416,651775476.8402495,0,0
