dag,m1x,m1y,m2x,m2y,Mx,My
2895000,-1.5235999706244082e+16,4288259011888954.0,2702356698885860.0,-5095989152523605.0,735583873513.1035,131104588962.24048
2896000,-1.5241262571318082e+16,4289740275237954.0,2703290154486360.0,-5097749423627605.0,735837961127.1172,131149875479.92542
2897000,-1.5246525436392082e+16,4291221538586954.0,2704223610086860.0,-5099509694731605.0,736092048741.1309,131195161997.61035
2898000,-1.5251788301466082e+16,4292702801935954.0,2705157065687360.0,-5101269965835605.0,736346136355.1445,131240448515.29529
2899000,-1.5257051166540082e+16,4294184065284954.0,2706090521287860.0,-5103030236939605.0,736600223969.1582,131285735032.98022
2900000,-1.5262314031614082e+16,4295665328633954.0,2707023976888360.0,-5104790508043605.0,736854311583.1719,131331021550.66516
2901000,-1.5267576896688082e+16,4297146591982954.0,2707957432488860.0,-5106550779147605.0,737108399197.1855,131376308068.3501
2902000,-1.5272839761762082e+16,4298627855331954.0,2708890888089360.0,-5108311050251605.0,737362486811.1992,131421594586.03503
2903000,-1.5278102626836082e+16,4300109118680954.0,2709824343689860.0,-5110071321355605.0,737616574425.2129,131466881103.71997
2904000,-1.5283365491910082e+16,4301590382029954.0,2710757799290360.0,-5111831592459605.0,737870662039.2266,131512167621.4049
2905000,-1.5288628356984082e+16,4303071645378954.0,2711691254890860.0,-5113591863563605.0,738124749653.2402,131557454139.08984
2906000,-1.5293891222058082e+16,4304552908727954.0,2712624710491360.0,-5115352134667605.0,738378837267.2539,131602740656.77478
2907000,-1.5299154087132082e+16,4306034172076954.0,2713558166091563.5,-5117112405771605.0,738632924881.2676,131648027174.45972
2908000,-1.5304416952206082e+16,4307515435425954.0,2714491621691563.5,-5118872676875605.0,738887012495.2812,131693313692.13896
2909000,-1.5309679817280082e+16,4308996698774954.0,2715425077291563.5,-5120632947979605.0,739141100109.2949,131738600209.80864
2910000,-1.5314942682354082e+16,4310477962123954.0,2716358532891563.5,-5122393219083605.0,739395187723.3086,131783886727.47832
2911000,-1.5320205547428082e+16,4311959225472954.0,2717291988491563.5,-5124153490187605.0,739649275337.3223,131829173245.148
2912000,-1.5325468412502082e+16,4313440488821954.0,2718225444091563.5,-5125913761291605.0,739903362951.3359,131874459762.81767
2913000,-1.5330731277576082e+16,4314921752170954.0,2719158899691563.5,-5127674032395605.0,740157450565.3496,131919746280.48735
2914000,-1.5335994142650082e+16,4316403015519954.0,2720092355291563.5,-5129434303499605.0,740411538179.3633,131965032798.15703
2915000,-1.5341257007724082e+16,4317884278868954.0,2721025810891563.5,-5131194574603605.0,740665625793.377,132010319315.8267
2916000,-1.5346519872798082e+16,4319365542217954.0,2721959266491563.5,-5132954845707605.0,740919713407.3906,132055605833.49638
2917000,-1.5351782737872082e+16,4320846805566954.0,2722892722091563.5,-5134715116811605.0,741173801021.4043,132100892351.16606
2918000,-1.5357045602946082e+16,4322328068915954.0,2723826177691563.5,-5136475387915605.0,741427888635.418,132146178868.83574
2919000,-1.5362308468020082e+16,4323809332264954.0,2724759633291563.5,-5138235659018680.0,741681976249.4316,132191465386.50542
2920000,-1.5367571333094082e+16,4325290595613954.0,2725693088891563.5,-5139995930121680.0,741936063863.4453,132236751904.1751
2921000,-1.5372834198168082e+16,4326771858962954.0,2726626544491563.5,-5141756201224680.0,742190151477.459,132282038421.84477
2922000,-1.5378097063242082e+16,4328253122311954.0,2727560000091563.5,-5143516472327680.0,742444239091.4727,132327324939.51445
2923000,-1.5383359928316082e+16,4329734385660954.0,2728493455691563.5,-5145276743430680.0,742698326705.4863,132372611457.18413
2924000,-1.5388622793390082e+16,4331215649009954.0,2729426911291563.5,-5147037014533680.0,742952414319.5,132417897974.8538
2925000,-1.5393885658464082e+16,4332696912358954.0,2730360366891563.5,-5148797285636680.0,743206501933.5137,132463184492.52348
2926000,-1.5399148523538082e+16,4334178175707954.0,2731293822491563.5,-5150557556739680.0,743460589547.5273,132508471010.19316
2927000,-1.5404411388612082e+16,4335659439056954.0,2732227278091563.5,-5152317827842680.0,743714677161.541,132553757527.86284
2928000,-1.5409674253686082e+16,4337140702405954.0,2733160733691563.5,-5154078098945680.0,743968764775.5547,132599044045.53252
2929000,-1.5414937118760082e+16,4338621965754954.0,2734094189291563.5,-5155838370048680.0,744222852389.5684,132644330563.2022
2930000,-1.5420199983834082e+16,4340103229103954.0,2735027644891563.5,-5157598641151680.0,744476940003.582,132689617080.87187
2931000,-1.5425462848908082e+16,4341584492452954.0,2735961100491563.5,-5159358912254680.0,744731027617.5957,132734903598.54155
2932000,-1.5430725713982082e+16,4343065755801954.0,2736894556091563.5,-5161119183357680.0,744985115231.6094,132780190116.21123
2933000,-1.5435988579056082e+16,4344547019150954.0,2737828011691563.5,-5162879454460680.0,745239202845.623,132825476633.8809
2934000,-1.5441251444130082e+16,4346028282499954.0,2738761467291563.5,-5164639725563680.0,745493290459.6367,132870763151.55058
2935000,-1.5446514309204082e+16,4347509545848954.0,2739694922891563.5,-5166399996666680.0,745747378073.6504,132916049669.20615
2936000,-1.5451777174278082e+16,4348990809197954.0,2740628378491563.5,-5168160267769680.0,746001465687.6641,132961336186.86057
2937000,-1.5457040039352082e+16,4350472072546954.0,2741561834091563.5,-5169920538872680.0,746255553301.6777,133006622704.51498
2938000,-1.5462302904426082e+16,4351953335895954.0,2742495289691563.5,-5171680809975680.0,746509640915.6914,133051909222.1694
2939000,-1.5467565769500082e+16,4353434599244954.0,2743428745291563.5,-5173441081078680.0,746763728529.7051,133097195739.82382
2940000,-1.5472828634574082e+16,4354915862593954.0,2744362200891563.5,-5175201352181680.0,747017816143.7188,133142482257.47824
2941000,-1.5478091499648082e+16,4356397125942954.0,2745295656491563.5,-5176961623284680.0,747271903757.7324,133187768775.13266
2942000,-1.5483354364722082e+16,4357878389291954.0,2746229112091563.5,-5178721894387680.0,747525991371.7461,133233055292.78708
2943000,-1.5488617229796082e+16,4359359652640954.0,2747162567691563.5,-5180482165490680.0,747780078985.7598,133278341810.4415
2944000,-1.5493880094870082e+16,4360840915989954.0,2748096023291563.5,-5182242436593680.0,748034166599.7734,133323628328.09592
2945000,-1.5499142959944082e+16,4362322179338954.0,2749029478891442.5,-5184002707696680.0,748288254213.7871,133368914845.75034
2946000,-1.5504405825018082e+16,4363803442687954.0,2749962934490942.5,-5185762978799680.0,748542341827.8008,133414201363.40475
2947000,-1.5509668690092082e+16,4365284706036954.0,2750896390090442.5,-5187523249902680.0,748796429441.8145,133459487881.05917
2948000,-1.5514931555166082e+16,4366765969385954.0,2751829845689942.5,-5189283521005680.0,749050517055.8281,133504774398.7136
2949000,-1.5520194420240082e+16,4368247232734954.0,2752763301289442.5,-5191043792108680.0,749304604669.8418,133550060916.36801
2950000,-1.5525457285314082e+16,4369728496083954.0,2753696756888942.5,-5192804063211680.0,749558692283.8555,133595347434.02243
2951000,-1.5530720150388082e+16,4371209759432954.0,2754630212488442.5,-5194564334314680.0,749812779897.8691,133640633951.67685
2952000,-1.5535983015462082e+16,4372691022781954.0,2755563668087942.5,-5196324605417680.0,750066867511.8828,133685920469.33127
2953000,-1.5541245880536082e+16,4374172286130954.0,2756497123687442.5,-5198084876520680.0,750320955125.8965,133731206986.98569
2954000,-1.5546508745610082e+16,4375653549479954.0,2757430579286942.5,-5199845147623680.0,750575042739.9102,133776493504.6401
2955000,-1.5551771610684082e+16,4377134812828954.0,2758364034886442.5,-5201605418726680.0,750829130353.9238,133821780022.29453
2956000,-1.5557034475758082e+16,4378616076177954.0,2759297490485942.5,-5203365689829680.0,751083217967.9375,133867066539.94894
2957000,-1.5562297340832082e+16,4380097339526954.0,2760230946085442.5,-5205125960932680.0,751337305581.9512,133912353057.60336
2958000,-1.5567560205906082e+16,4381578602875954.0,2761164401684942.5,-5206886232035680.0,751591393195.9648,133957639575.25778
2959000,-1.5572823070980082e+16,4383059866224954.0,2762097857284442.5,-5208646503138680.0,751845480809.9785,134002926092.9122
2960000,-1.5578085936054082e+16,4384541129573954.0,2763031312883942.5,-5210406774240769.0,752099568423.9922,134048212610.56662
2961000,-1.5583348801128082e+16,4386022392922954.0,2763964768483442.5,-5212167045342769.0,752353656038.0059,134093499128.22104
2962000,-1.5588611666202082e+16,4387503656271954.0,2764898224082942.5,-5213927316444769.0,752607743652.0195,134138785645.86034
2963000,-1.5593874531276082e+16,4388984919620954.0,2765831679682442.5,-5215687587546769.0,752861831266.0332,134184072163.4995
2964000,-1.5599137396350082e+16,4390466182969954.0,2766765135281942.5,-5217447858648769.0,753115918880.0469,134229358681.13866
2965000,-1.5604400261424082e+16,4391947446318954.0,2767698590881442.5,-5219208129750769.0,753370006494.0605,134274645198.77782
2966000,-1.5609663126498082e+16,4393428709667954.0,2768632046480942.5,-5220968400852769.0,753624094108.0742,134319931716.41698
2967000,-1.5614925991572082e+16,4394909973016954.0,2769565502080442.5,-5222728671954769.0,753878181722.0879,134365218234.05614
2968000,-1.5620188856646082e+16,4396391236365954.0,2770498957679942.5,-5224488943056769.0,754132269336.1016,134410504751.6953
2969000,-1.5625451721720082e+16,4397872499714954.0,2771432413279442.5,-5226249214158769.0,754386356950.1152,134455791269.33446
2970000,-1.5630714586794082e+16,4399353763063954.0,2772365868878942.5,-5228009485260769.0,754640444564.1289,134501077786.97362
2971000,-1.5635977451868082e+16,4400835026412954.0,2773299324478442.5,-5229769756362769.0,754894532178.1426,134546364304.61278
2972000,-1.5641240316942082e+16,4402316289761954.0,2774232780077942.5,-5231530027464769.0,755148619792.1562,134591650822.25194
2973000,-1.5646503182016082e+16,4403797553110954.0,2775166235677442.5,-5233290298566769.0,755402707406.1699,134636937339.8911
2974000,-1.5651766047090082e+16,4405278816459954.0,2776099691276942.5,-5235050569668769.0,755656795020.1836,134682223857.53026
2975000,-1.5657028912164082e+16,4406760079808954.0,2777033146876442.5,-5236810840770769.0,755910882634.1973,134727510375.16942
2976000,-1.5662291777238082e+16,4408241343157954.0,2777966602475942.5,-5238571111872769.0,756164970248.2109,134772796892.80858
2977000,-1.5667554642312082e+16,4409722606506954.0,2778900058075442.5,-5240331382974769.0,756419057862.2246,134818083410.44774
2978000,-1.5672817507386082e+16,4411203869855954.0,2779833513674942.5,-5242091654076769.0,756673145476.2383,134863369928.0869
2979000,-1.5678080372460082e+16,4412685133204954.0,2780766969274442.5,-5243851925178769.0,756927233090.252,134908656445.72606
2980000,-1.5683343237534082e+16,4414166396553954.0,2781700424873942.5,-5245612196280769.0,757181320704.2656,134953942963.36522
2981000,-1.5688606102608082e+16,4415647659902954.0,2782633880473442.5,-5247372467382769.0,757435408318.2793,134999229481.00438
2982000,-1.5693868967682082e+16,4417128923251954.0,2783567336072942.5,-5249132738484769.0,757689495932.293,135044515998.64354
2983000,-1.5699131832756082e+16,4418610186600954.0,2784500791672442.5,-5250893009586769.0,757943583546.3066,135089802516.2827
2984000,-1.5704394697830082e+16,4420091449949954.0,2785434247271942.5,-5252653280688769.0,758197671160.3203,135135089033.92186
2985000,-1.5709657562904082e+16,4421572713298954.0,2786367702871007.0,-5254413551790769.0,758451758774.334,135180375551.56102
2986000,-1.5714920427978082e+16,4423053976647954.0,2787301158470007.0,-5256173822892769.0,758705846388.3477,135225662069.20018
2987000,-1.5720183293052082e+16,4424535239996954.0,2788234614069007.0,-5257934093994769.0,758959934002.3613,135270948586.83934
2988000,-1.5725446158126082e+16,4426016503345954.0,2789168069668007.0,-5259694365096769.0,759214021616.375,135316235104.4785
2989000,-1.5730709023200082e+16,4427497766694954.0,2790101525267007.0,-5261454636198769.0,759468109230.3887,135361521622.10957
2990000,-1.5735971888274082e+16,4428979030043954.0,2791034980866007.0,-5263214907300769.0,759722196844.4023,135406808139.73347
2991000,-1.5741234753348082e+16,4430460293392954.0,2791968436465007.0,-5264975178402769.0,759976284458.416,135452094657.35738
2992000,-1.5746497618422082e+16,4431941556741954.0,2792901892064007.0,-5266735449504769.0,760230372072.4297,135497381174.98128
2993000,-1.5751760483496082e+16,4433422820090954.0,2793835347663007.0,-5268495720606769.0,760484459686.4434,135542667692.60518
2994000,-1.5757023348570082e+16,4434904083439954.0,2794768803262007.0,-5270255991708769.0,760738547300.457,135587954210.22908
2995000,-1.5762286213644082e+16,4436385346788954.0,2795702258861007.0,-5272016262810769.0,760992634914.4707,135633240727.85298
2996000,-1.5767549078718082e+16,4437866610137954.0,2796635714460007.0,-5273776533912769.0,761246722528.4844,135678527245.47688
2997000,-1.5772811943792082e+16,4439347873486954.0,2797569170059007.0,-5275536805014769.0,761500810142.498,135723813763.10078
2998000,-1.5778074808866082e+16,4440829136835954.0,2798502625658007.0,-5277297076116769.0,761754897756.5117,135769100280.72469
2999000,-1.5783337673940082e+16,4442310400184954.0,2799436081257007.0,-5279057347218769.0,762008985370.5254,135814386798.34859
3000000,-1.5788600539014082e+16,4443791663533954.0,2800369536856007.0,-5280817618320769.0,762263072984.5391,135859673315.97249
3001000,-1.5793863404088082e+16,4445272926882954.0,2801302992455007.0,-5282577889422769.0,762517160598.5527,135904959833.59639
3002000,-1.5799126269162082e+16,4446754190231954.0,2802236448054007.0,-5284338160524067.0,762771248212.5664,135950246351.22029
3003000,-1.5804389134236082e+16,4448235453580954.0,2803169903653007.0,-5286098431625067.0,763025335826.5801,135995532868.8442
3004000,-1.5809651999310082e+16,4449716716929954.0,2804103359252007.0,-5287858702726067.0,763279423440.5938,136040819386.4681
3005000,-1.5814914864384082e+16,4451197980278954.0,2805036814851007.0,-5289618973827067.0,763533511054.6074,136086105904.092
3006000,-1.5820177729458082e+16,4452679243627954.0,2805970270450007.0,-5291379244928067.0,763787598668.6211,136131392421.7159
3007000,-1.5825440594532082e+16,4454160506976954.0,2806903726049007.0,-5293139516029067.0,764041686282.6348,136176678939.3398
3008000,-1.5830703459606082e+16,4455641770325954.0,2807837181648007.0,-5294899787130067.0,764295773896.6484,136221965456.9637
3009000,-1.5835966324680082e+16,4457123033674954.0,2808770637247007.0,-5296660058231067.0,764549861510.6621,136267251974.5876
3010000,-1.5841229189754082e+16,4458604297023954.0,2809704092846007.0,-5298420329332067.0,764803949124.6758,136312538492.2115
3011000,-1.5846492054828082e+16,4460085560372954.0,2810637548445007.0,-5300180600433067.0,765058036738.6895,136357825009.8354
3012000,-1.5851754919902082e+16,4461566823721954.0,2811571004044007.0,-5301940871534067.0,765312124352.7031,136403111527.4593
3013000,-1.5857017784976082e+16,4463048087070954.0,2812504459643007.0,-5303701142635067.0,765566211966.7168,136448398045.0832
3014000,-1.5862280650050082e+16,4464529350419954.0,2813437915242007.0,-5305461413736067.0,765820299580.7305,136493684562.7071
3015000,-1.5867543515124082e+16,4466010613768954.0,2814371370841007.0,-5307221684837067.0,766074387194.7441,136538971080.33101
3016000,-1.5872806380198082e+16,4467491877117954.0,2815304826440007.0,-5308981955938067.0,766328474808.7578,136584257597.95491
3017000,-1.5878069245272082e+16,4468973140466954.0,2816238282039007.0,-5310742227039067.0,766582562422.7715,136629544115.57028
3018000,-1.5883332110346082e+16,4470454403815954.0,2817171737638007.0,-5312502498140067.0,766836650036.7852,136674830633.17892
3019000,-1.5888594975420082e+16,4471935667164954.0,2818105193237007.0,-5314262769241067.0,767090737650.7988,136720117150.78757
3020000,-1.5893857840494082e+16,4473416930513954.0,2819038648836007.0,-5316023040342067.0,767344825264.8125,136765403668.39621
3021000,-1.5899120705568082e+16,4474898193862954.0,2819972104435007.0,-5317783311443067.0,767598912878.8262,136810690186.00485
3022000,-1.5904383570642082e+16,4476379457211954.0,2820905560034007.0,-5319543582544067.0,767853000492.8398,136855976703.6135
3023000,-1.5909646435716082e+16,4477860720560954.0,2821839015633007.0,-5321303853645067.0,768107088106.8535,136901263221.22214
3024000,-1.5914909300790082e+16,4479341983909954.0,2822772471232007.0,-5323064124746067.0,768361175720.8672,136946549738.83078
3025000,-1.5920172165864082e+16,4480823247258954.0,2823705926830789.0,-5324824395847067.0,768615263334.8809,136991836256.43942
3026000,-1.5925435030938082e+16,4482304510607954.0,2824639382429289.0,-5326584666948067.0,768869350948.8945,137037122774.04807
3027000,-1.5930697896012082e+16,4483785773956954.0,2825572838027789.0,-5328344938049067.0,769123438562.9082,137082409291.65671
3028000,-1.5935960761086082e+16,4485267037305954.0,2826506293626289.0,-5330105209150067.0,769377526176.9219,137127695809.26535
3029000,-1.5941223626160082e+16,4486748300654954.0,2827439749224789.0,-5331865480251067.0,769631613790.9355,137172982326.874
3030000,-1.5946486491234082e+16,4488229564003954.0,2828373204823289.0,-5333625751352067.0,769885701404.9492,137218268844.48264
3031000,-1.5951749356308082e+16,4489710827352954.0,2829306660421789.0,-5335386022453067.0,770139789018.9629,137263555362.09128
3032000,-1.5957012221382082e+16,4491192090701954.0,2830240116020289.0,-5337146293554067.0,770393876632.9766,137308841879.69992
3033000,-1.5962275086456082e+16,4492673354050954.0,2831173571618789.0,-5338906564655067.0,770647964246.9902,137354128397.30856
3034000,-1.5967537951530082e+16,4494154617399954.0,2832107027217289.0,-5340666835756067.0,770902051861.0039,137399414914.9172
3035000,-1.5972800816604082e+16,4495635880748954.0,2833040482815789.0,-5342427106857067.0,771156139475.0176,137444701432.52585
3036000,-1.5978063681678082e+16,4497117144097954.0,2833973938414289.0,-5344187377958067.0,771410227089.0312,137489987950.1345
3037000,-1.5983326546752082e+16,4498598407446954.0,2834907394012789.0,-5345947649059067.0,771664314703.0449,137535274467.74313
3038000,-1.5988589411826082e+16,4500079670795954.0,2835840849611289.0,-5347707920160067.0,771918402317.0586,137580560985.35178
3039000,-1.5993852276900082e+16,4501560934144954.0,2836774305209789.0,-5349468191261067.0,772172489931.0723,137625847502.96042
3040000,-1.5999115141974082e+16,4503042197493954.0,2837707760808289.0,-5351228462362067.0,772426577545.0859,137671134020.56906
3041000,-1.6004378007048082e+16,4504523460842954.0,2838641216406789.0,-5352988733463067.0,772680665159.0996,137716420538.1777
3042000,-1.6009640872122082e+16,4506004724191954.0,2839574672005289.0,-5354749004564067.0,772934752773.1133,137761707055.78635
3043000,-1.6014903737196082e+16,4507485987540954.0,2840508127603789.0,-5356509275665067.0,773188840387.127,137806993573.395
3044000,-1.6020166602270082e+16,4508967250889954.0,2841441583202289.0,-5358269546766067.0,773442928001.1406,137852280091.00363
3045000,-1.6025429467344082e+16,4510448514238954.0,2842375038800789.0,-5360029817866790.0,773697015615.1543,137897566608.61227
3046000,-1.6030692332418082e+16,4511929777587954.0,2843308494399289.0,-5361790088966790.0,773951103229.168,137942853126.22092
3047000,-1.6035955197492082e+16,4513411040936954.0,2844241949997789.0,-5363550360066790.0,774205190843.1816,137988139643.82956
3048000,-1.6041218062566082e+16,4514892304285954.0,2845175405596289.0,-5365310631166790.0,774459278457.1953,138033426161.4382
3049000,-1.6046480927640082e+16,4516373567634954.0,2846108861194789.0,-5367070902266790.0,774713366071.209,138078712679.04684
3050000,-1.6051743792714082e+16,4517854830983954.0,2847042316793289.0,-5368831173366790.0,774967453685.2227,138123999196.6555
3051000,-1.6057006657788082e+16,4519336094332954.0,2847975772391789.0,-5370591444466790.0,775221541299.2363,138169285714.26413
3052000,-1.6062269522862082e+16,4520817357681954.0,2848909227990289.0,-5372351715566790.0,775475628913.25,138214572231.87277
3053000,-1.6067532387936082e+16,4522298621030954.0,2849842683588789.0,-5374111986666790.0,775729716527.2637,138259858749.4814
3054000,-1.6072795253010082e+16,4523779884379954.0,2850776139187289.0,-5375872257766790.0,775983804141.2773,138305145267.09006
3055000,-1.6078058118084082e+16,4525261147728954.0,2851709594785789.0,-5377632528866790.0,776237891755.291,138350431784.6987
3056000,-1.6083320983158082e+16,4526742411077954.0,2852643050384289.0,-5379392799966790.0,776491979369.3047,138395718302.30734
3057000,-1.6088583848232082e+16,4528223674426954.0,2853576505982789.0,-5381153071066790.0,776746066983.3184,138441004819.916
3058000,-1.6093846713306082e+16,4529704937775954.0,2854509961581289.0,-5382913342166790.0,777000154597.332,138486291337.52463
3059000,-1.6099109578380082e+16,4531186201124954.0,2855443417179789.0,-5384673613266790.0,777254242211.3457,138531577855.13327
3060000,-1.6104372443454082e+16,4532667464473954.0,2856376872778289.0,-5386433884366790.0,777508329825.3594,138576864372.7236
3061000,-1.6109635308528082e+16,4534148727822954.0,2857310328376789.0,-5388194155466790.0,777762417439.373,138622150890.30173
3062000,-1.6114898173602082e+16,4535629991171954.0,2858243783975289.0,-5389954426566790.0,778016505053.3867,138667437407.87985
3063000,-1.6120161038676082e+16,4537111254520954.0,2859177239573789.0,-5391714697666790.0,778270592667.4004,138712723925.45798
3064000,-1.6125423903750082e+16,4538592517869954.0,2860110695172289.0,-5393474968766790.0,778524680281.4141,138758010443.0361
3065000,-1.6130686768824082e+16,4540073781218954.0,2861044150770789.0,-5395235239866790.0,778778767895.4277,138803296960.61423
3066000,-1.6135949633898082e+16,4541555044567954.0,2861977606369289.0,-5396995510966790.0,779032855509.4414,138848583478.19235
3067000,-1.6141212498972082e+16,4543036307916954.0,2862911061967343.5,-5398755782066790.0,779286943123.4551,138893869995.77048
3068000,-1.6146475364046082e+16,4544517571265954.0,2863844517565343.5,-5400516053166790.0,779541030737.4688,138939156513.3486
3069000,-1.6151738229120082e+16,4545998834614954.0,2864777973163343.5,-5402276324266790.0,779795118351.4824,138984443030.92673
3070000,-1.6157001094194082e+16,4547480097963954.0,2865711428761343.5,-5404036595366790.0,780049205965.4961,139029729548.50485
3071000,-1.6162263959268082e+16,4548961361312954.0,2866644884359343.5,-5405796866466790.0,780303293579.5098,139075016066.08298
3072000,-1.6167526824342082e+16,4550442624661954.0,2867578339957343.5,-5407557137566790.0,780557381193.5234,139120302583.6611
3073000,-1.6172789689416082e+16,4551923888010954.0,2868511795555343.5,-5409317408666790.0,780811468807.5371,139165589101.23923
3074000,-1.6178052554490082e+16,4553405151359954.0,2869445251153343.5,-5411077679766790.0,781065556421.5508,139210875618.81735
3075000,-1.6183315419564082e+16,4554886414708954.0,2870378706751343.5,-5412837950866790.0,781319644035.5645,139256162136.39548
3076000,-1.6188578284638082e+16,4556367678057954.0,2871312162349343.5,-5414598221966790.0,781573731649.5781,139301448653.9736
3077000,-1.6193841149712082e+16,4557848941406954.0,2872245617947343.5,-5416358493066790.0,781827819263.5918,139346735171.55173
3078000,-1.6199104014786082e+16,4559330204755954.0,2873179073545343.5,-5418118764166790.0,782081906877.6055,139392021689.12985
3079000,-1.6204366879860082e+16,4560811468104954.0,2874112529143343.5,-5419879035266790.0,782335994491.6191,139437308206.70798
3080000,-1.6209629744934082e+16,4562292731453954.0,2875045984741343.5,-5421639306366790.0,782590082105.6328,139482594724.2861
3081000,-1.6214892610008082e+16,4563773994802954.0,2875979440339343.5,-5423399577466790.0,782844169719.6465,139527881241.86423
3082000,-1.6220155475082082e+16,4565255258151954.0,2876912895937343.5,-5425159848566790.0,783098257333.6602,139573167759.44235
3083000,-1.6225418340156082e+16,4566736521500954.0,2877846351535343.5,-5426920119666790.0,783352344947.6738,139618454277.02048
3084000,-1.6230681205230082e+16,4568217784849954.0,2878779807133343.5,-5428680390766790.0,783606432561.6875,139663740794.5986
3085000,-1.6235944070304082e+16,4569699048198954.0,2879713262731343.5,-5430440661866790.0,783860520175.7012,139709027312.17673
3086000,-1.6241206935378082e+16,4571180311547954.0,2880646718329343.5,-5432200932966790.0,784114607789.7148,139754313829.75485
3087000,-1.6246469800452082e+16,4572661574896954.0,2881580173927343.5,-5433961204066790.0,784368695403.7285,139799600347.33298
3088000,-1.6251732665526082e+16,4574142838245954.0,2882513629525343.5,-5435721475166790.0,784622783017.7422,139844886864.9111
3089000,-1.6256995530600082e+16,4575624101594954.0,2883447085123343.5,-5437481746266790.0,784876870631.7559,139890173382.48923
3090000,-1.6262258395674082e+16,4577105364943954.0,2884380540721343.5,-5439242017366208.0,785130958245.7695,139935459900.06735
3091000,-1.6267521260748082e+16,4578586628292954.0,2885313996319343.5,-5441002288465208.0,785385045859.7832,139980746417.64548
3092000,-1.6272784125822082e+16,4580067891641954.0,2886247451917343.5,-5442762559564208.0,785639133473.7969,140026032935.2236
3093000,-1.6278046990896082e+16,4581549154990954.0,2887180907515343.5,-5444522830663208.0,785893221087.8105,140071319452.80173
3094000,-1.6283309855970082e+16,4583030418339954.0,2888114363113343.5,-5446283101762208.0,786147308701.8242,140116605970.37985
3095000,-1.6288572721044082e+16,4584511681688954.0,2889047818711343.5,-5448043372861208.0,786401396315.8379,140161892487.95798
3096000,-1.6293835586118082e+16,4585992945037954.0,2889981274309343.5,-5449803643960208.0,786655483929.8516,140207179005.5361
3097000,-1.6299098451192082e+16,4587474208386954.0,2890914729907343.5,-5451563915059208.0,786909571543.8652,140252465523.11423
3098000,-1.6304361316266082e+16,4588955471735954.0,2891848185505343.5,-5453324186158208.0,787163659157.8789,140297752040.69235
3099000,-1.6309624181340082e+16,4590436735084954.0,2892781641103343.5,-5455084457257208.0,787417746771.8926,140343038558.27048
3100000,-1.6314887046414082e+16,4591917998433954.0,2893715096701343.5,-5456844728356208.0,787671834385.9062,140388325075.8486
3101000,-1.6320149911488082e+16,4593399261782954.0,2894648552299343.5,-5458604999455208.0,787925921999.9199,140433611593.42673
3102000,-1.6325412776562082e+16,4594880525131954.0,2895582007897343.5,-5460365270554208.0,788180009613.9336,140478898111.00485
3103000,-1.6330675641634816e+16,4596361788480954.0,2896515463495343.5,-5462125541653208.0,788434097227.9473,140524184628.58298
3104000,-1.6335938506706816e+16,4597843051829954.0,2897448919093343.5,-5463885812752208.0,788688184841.9609,140569471146.1611
3105000,-1.6341201371778816e+16,4599324315178954.0,2898382374691343.5,-5465646083851208.0,788942272455.9746,140614757663.73923
3106000,-1.6346464236850816e+16,4600805578527954.0,2899315830289343.5,-5467406354950208.0,789196360069.9883,140660044181.31735
3107000,-1.6351727101922816e+16,4602286841876954.0,2900249285887343.5,-5469166626049208.0,789450447684.002,140705330698.89548
3108000,-1.6356989966994816e+16,4603768105225954.0,2901182741485343.5,-5470926897148208.0,789704535298.0156,140750617216.4736
3109000,-1.6362252832066816e+16,4605249368574954.0,2902116197083255.5,-5472687168247208.0,789958622912.0293,140795903734.05173
3110000,-1.6367515697138816e+16,4606730631923954.0,2903049652680755.5,-5474447439346208.0,790212710526.043,140841190251.62985
3111000,-1.6372778562210816e+16,4608211895272954.0,2903983108278255.5,-5476207710445208.0,790466798140.0566,140886476769.20798
3112000,-1.6378041427282816e+16,4609693158621954.0,2904916563875755.5,-5477967981544208.0,790720885754.0703,140931763286.7861
3113000,-1.6383304292354816e+16,4611174421970954.0,2905850019473255.5,-5479728252643208.0,790974973368.084,140977049804.36423
3114000,-1.6388567157426816e+16,4612655685319954.0,2906783475070755.5,-5481488523742208.0,791229060982.0977,141022336321.94235
3115000,-1.6393830022498816e+16,4614136948668954.0,2907716930668255.5,-5483248794841208.0,791483148596.1113,141067622839.52048
3116000,-1.6399092887570816e+16,4615618212017954.0,2908650386265755.5,-5485009065940208.0,791737236210.125,141112909357.0986
3117000,-1.6404355752642816e+16,4617099475366954.0,2909583841863255.5,-5486769337039208.0,791991323824.1387,141158195874.67673
3118000,-1.6409618617714816e+16,4618580738715954.0,2910517297460755.5,-5488529608138208.0,792245411438.1523,141203482392.25485
3119000,-1.6414881482786816e+16,4620062002064954.0,2911450753058255.5,-5490289879237208.0,792499499052.166,141248768909.82016
3120000,-1.6420144347858816e+16,4621543265413954.0,2912384208655755.5,-5492050150336208.0,792753586666.1797,141294055427.36777
3121000,-1.6425407212930816e+16,4623024528762954.0,2913317664253255.5,-5493810421435208.0,793007674280.1934,141339341944.91537
3122000,-1.6430670078002816e+16,4624505792111954.0,2914251119850755.5,-5495570692534208.0,793261761894.207,141384628462.46298
3123000,-1.6435932943074816e+16,4625987055460954.0,2915184575448255.5,-5497330963633208.0,793515849508.2207,141429914980.0106
