dag,m1x,m1y,m2x,m2y,Mx,My
0,-4896000440.764047,1497689832.2308674,1187346490.11287,-1428648816.4891605,250247.56407722144,53098.453500114796
1000,-5267970789937.193,1482820382388.3333,935413672619.3713,-1763110490268.276,254328240.03187463,45372499.20375538
2000,-10530856944772.947,2964089664494.0586,1868946486084.8818,-3523527216657.6084,508414893.4910204,90662420.2781671
3000,-15793734349527.57,4445356483888.225,2802447258755.3257,-5283883521136.079,762501945.4462605,135950929.25355616
4000,-21056608170236.96,5926622294570.766,3735934904401.26,-7044215068223.481,1016589160.7037022,181238859.61559355
5000,-26319480026722.2,7407887552436.489,4669415355042.375,-8804533045001.158,1270676465.4781632,226526472.81710193
6000,-31582350640661.574,8889152460598.158,5602891253909.0625,-10564842436571.521,1524763826.8875701,271813885.366575
7000,-36845220397072.59,10370417127416.357,6536364011283.695,-12325145902800.15,1778851227.3864176,317101159.42922026
8000,-42108089525796.99,11851681617578.252,7469834469101.029,-14085445031654.666,2032938656.4994936,362388332.11856884
9000,-47370958175096.945,13332945972811.062,8403303170483.225,-15845740847530.668,2287026107.4690876,407675427.37661684
10000,-52633826446209.81,14814210221607.072,9336770486299.836,-17606034049942.38,2541113575.680553,452962461.5523509
11000,-57896694411346.59,16295474384289.457,10270236681093.717,-19366325137860.887,2795201057.8421674,498249446.3077158
12000,-63159562123827.07,17776738475864.496,11203701950203.426,-21126614479729.57,3049288551.523261,543536390.2539858
13000,-68422429624143.875,19258002507728.395,12137166441977.555,-22886902355361.875,3303376054.8778467,588823299.9309864
14000,-73685296943773.1,20739266488739.86,13070630271733.832,-24647188982270.094,3557463566.470957,634110180.4224397
15000,-78948164107667.55,22220530425921.51,14004093530891.385,-26407474532889.758,3811551085.164981,679397035.7585346
16000,-84211031135943.27,23701794324934.9,14937556293149.846,-28167759146234.145,4065638610.042784,724683869.1883196
17000,-89473898045053.77,25183058190410.555,15871018618792.174,-29928042936010.246,4319726140.354208,769970683.3693775
18000,-94736764848629.25,26664322026184.613,16804480557755.719,-31688325996411.188,4573813675.477781,815257480.5032101
19000,-99999631558086.81,28145585835470.375,17737942151871.98,-33448608406340.855,4827901214.892994,860544262.433981
20000,-105262498183086.44,29626849620986.3,18671403436531.33,-35208890232553.695,5081988758.159407,905831030.7218965
21000,-110525364731872.03,31108113385052.79,19604864441940.934,-36969171532027.875,5336076304.901088,951117786.6986632
22000,-115788231211537.17,32589377129666.176,20538325194090.16,-38729452353785.51,5590163854.794638,996404531.5100437
23000,-121051097628228.81,34070640856556.395,21471785715500.953,-40489732740308.68,5844251407.5597725,1041691266.1489381
24000,-126313963987308.81,35551904567232.5,22405246025818.445,-42250012728652.836,6098338962.952008,1086977991.4814198
25000,-131576830293481.94,37033168263018.625,23338706142280.895,-44010292351333.71,6352426520.756809,1132264708.2674654
26000,-136839696550899.17,38514431945082.97,24272166080097.727,-45770571637040.125,6606514080.784906,1177551417.1775932
27000,-142102562763241.53,39995695614461.53,25205625852755.637,-47530850611211.51,6860601642.868444,1222838118.8063831
28000,-147365428933788.12,41476959272077.19,26139085472269.562,-49291129296511.125,7114689206.857919,1268124813.6835275
29000,-152628295065472.97,42958222918755.62,27072544949389.195,-51051407713215.625,7368776772.619543,1313411502.2829492
30000,-157891161160931.47,44439486555238.664,28006004293770.664,-52811685879538.88,7622864340.033154,1358698185.0303452
31000,-163154027222539.5,45920750182194.93,28939463514120.008,-54571963811903.07,7876951908.990389,1403984862.3095315
32000,-168416893252446.28,47402013800229.38,29872922618313.91,-56332241525165.37,8131039479.393231,1449271534.4677687
33000,-173679759252604.25,48883277409891.21,30806381613501.74,-58092519032811.56,8385127051.152711,1494558201.820246
34000,-178942625224789.34,50364541011680.58,31739840506192.42,-59852796347119.32,8639214624.187817,1539844864.6539276
35000,-184205491170623.25,51845804606053.67,32673299302328.76,-61613073479298.48,8893302198.424595,1585131523.2308087
36000,-189468357091591.0,53327068193428.43,33606758007351.36,-63373350439611.11,9147389773.795311,1630418177.790742
37000,-194731222989055.53,54808331774188.46,34540216626253.508,-65133627237475.914,9401477350.23785,1675704828.5538619
38000,-199994088864270.03,56289595348686.516,35473675163628.68,-66893903881557.87,9655564927.695045,1720991475.7226915
39000,-205256954718391.44,57770858917248.03,36407133623712.81,-68654180379846.72,9909652506.114168,1766278119.4839733
40000,-210519820552486.7,59252122480173.6,37340592010419.64,-70414456739725.02,10163740085.446505,1811564760.010253
41000,-215782686367545.4,60733386037741.625,38274050327373.33,-72174732968028.8,10417827665.64697,1856851397.4613066
42000,-221045552164485.25,62214649590210.234,39207508577935.71,-73935009071099.9,10671915246.67372,1902138031.9853485
43000,-226308417944158.78,63695913137819.53,40140966765231.586,-75695285054831.39,10926002828.48786,1947424663.7201345
44000,-231571283707359.9,65177176680792.875,41074424892169.734,-77455560924711.2,11180090411.053185,1992711292.7939153
45000,-236834149454828.9,66658440219338.69,42007882961463.17,-79215836685856.42,11434177994.335947,2037997919.3263006
46000,-242097015187258.06,68139703753651.586,42941340975645.98,-80976112343047.03,11688265578.304594,2083284543.4290054
47000,-247359880905293.84,69620967283913.68,43874798937088.78,-82736387900754.55,11942353162.929625,2128571165.206541
48000,-252622746609542.34,71102230810295.55,44808256848012.336,-84496663363167.78,12196440748.1834,2173857784.7568126
49000,-257885612300572.2,72583494332957.12,45741714710500.01,-86256938734217.11,12450528334.039988,2219144402.171678
50000,-263148477978917.4,74064757852048.84,46675172526508.95,-88017214017594.08,12704615920.475044,2264431017.537414
51000,-268411343645080.62,75546021367712.12,47608630297879.89,-89777489216770.95,12958703507.465643,2309717630.935172
52000,-273674209299534.88,77027284880080.03,48542088026346.63,-91537764335017.69,13212791094.990225,2355004242.4414015
53000,-278937074942726.1,78508548389278.02,49475545713543.734,-93298039375417.86,13466878683.028433,2400290852.128157
54000,-284199940575075.4,79989811895424.81,50409003361014.125,-95058314340881.53,13720966271.561075,2445577460.0634575
55000,-289462806196980.94,81471075398632.27,51342460970215.4,-96818589234158.77,13975053860.570005,2490864066.3115826
56000,-294725671808818.94,82952338899006.4,52275918542526.94,-98578864057851.16,14229141450.038044,2536150670.933325
57000,-299988537410945.9,84433602396647.39,53209376079254.586,-100339138814421.97,14483229039.94895,2581437273.9862657
58000,-305251403003699.2,85914865891650.31,54142833581636.0,-102099413506205.77,14737316630.287321,2626723875.5249705
59000,-310514268587399.7,87396129384105.47,55076291050845.61,-103859688135417.94,14991404221.038542,2672010475.601202
60000,-315777134162351.56,88877392874098.44,56009748487998.69,-105619962704161.33,15245491812.188736,2717297074.2641406
61000,-321039999728844.25,90358656361710.66,56943205894154.51,-107380237214435.31,15499579403.724691,2762583671.5604997
62000,-326302865287152.75,91839919847019.48,57876663270321.375,-109140511668141.31,15753666995.633913,2807870267.534717
63000,-331565730837538.75,93321183330098.66,58810120617458.97,-110900786067089.4,16007754587.904425,2853156862.229104
64000,-336828596380252.2,94802446811018.5,59743577936481.695,-112661060413004.53,16261842180.524849,2898443455.683978
65000,-342091461915530.94,96283710289845.94,60677035228261.234,-114421334707530.97,16515929773.484339,2943730047.937772
66000,-347354327443601.5,97764973766644.75,61610492493629.516,-116181608952237.98,16770017366.772537,2989016639.0271554
67000,-352617192964681.8,99246237241475.97,62543949733380.86,-117941883148624.02,17024104960.379564,3034303228.9871492
68000,-357880058478977.6,100727500714398.02,63477406948274.36,-119702157298120.77,17278192554.295948,3079589817.8512254
69000,-363142923986687.6,102208764185466.61,64410864139035.836,-121462431402097.23,17532280148.51269,3124876405.651373
70000,-368405789488001.5,103690027654735.03,65344321306359.71,-123222705461863.5,17786367743.02113,3170162992.4182153
71000,-373668654983100.2,105171291122254.44,66277778450910.87,-124982979478673.64,18040455337.812996,3215449578.181064
72000,-378931520472157.94,106652554588073.58,67211235573326.32,-126743253453729.39,18294542932.88036,3260736162.9680033
73000,-384194385955341.56,108133818052239.53,68144692674216.79,-128503527388182.55,18548630528.21561,3306022746.805957
74000,-389457251432810.8,109615081514797.2,69078149754167.91,-130263801283137.83,18802718123.811474,3351309329.7207484
75000,-394720116904718.9,111096344975789.84,70011606813741.94,-132024075139655.84,19056805719.66096,3396595911.7371583
76000,-399982982371213.06,112577608435258.75,70945063853478.73,-133784348958754.69,19310893315.757336,3441882492.878988
77000,-405245847832435.56,114058871893243.86,71878520873896.72,-135544622741412.69,19564980912.094128,3487169073.1691065
78000,-410508713288521.4,115540135349783.4,72811977875494.45,-137304896488570.33,19819068508.66516,3532455652.6294875
79000,-415771578739602.0,117021398804914.33,73745434858751.52,-139065170201132.0,20073156105.46448,3577742231.281272
80000,-421034444185802.94,118502662258672.02,74678891824129.34,-140825443879968.03,20327243702.486305,3623028809.1448
81000,-426297309627246.0,119983925711090.66,75612348772072.17,-142585717525916.47,20581331299.725132,3668315386.2396593
82000,-431560175064047.6,121465189162203.08,76545805703007.81,-144345991139784.06,20835418897.175632,3713601962.5847125
83000,-436823040496320.44,122946452612040.84,77479262617348.62,-146106264722347.44,21089506494.83266,3758888538.1981344
84000,-442085905924172.9,124427716060634.48,78412719515492.05,-147866538274359.2,21343594092.691303,3804175113.09745
85000,-447348771347709.56,125908979508013.55,79346176397822.55,-149626811796540.75,21597681690.74675,3849461687.2995667
86000,-452611636767031.6,127390242954206.45,80279633264707.88,-151387085289590.25,21851769288.99441,3894748260.8207865
87000,-457874502182236.44,128871506399240.58,81213090116506.2,-153147358754181.12,22105856887.429844,3940034833.6768584
88000,-463137367593417.94,130352769843142.36,82146546953562.28,-154907632190963.75,22359944486.048767,3985321405.8829794
89000,-468400233000666.94,131834033285937.53,83080003776209.36,-156667905600566.66,22614032084.847,4030607977.4538426
90000,-473663098404071.56,133315296727650.75,84013460584769.45,-158428178983597.28,22868119683.82058,4075894548.403644
91000,-478925963803716.8,134796560168305.83,84946917379553.78,-160188452340642.9,23122207282.965595,4121181118.7461033
92000,-484188829199684.8,136277823607926.0,85880374160863.56,-161948725672271.44,23376294882.278336,4166467688.4945045
93000,-489451694592054.9,137759087046533.64,86813830928990.12,-163708998979032.47,23630382481.755127,4211754257.6616864
94000,-494714559980904.56,139240350484150.36,87747287684215.55,-165469272261458.06,23884470081.39251,4257040826.2600822
95000,-499977425366307.75,140721613920797.2,88680744426812.86,-167229545520063.34,24138557681.187046,4302327394.30173
96000,-505240290748336.7,142202877356494.53,89614201157046.23,-168989818755346.56,24392645281.13545,4347613961.798289
97000,-510503156127061.3,143684140791261.78,90547657875172.19,-170750091967791.5,24646732881.234554,4392900528.761058
98000,-515766021502549.5,145165404225118.28,91481114581439.28,-172510365157866.53,24900820481.48126,4438187095.200993
99000,-521028886874866.94,146646667658082.47,92414571276087.78,-174270638326025.94,25154908081.87256,4483473661.128697
100000,-526291752244077.8,148127931090172.1,93348027959351.66,-176030911472710.12,25408995682.405556,4528760226.554471
101000,-531554617610243.44,149609194521404.84,94281484631457.23,-177791184598346.75,25663083283.07743,4574046791.488305
102000,-536817482973423.7,151090457951797.44,95214941292624.38,-179551457703350.34,25917170883.88545,4619333355.939886
103000,-542080348333677.06,152571721381366.2,96148397943066.61,-181311730788123.34,26171258484.82694,4664619919.918636
104000,-547343213691060.25,154052984810127.28,97081854582991.11,-183072003853056.9,26425346085.899338,4709906483.433687
105000,-552606079045628.0,155534248238096.1,98015311212599.28,-184832276898530.72,26679433687.100136,4755193046.493911
106000,-557868944397433.75,157015511665287.22,98948767832086.69,-186592549924913.8,26933521288.42688,4800479609.107934
107000,-563131809746529.4,158496775091715.78,99882224441643.28,-188352822932564.28,27187608889.877235,4845766171.284131
108000,-568394675092965.2,159978038517395.72,100815681041454.0,-190113095921830.78,27441696491.448895,4891052733.030648
109000,-573657540436790.9,161459301942341.1,101749137631698.31,-191873368893052.38,27695784093.13961,4936339294.355408
110000,-578920405778052.6,162940565366565.1,102682594212551.22,-193633641846558.6,27949871694.947205,4981625855.266125
111000,-584183271116798.0,164421828790080.8,103616050784182.25,-195393914782670.1,28203959296.869583,5026912415.7702675
112000,-589446136453073.0,165903092212900.84,104549507346757.22,-197154187701698.7,28458046898.904644,5072198975.875143
113000,-594709001786919.0,167384355635037.94,105482963900436.84,-198914460603948.34,28712134501.05044,5117485535.5878525
114000,-599971867118381.1,168865619056503.6,106416420445377.95,-200674733489714.56,28966222103.30499,5162772094.915293
115000,-605234732447499.8,170346882477309.94,107349876981733.34,-202435006359285.38,29220309705.666412,5208058653.864212
116000,-610497597774316.1,171828145897468.22,108283333509651.58,-204195279212941.72,29474397308.13282,5253345212.441157
117000,-615760463098869.2,173309409316989.75,109216790029277.42,-205955552050957.12,29728484910.702446,5298631770.652513
118000,-621023328421197.4,174790672735885.1,110150246540752.06,-207715824873595.47,29982572513.373535,5343918328.504494
119000,-626286193741339.9,176271936154164.9,111083703044213.12,-209476097681117.9,30236660116.144352,5389204886.0031805
120000,-631549059059331.1,177753199571839.56,112017159539795.06,-211236370473777.06,30490747719.013245,5434491443.154473
121000,-636811924375207.6,179234462988919.2,112950616027627.97,-212996643251819.8,30744835321.97857,5479777999.9641485
122000,-642074789689004.0,180715726405413.56,113884072507839.8,-214756916015486.9,30998922925.03875,5525064556.437823
123000,-647337655000755.2,182196989821331.88,114817528980554.86,-216517188765012.94,31253010528.19224,5570351112.580983
124000,-652600520310493.6,183678253236683.9,115750985445894.64,-218277461500626.78,31507098131.43751,5615637668.398983
125000,-657863385618251.5,185159516651478.56,116684441903977.56,-220037734222552.1,31761185734.773087,5660924223.897082
126000,-663126250924060.8,186640780065724.56,117617898354919.23,-221798006931006.9,32015273338.19757,5706210779.080308
127000,-668389116227952.2,188122043479430.8,118551354798832.66,-223558279626204.3,32269360941.70951,5751497333.95367
128000,-673651981529955.1,189603306892605.84,119484811235828.0,-225318552308352.16,32523448545.307564,5796783888.52203
129000,-678914846830099.1,191084570305257.9,120418267666013.05,-227078824977653.7,32777536148.99037,5842070442.790141
130000,-684177712128413.6,192565833717394.7,121351724089493.11,-228839097634306.9,33031623752.756615,5887356996.762635
131000,-689440577424926.1,194047097129024.44,122285180506370.48,-230599370278506.16,33285711356.60506,5932643550.444041
132000,-694703442719664.4,195528360540154.9,123218636916745.97,-232359642910440.66,33539798960.534428,5977930103.838785
133000,-699966308012654.9,197009623950793.5,124152093320717.56,-234119915530295.53,33793886564.543476,6023216656.951196
134000,-705229173303924.5,198490887360947.5,125085549718381.12,-235880188138251.75,34047974168.631058,6068503209.785508
135000,-710492038593497.4,199972150770624.25,126019006109830.58,-237640460734486.22,34302061772.795963,6113789762.345847
136000,-715754903881400.8,201453414179830.84,126952462495157.72,-239400733319172.06,34556149377.03712,6159076314.6362705
137000,-721017769167657.2,202934677588574.3,127885918874452.1,-241161005892478.62,34810236981.35329,6204362866.660724
138000,-726280634452290.5,204415940996860.78,128819375247801.6,-242921278454570.97,35064324585.74341,6249649418.423075
139000,-731543499735324.9,205897204404697.47,129752831615291.94,-244681551005611.16,35318412190.20659,6294935969.927113
140000,-736806365016784.5,207378467812090.6,130686287977007.17,-246441823545757.84,35572499794.74154,6340222521.176535
141000,-742069230296688.8,208859731219046.34,131619744333029.61,-248202096075165.97,35826587399.34731,6385509072.174975
142000,-747332095575062.2,210340994625570.97,132553200683439.48,-249962368593987.22,36080675004.02303,6430795622.925971
143000,-752594960851925.9,211822258031671.0,133486657028315.72,-251722641102370.72,36334762608.76759,6476082173.433004
144000,-757857826127300.1,213303521437351.44,134420113367735.42,-253482913600461.25,36588850213.58009,6521368723.699458
145000,-763120691401206.6,214784784842618.8,135353569701774.14,-255243186088401.5,36842937818.459595,6566655273.728686
146000,-768383556673663.0,216266048247478.53,136287026030505.78,-257003458566331.06,37097025423.40506,6611941823.523939
147000,-773646421944692.9,217747311651936.34,137220482354002.52,-258763731034386.72,37351113028.415726,6657228373.088409
148000,-778909287214312.4,219228575055997.56,138153938672335.94,-260524003492702.2,37605200633.49058,6702514922.425227
149000,-784172152482541.6,220709838459667.3,139087394985575.28,-262284275941408.7,37859288238.62897,6747801471.537459
150000,-789435017749400.1,222191101862951.06,140020851293788.64,-264044548380634.7,38113375843.82984,6793088020.428107
151000,-794697883014904.1,223672365265854.0,140954307597042.9,-265804820810506.28,38367463449.09243,6838374569.100117
152000,-799960748279072.5,225153628668381.1,141887763895403.5,-267565093231146.78,38621551054.41593,6883661117.556379
153000,-805223613541924.5,226634892070537.34,142821220188934.9,-269325365642677.5,38875638659.79951,6928947665.799716
154000,-810486478803474.1,228116155472327.7,143754676477699.4,-271085638045217.06,39129726265.24236,6974234213.83291
155000,-815749344063740.0,229597418873756.16,144688132761759.22,-272845910438881.78,39383813870.74396,7019520761.658675
156000,-821012209322739.0,231078682274828.3,145621589041174.5,-274606182823786.0,39637901476.30317,7064807309.279681
157000,-826275074580486.4,232559945675548.3,146555045316004.9,-276366455200041.4,39891989081.91959,7110093856.698541
158000,-831537939836998.8,234041209075920.38,147488501586308.5,-278126727567758.06,40146076687.59221,7155380403.917826
159000,-836800805092292.5,235522472475949.38,148421957852142.66,-279886999927043.34,40400164293.32054,7200666950.940055
160000,-842063670346378.9,237003735875639.1,149355414113562.94,-281647272278003.44,40654251899.10385,7245953497.767698
161000,-847326535599278.6,238484999274994.1,150288870370624.66,-283407544620741.56,40908339504.94137,7291240044.403166
162000,-852589400851001.0,239966262674018.9,151222326623381.8,-285167816955360.1,41162427110.83245,7336526590.848865
163000,-857852266101564.4,241447526072716.56,152155782871887.2,-286928089281958.7,41416514716.77643,7381813137.107118
164000,-863115131350982.1,242928789471091.97,153089239116193.06,-288688361600635.4,41670602322.77262,7427099683.180216
165000,-868377996599267.2,244410052869148.84,154022695356350.22,-290448633911487.4,41924689928.82061,7472386229.070414
166000,-873640861846433.6,245891316266890.84,154956151592408.88,-292208906214607.56,42178777534.91955,7517672774.779918
167000,-878903727092495.4,247372579664321.75,155889607824418.38,-293969178510089.75,42432865141.068726,7562959320.310898
168000,-884166592337466.4,248853843061445.4,156823064052427.03,-295729450798024.94,42686952747.26797,7608245865.665493
169000,-889429457581356.0,250335106458265.75,157756520276482.1,-297489723078502.94,42941040353.51619,7653532410.845796
170000,-894692322824181.5,251816369854785.44,158689976496630.4,-299249995351611.6,43195127959.81316,7698818955.853856
171000,-899955188065951.6,253297633251009.25,159623432712918.0,-301010267617437.44,43449215566.1582,7744105500.691694
172000,-905218053306681.9,254778896646939.38,160556888925389.72,-302770539876065.3,43703303172.550674,7789392045.361296
173000,-910480918546383.2,256260160042580.06,161490345134089.72,-304530812127578.8,43957390778.99005,7834678589.864617
174000,-915743783785066.0,257741423437934.5,162423801339061.53,-306291084372059.8,44211478385.475845,7879965134.203571
175000,-921006649022743.2,259222686833005.78,163357257540347.94,-308051356609588.6,44465565992.007545,7925251678.380041
176000,-926269514259426.5,260703950227797.2,164290713737990.97,-309811628840245.06,44719653598.58461,7970538222.395873
177000,-931532379495125.1,262185213622311.97,165224169932031.78,-311571901064106.7,44973741205.206505,8015824766.252899
178000,-936795244729852.2,263666477016553.47,166157626122511.06,-313332173281250.1,45227828811.87268,8061111309.952907
179000,-942058109963620.0,265147740410524.1,167091082309468.6,-315092445491751.0,45481916418.58259,8106397853.497652
180000,-947320975196436.2,266629003804227.44,168024538492944.22,-316852717695682.7,45736004025.336075,8151684396.888865
181000,-952583840428313.0,268110267197666.2,168957994672975.62,-318612989893118.2,45990091632.1323,8196970940.128247
182000,-957846705659259.6,269591530590843.78,169891450849601.16,-320373262084129.1,46244179238.970894,8242257483.217467
183000,-963109570889289.0,271072793983761.97,170824907022858.06,-322133534268786.1,46498266845.85146,8287544026.158175
184000,-968372436118407.1,272554057376424.44,171758363192783.06,-323893806447157.6,46752354452.77348,8332830568.951991
185000,-973635301346625.6,274035320768833.88,172691819359412.53,-325654078619312.94,47006442059.73637,8378117111.600506
186000,-978898166573955.1,275516584160992.97,173625275522781.6,-327414350785318.44,47260529666.740105,8423403654.105285
187000,-984161031800404.4,276997847552904.4,174558731682925.5,-329174622945240.06,47514617273.78388,8468690196.467873
188000,-989423897025983.1,278479110944571.0,175492187839878.5,-330934895099143.06,47768704880.86731,8513976738.68978
189000,-994686762250700.8,279960374335994.62,176425643993674.4,-332695167247090.75,48022792487.99002,8559263280.772504
190000,-999949627474566.4,281441637727178.34,177359100144346.66,-334455439389146.3,48276880095.15161,8604549822.717508
191000,-1005212492697585.6,282922901118125.3,178292556291928.16,-336215711525371.56,48530967702.3517,8649836364.526245
192000,-1010475357919772.1,284404164508838.3,179226012436451.1,-337975983655827.56,48785055309.58989,8695122906.200136
193000,-1015738223141133.8,285885427899315.7,180159468577947.28,-339736255780574.0,49039142916.86579,8740409447.740582
194000,-1021001088361675.1,287366691289564.7,181092924716447.84,-341496527899669.8,49293230524.17896,8785695989.148968
195000,-1026263953581410.0,288847954679587.75,182026380851983.66,-343256800013173.44,49547318131.529015,8830982530.426638
196000,-1031526818800342.6,290329218069381.9,182959836984585.16,-345017072121141.9,49801405738.91551,8876269071.574936
197000,-1036789684018482.0,291810481458956.1,183893293114282.1,-346777344223631.5,50055493346.33809,8921555612.595171
198000,-1042052549235838.4,293291744848306.9,184826749241103.94,-348537616320697.7,50309580953.79673,8966842153.488659
199000,-1047315414452418.8,294773008237441.6,185760205365079.47,-350297888412395.4,50563668561.2906,9012128694.256672
200000,-1052578279668228.5,296254271626357.3,186693661486237.66,-352058160498777.94,50817756168.81954,9057415234.900454
201000,-1057841144883276.9,297735535015062.0,187627117604606.25,-353818432579898.75,51071843776.38329,9102701775.421257
202000,-1063104010097571.9,299216798403551.06,188560573720213.03,-355578704655809.9,51325931383.981285,9147988315.82029
203000,-1068366875311121.1,300698061791831.75,189494029833085.22,-357338976726562.9,51580018991.613434,9193274856.098763
204000,-1073629740523931.4,302179325179906.44,190427485943249.72,-359099248792208.3,51834106599.27926,9238561396.257862
205000,-1078892605736008.1,303660588567771.44,191360942050733.0,-360859520852796.25,52088194206.97824,9283847936.298758
206000,-1084155470947360.9,305141851955433.8,192294398155561.28,-362619792908375.9,52342281814.71063,9329134476.222595
207000,-1089418336157997.6,306623115342895.25,193227854257760.2,-364380064958995.75,52596369422.475586,9374421016.03052
208000,-1094681201367924.4,308104378730157.3,194161310357355.06,-366140337004703.56,52850457030.27285,9419707555.723627
209000,-1099944066577144.0,309585642117220.3,195094766454370.84,-367900609045546.44,53104544638.10217,9464994095.303032
210000,-1105206931785670.5,311066905504086.06,196028222548832.16,-369660881081571.0,53358632245.963524,9510280634.769814
211000,-1110469796993502.5,312548168890757.94,196961678640763.3,-371421153112822.94,53612719853.85631,9555567174.12505
212000,-1115732662200655.1,314029432277237.44,197895134730188.38,-373181425139347.25,53866807461.78026,9600853713.369785
213000,-1120995527407124.9,315510695663526.44,198828590817130.66,-374941697161188.5,54120895069.735085,9646140252.505074
214000,-1126258392612927.0,316991959049626.6,199762046901613.53,-376701969178390.7,54374982677.72052,9691426791.531929
215000,-1131521257818065.0,318473222435539.75,200695502983659.97,-378462241190996.8,54629070285.73627,9736713330.451366
216000,-1136784123022547.8,319954485821267.6,201628959063292.38,-380222513199049.75,54883157893.78203,9781999869.264378
217000,-1142046988226365.2,321435749206812.0,202562415140533.44,-381982785202591.4,55137245501.85752,9827286407.971958
218000,-1147309853429552.2,322917012592174.7,203495871215405.0,-383743057201663.1,55391333109.9625,9872572946.575062
219000,-1152572718632081.8,324398275977357.56,204429327287928.66,-385503329196306.44,55645420718.09692,9917859485.074663
220000,-1157835583833989.5,325879539362359.6,205362783358125.9,-387263601186561.06,55899508326.26022,9963146023.471693
221000,-1163098449035258.2,327360802747184.5,206296239426017.62,-389023873172467.25,56153595934.45212,10008432561.76708
222000,-1168361314235913.8,328842066131834.6,207229695491624.8,-390784145154064.1,56407683542.67227,10053719099.961737
223000,-1173624179435940.0,330323329516311.9,208163151554967.97,-392544417131390.3,56661771150.92102,10099005638.05659
224000,-1178887044635370.2,331804592900618.3,209096607616067.25,-394304689104483.94,56915858759.1975,10144292176.052513
225000,-1184149909834172.2,333285856284749.56,210030063674942.88,-396064961073383.5,57169946367.501465,10189578713.950403
226000,-1189412775032390.0,334767119668713.25,210963519731614.47,-397825233038124.94,57424033975.83325,10234865251.751118
227000,-1194675640230002.8,336248383052511.5,211896975786101.47,-399585504998745.56,57678121584.19182,10280151789.455515
228000,-1199938505427023.5,337729646436140.3,212830431838423.12,-401345776955281.75,57932209192.57773,10325438327.064438
229000,-1205201370623471.0,339210909819605.06,213763887888598.3,-403106048907769.0,58186296800.98997,10370724864.57874
230000,-1210464235819324.0,340692173202909.3,214697343936645.72,-404866320856242.6,58440384409.42908,10416011401.99923
231000,-1215727101014602.2,342173436586046.5,215630799982583.97,-406626592800737.56,58694472017.894005,10461297939.326729
232000,-1220989966209318.5,343654699969027.56,216564256026431.12,-408386864741288.1,58948559626.3854,10506584476.56204
233000,-1226252831403471.8,345135963351845.94,217497712068205.2,-410147136677928.2,59202647234.90237,10551871013.705942
234000,-1231515696597047.8,346617226734509.25,218431168107923.9,-411907408610691.5,59456734843.44478,10597157550.759243
235000,-1236778561790073.8,348098490117013.75,219364624145604.94,-413667680539610.8,59710822452.012924,10642444087.7227
236000,-1242041426982553.2,349579753499365.6,220298080181265.38,-415427952464719.06,59964910060.605995,10687730624.597084
237000,-1247304292174489.8,351061016881560.5,221231536214922.56,-417188224386048.1,60218997669.22385,10733017161.383139
238000,-1252567157365884.0,352542280263607.56,222164992246593.16,-418948496303630.4,60473085277.86662,10778303698.081612
239000,-1257830022556728.5,354023543645497.25,223098448276293.88,-420708768217496.7,60727172886.534004,10823590234.693235
240000,-1263092887747042.5,355504807027241.1,224031904304041.2,-422469040127677.9,60981260495.22561,10868876771.218744
241000,-1268355752936829.8,356986070408835.1,224965360329851.47,-424229312034205.5,61235348103.94126,10914163307.658842
242000,-1273618618126094.0,358467333790280.1,225898816353740.62,-425989583937109.25,61489435712.680786,10959449844.014248
243000,-1278881483314839.2,359948597171581.94,226832272375724.47,-427749855836418.94,61743523321.444016,11004736380.28565
244000,-1284144348503069.2,361429860552736.44,227765728395818.72,-429510127732164.4,61997610930.230774,11050022916.473747
245000,-1289407213690787.8,362911123933745.94,228699184414038.75,-431270399624374.44,62251698539.04086,11095309452.579212
246000,-1294670078877998.8,364392387314614.94,229632640430399.9,-433030671513078.3,62505786147.87412,11140595988.602724
247000,-1299932944064706.5,365873650695344.06,230566096444917.62,-434790943398303.56,62759873756.73035,11185882524.54494
248000,-1305195809250914.8,367354914075927.6,231499552457606.03,-436551215280079.3,63013961365.609375,11231169060.406532
249000,-1310458674436627.5,368836177456373.44,232433008468480.25,-438311487158433.1,63268048974.51101,11276455596.18813
250000,-1315721539621849.2,370317440836682.3,233366464477554.8,-440071759033392.0,63522136583.43505,11321742131.890394
251000,-1320984404806584.0,371798704216855.06,234299920484844.06,-441832030904983.4,63776224192.38132,11367028667.513948
252000,-1326247269990835.8,373279967596892.06,235233376490362.28,-443592302773234.06,64030311801.34961,11412315203.059414
253000,-1331510135174609.0,374761230976790.7,236166832494123.47,-445352574638170.2,64284399410.33973,11457601738.527418
254000,-1336773000357908.0,376242494356556.2,237100288496141.3,-447112846499818.06,64538487019.35148,11502888273.918562
255000,-1342035865540737.2,377723757736189.4,238033744496429.8,-448873118358203.75,64792574628.38466,11548174809.233465
256000,-1347298730723101.0,379205021115691.2,238967200495002.3,-450633390213352.7,65046662237.43931,11593461344.47271
257000,-1352561595904984.8,380686284495062.5,239900656491872.28,-452393662065290.06,65300749846.515366,11638747879.636904
258000,-1357824461086409.2,382167547874304.2,240834112487052.84,-454153933914040.56,65554837455.6123,11684034414.726608
259000,-1363087326267379.8,383648811253417.1,241767568480557.12,-455914205759629.2,65808925064.7299,11729320949.742403
260000,-1368350191447901.0,385130074632402.3,242701024472398.1,-457674477602080.06,66063012673.86837,11774607484.684868
