dag,iox,ioy,eux,euy,Mx,My
25190,324247354.3758151,256833605.33959746,651323867.8496523,-222192148.2769335,0,0
25200,-312424365.19360226,-291147939.1170248,11601179.725121766,-658525560.567442,0,0
25210,84964581.44927989,438292903.68257844,-623032506.8706372,-176545897.79611585,0,0
25220,-1704824.8720241264,-397876922.98691356,-357177864.14040685,567571573.0776733,0,0
25230,-180203707.9933799,421123789.4764597,406377308.1670946,565179516.4862916,0,0
25240,314629314.5944921,-252776539.40569565,679852491.2339371,-134843470.90880677,0,0
25250,-373407826.54457265,229842978.82464767,114575875.58521993,-655054328.7207136,0,0
25260,434563030.81644666,39935329.34668261,-583944541.1982586,-278017518.57175124,0,0
25270,-396801383.0163939,-82568738.77135627,-434082125.9821351,502181424.88860166,0,0
25280,346419598.60269064,299125495.99040055,327654442.12649214,609848986.8369486,0,0
25290,-179847596.5999142,-353862817.97878504,695131409.0098469,-45890391.52706031,0,0
25300,117657719.63550395,432374081.26913166,213420509.42489284,-637074863.2540742,0,0
25310,148364143.58226618,-398030029.3939285,-530172703.95913714,-372451098.39307773,0,0
25320,-174520046.1213873,377408075.505501,-502291515.8019215,424369916.985679,0,0
25330,385759366.8924329,-238548215.1089402,241676675.07784086,643258453.6711925,0,0
25340,-380352735.48870385,106527909.9410044,697279231.5258032,43272709.71396615,0,0
25350,454620459.50157815,14977314.310537502,306095924.3258271,-605808031.25162,0,0
25360,-340726831.1759463,-233618758.3697434,-463435338.2715455,-457165084.1008429,0,0
25370,331827380.9447666,269698246.0489174,-559524844.095766,335522635.60358506,0,0
25380,-113688740.15442993,-431305530.2024839,149649159.3808701,664369178.43347,0,0
25390,29678412.762719154,397026015.96146137,686457396.3821889,131361243.3196258,0,0
25400,152300622.9441442,-432071192.9584962,390992188.1648267,-562635563.1508447,0,0
25410,-295943214.2462378,273834719.3582817,-385969160.5189373,-530010353.65444064,0,0
25420,357637233.2429378,-254542644.83674031,-603683264.6945481,237621506.48687974,0,0
25430,-435746993.7806583,-10741737.513664238,53052494.157011695,672159754.7450079,0,0
25440,402011049.90359443,54833904.9395803,662846419.3734534,217137148.92346644,0,0
25450,-365160164.4989939,-275753312.0673981,466877209.04759496,-508973787.4937829,0,0
25460,204205235.8675601,340153289.2437167,-300309166.8649536,-589475601.486974,0,0
25470,-146087997.31660435,-424020139.18757915,-633066187.0597863,133207239.38643107,0,0
25480,-120852926.29858951,406650859.01057434,-46295750.454953685,665712826.6602901,0,0
25490,148416808.25974953,-388986017.16699237,626650614.6430912,299344333.5848893,0,0
25500,-369024780.857309,263218079.19654158,532817304.76306623,-446192868.44469,0,0
25510,371918442.40835714,-133116884.78944495,-209062080.33488852,-634692017.0929662,0,0
25520,-454856151.87667584,14886542.64433799,-646569214.1256856,25245621.94445993,0,0
25530,355563434.5691502,209340389.58770758,-146212425.00492173,644339863.6102302,0,0
25540,-349745985.60059863,-246970653.76447153,578130169.2985454,376650850.5431065,0,0
25550,141871690.26162142,422430079.6621185,588090131.4365342,-375580181.52683336,0,0
25560,-57531960.0669395,-394220680.54277956,-114718598.45231928,-665355425.7820493,0,0
25570,-123736719.68988167,441163275.1352144,-643814200.7796235,-83087495.81869683,0,0
25580,275847522.2951183,-293534747.99895257,-244173975.87697068,607732329.7020484,0,0
25590,-340240123.1902152,278145767.450111,517658847.11625147,447606191.3777344,0,0
25600,434970268.3079039,-18448120.82121498,632104383.1786388,-298340888.62309366,0,0
25610,-405287877.06546795,-26791142.78477253,-19529713.30230145,-681600130.985843,0,0
25620,382322342.77066547,251203622.0493079,-625176018.1681145,-188659952.513326,0,0
25630,-227537988.76284838,-324774992.7418868,-337412173.1959159,556114470.8764074,0,0
25640,173914569.54833585,413796139.7678011,445803911.51190543,510623308.2053183,0,0
25650,92837529.6691642,-413379609.1132019,664335300.2396667,-215627102.61098117,0,0
25660,-121565824.98221552,398755210.82671106,74549058.21811989,-683859955.7744797,0,0
25670,350705362.3232185,-286722580.8506416,-591700712.9007878,-288619615.925387,0,0
25680,-361638660.4603074,159049579.77737725,-423083766.409386,490361253.6491212,0,0
25690,453124260.91552293,-44709079.83946697,363421223.76409453,563996169.2142237,0,0
25700,-368688024.28043514,-184113825.71430898,684281466.617299,-128587374.58068983,0,0
25710,366097048.10519505,223068437.07360607,165856602.6478137,-672743361.2857809,0,0
25720,-169389078.91769224,-411706891.80083096,-544941670.5798554,-380565103.4500806,0,0
25730,85129449.16071346,389474092.5728024,-498495586.9058043,412042139.4974933,0,0
25740,94635529.5045087,-448360538.41597235,271752559.0318396,605963118.8790785,0,0
25750,-254439846.40395206,311782062.2898583,691446638.4255936,-38428964.24860485,0,0
25760,321293406.71152717,-300545852.02023196,252985723.10099763,-648937913.4738541,0,0
25770,-432237676.4390825,47502604.22833519,-486759409.34547865,-462627079.09705144,0,0
25780,406615223.19929004,-1425119.22510162,-561343558.2014875,323363772.8451785,0,0
25790,-397832069.7289537,-225582950.1858226,172504846.24928305,634821884.1294141,0,0
25800,249731737.64538795,307803589.07341814,685349771.7374543,53514625.681316994,0,0
25810,-201014615.51497644,-401746120.92328227,334720595.9430065,-613149607.9081949,0,0
25820,-64447614.35912338,418186494.97590375,-419130794.34969425,-533464001.1336021,0,0
25830,94092562.32691729,-406668709.0891409,-609911697.6234982,227011753.54792526,0,0
25840,-330881705.91174066,308959596.6111405,67885026.54993153,649091906.2441256,0,0
25850,349563863.61582047,-184198427.805441,665566029.3661184,145719616.37170887,0,0
25860,-449431694.19427794,74360555.92389658,409966365.24016535,-566076432.715973,0,0
25870,380039509.5537303,158058931.28385332,-343999533.6799869,-592195360.0495803,0,0
25880,-380804645.2755416,-198100203.06750965,-643184697.3776307,125923106.21531352,0,0
25890,196119477.11336756,399184506.00733924,-39435828.715426594,647704065.3018922,0,0
25900,-112336155.52016146,-382808874.63597745,631800148.0965074,236422700.4116568,0,0
25910,-65122912.09632406,453631705.80880207,477681461.9705089,-508412701.87884676,0,0
25920,231824166.4580127,-328489062.01469874,-263181493.87212187,-638301930.316641,0,0
25930,-300880915.5447045,321641825.414441,-660853707.9029593,23041667.069671884,0,0
25940,427562874.8051922,-76290638.19800022,-146444902.0260114,630181140.8320439,0,0
25950,-405985784.05820864,29679689.441000313,583989877.369501,323600899.4328284,0,0
25960,411622455.8241582,199002477.03586474,536820629.0660346,-440879869.6251327,0,0
25970,-270677907.3950934,-289322548.4967989,-178323486.1408462,-671519153.0848432,0,0
25980,227268537.49764222,387922160.3901739,-663227112.5255891,-78891301.85961415,0,0
25990,35814629.99507839,-421050593.58464295,-249990135.77429554,596762970.1716644,0,0
26000,-66125334.68795758,412688271.15142035,522430327.6717719,404996713.48947585,0,0
26010,309640999.01413083,-329832538.1072662,586295457.8520482,-364279378.03840137,0,0
26020,-335753329.6172855,208439716.44403744,-90905774.05635047,-691741900.8531069,0,0
26030,443793904.8831661,-103711986.01073977,-651081409.7840742,-177477040.28969905,0,0
26040,-389565150.718625,-131299549.11098185,-347029266.1982673,548436810.4707531,0,0
26050,393800397.94921994,172179387.38624823,447900253.7484703,478202654.99665195,0,0
26060,-221944920.59887803,-384919454.16915184,624959237.9878236,-279562443.80061805,0,0
26070,139019303.47548512,374256976.6422203,-2275870.7875950783,-698950995.1742321,0,0
26080,35326509.77922548,-456953855.65166575,-625494066.4148718,-270720473.6855882,0,0
26090,-208110340.20321688,343575542.2548385,-434872251.47216535,486857689.6206844,0,0
26100,279093019.90429896,-341338481.60782313,361761116.4716179,540810312.5330396,0,0
26110,-420968304.5175422,104682307.66150515,651623330.321429,-187909714.07537305,0,0
26120,403401613.7588356,-57837260.97323128,86298108.75109667,-693166151.3571545,0,0
26130,-423634077.8645279,-171577557.99390918,-587692648.5699852,-357023687.86349815,0,0
26140,290274001.6646393,269422746.5358492,-511363562.1419134,414176507.5053777,0,0
26150,-252560484.42385843,-372384140.0652865,265994552.52540505,590612307.2424357,0,0
26160,-7071210.786179736,421959953.99648607,665111861.8108251,-90810012.98094901,0,0
26170,37794700.82462303,-416784527.5594398,173564448.47218162,-674426848.9380054,0,0
26180,-287076644.46923447,349250778.02085507,-538940461.8022456,-435132993.6032248,0,0
26190,320274846.47947437,-231654195.87491104,-574970874.3499045,332819771.1040512,0,0
26200,-436234820.6411041,132635702.89178255,163150015.96672496,625824550.9167877,0,0
26210,397220821.9757587,103962920.41262862,664358685.0674543,9877674.740440406,0,0
26220,-405023771.931866,-145423729.79424006,258223644.82178688,-642801303.4818562,0,0
26230,246751436.40689677,368976017.85672987,-480465559.60020685,-504061991.3828265,0,0
26240,-165048711.29904968,-363859510.86285985,-624776809.194968,245272539.82739708,0,0
26250,-5375194.052530542,458312520.2405203,56194809.73747412,645280186.4408597,0,0
26260,183413579.23359215,-356969090.8536204,648543620.4035233,111899641.5827381,0,0
26270,-256026217.21324897,359546900.24396515,338871167.95995355,-598423196.431729,0,0
26280,412485101.3568086,-132549445.6435551,-413430954.0298549,-563008939.2710909,0,0
26290,-398874101.1620691,85763058.56977054,-660395949.4682294,153905144.2135841,0,0
26300,433815239.083198,143427223.52049166,-51711648.41852692,648546100.2241886,0,0
26310,-308424109.66151327,-248202022.52163175,617253440.1775728,212642312.35045356,0,0
26320,276778858.27169275,355199476.49015224,413956210.1295387,-541554977.292608,0,0
26330,-21649435.960308865,-420911666.5559439,-338939488.2535966,-611281231.4032495,0,0
26340,-9232851.027672306,418937103.1202713,-681851415.2692691,60863605.37376226,0,0
26350,263287855.70455962,-367130050.5512526,-157471737.92018822,635932297.2282171,0,0
26360,-303204376.88240594,253727664.4819142,570638939.3810756,309242312.86907065,0,0
26370,426786735.82431537,-161005912.11237907,481767118.2541162,-472674303.36368525,0,0
26380,-402971234.0131901,-76179087.22700205,-258065696.46283197,-648235236.9160364,0,0
26390,414422342.53021574,117954731.48730844,-689443801.1153532,-31975905.011491157,0,0
26400,-270429552.6585441,-351425950.8080221,-258275661.59075588,608396535.2895755,0,0
26410,190297422.4857421,351666542.3469407,509528527.9183428,398771276.3760365,0,0
26420,-24601493.05577687,-457701747.9440471,540455449.2760543,-392575679.4006676,0,0
26430,-157853897.79266948,368605448.81421816,-171907322.56381667,-673236955.6961625,0,0
26440,231782694.39983135,-376184836.3937155,-683636012.4902078,-123000609.50508335,0,0
26450,-402152966.5313425,159766215.3907205,-351756344.88108844,567376215.9703689,0,0
26460,392423901.6066514,-113323481.31217661,435459087.4462234,478471068.7865014,0,0
26470,-442122195.90485686,-114673663.22554757,588109481.9744148,-302472455.83852035,0,0
26480,325039380.85349435,225764703.24040246,-81649556.72155248,-685647754.6779165,0,0
26490,-299816801.13698673,-336442818.73240423,-664966778.9953036,-210819258.26382318,0,0
26500,50214145.60382667,417911890.4847172,-436056011.76484513,514593741.3571668,0,0
26510,-19427011.63460795,-419134697.554498,350601630.9292338,545992946.1615545,0,0
26520,-238379226.07040912,383392824.5827932,622882201.9579676,-204076361.7420042,0,0
26530,284625682.1824174,-274551529.1326759,11365473.214458048,-684839148.5563982,0,0
26540,-415490167.51572,188699238.50187436,-633997193.1376255,-294200649.86675847,0,0
26550,406790115.2254803,48080279.92825904,-509812988.3552935,451877685.3823796,0,0
26560,-421952021.5945726,-89897096.668994,257589249.24603397,599585999.9347118,0,0
26570,292874789.353873,332348167.852009,643166632.6614211,-99626155.47072051,0,0
26580,-214642320.12292513,-337736835.87319636,105573308.91068923,-670240145.9102242,0,0
26590,54473900.47474175,455124128.5431339,-591289618.7001799,-372005305.3902573,0,0
26600,131555537.0184896,-378428831.73810476,-572092989.4624738,381026884.19659275,0,0
26610,-206469865.77390823,391177079.8687734,159285167.90253025,638193051.4168833,0,0
26620,390019998.4530742,-186209683.3362945,647794129.5488477,8161028.834937766,0,0
26630,-384080824.49109983,140386738.05919197,199138350.33751112,-641418822.1836351,0,0
26640,448519350.41706115,85441696.00119886,-537416122.8247373,-443120011.76368594,0,0
26650,-340038465.1819353,-202221094.01501894,-622292881.6926832,303727325.1527605,0,0
26660,321572660.8990799,316195715.0363702,58544672.87115321,661441042.8176317,0,0
26670,-78490413.4011645,-412975839.5549762,636214705.8694537,116228139.25251114,0,0
26680,48051293.10171101,417375123.6863132,289937496.8625577,-598195183.2396774,0,0
26690,212460274.180187,-397968647.9013344,-472992969.5199621,-506403009.0989086,0,0
26700,-264629907.95483556,294023337.3657184,-660040441.257092,221518870.06493518,0,0
26710,402393676.0328094,-215595261.82492504,-41980351.491236694,669543763.5302126,0,0
26720,-408660350.5104587,-19800292.69594194,608612035.0207001,221393989.0991134,0,0
26730,427577246.1829345,61378160.97084227,375593641.34009624,-540774237.0962821,0,0
26740,-313988127.94228756,-311828401.55028105,-398737398.47305894,-560647018.0539454,0,0
26750,237964721.36469126,322137560.80227077,-685106077.0120618,135802177.7814094,0,0
26760,-84112830.00446522,-450590781.6920703,-139966004.39864984,663153901.0270575,0,0
26770,-104646367.38209796,386392210.60470253,565917126.607374,320606687.0641786,0,0
26780,180199888.58755016,-404455782.5936588,453572986.1157136,-469877251.89784205,0,0
26790,-376142486.1523614,211760380.29617292,-315541824.0740956,-604567728.4344139,0,0
26800,373883677.40791893,-166823472.61841854,-697335561.6489769,47874420.02062801,0,0
26810,-452979407.6903503,-55858228.46865362,-233465742.5254407,643204167.7788498,0,0
26820,353347916.5249341,177686939.72729507,509712671.27622557,411179249.5197692,0,0
26830,-341950433.5010265,-294546249.7520616,521348905.2128529,-386838917.938391,0,0
26840,106347010.34822628,406127725.7456933,-224557935.7124315,-636825926.0290266,0,0
26850,-76506630.23404673,-413665303.16093487,-696608093.524792,-41016754.98293509,0,0
26860,-185644967.1873963,410794460.9148221,-320897726.16258824,610767900.0532085,0,0
26870,243315133.17955387,-312047278.8330634,442052862.8415814,490957002.17331773,0,0
26880,-387553650.7202284,241577039.26449415,576615990.280322,-293634755.690204,0,0
26890,408574076.8130567,-8526150.12694791,-127278664.98750198,-656090727.308018,0,0
26900,-431271128.1313726,-32527309.34179385,-682821543.0250124,-129610038.26523952,0,0
26910,333676457.54679394,289958827.9842092,-400990982.46220654,566955864.7351438,0,0
26920,-260150949.1276789,-304943955.4013746,365245566.2772398,558390035.2614266,0,0
26930,113390096.24482942,444121308.55399096,617516395.6930898,-192812895.40595502,0,0
26940,77257272.20484734,-392457550.3820731,-25600244.617928684,-661147624.4257116,0,0
26950,-153089158.4890784,415960752.6748068,-655905778.7590405,-216566170.8521539,0,0
26960,360584665.13762754,-236302848.31342015,-472710994.6131114,512854162.2992557,0,0
26970,-361880067.7469561,192507375.670591,281646309.2046725,612513687.4210385,0,0
26980,455483497.23864865,26051704.07325694,642827109.0068343,-87328469.47229514,0,0
26990,-364902557.3303875,-152282858.46307132,78158255.20811081,-651046609.9979408,0,0
27000,360860179.96084297,271588652.18357015,-615864479.5865902,-300410945.10271454,0,0
27010,-133654594.76095426,-397400660.98036236,-535181096.30109876,449500618.4745864,0,0
27020,104660509.95565045,408021219.8783988,193499603.9008869,652862230.2102455,0,0
27030,158051224.03802198,-421814878.45779896,652061261.5335442,19690562.59195105,0,0
27040,-220785885.37614122,328534653.49962664,181300703.1168285,-625272465.2351224,0,0
27050,371034061.9869157,-266531612.49154758,-562844687.7269056,-379495362.0765118,0,0
27060,-406532734.78968936,36764033.77589695,-587611136.6320093,377893673.35931665,0,0
27070,433015563.99190736,3475386.0771148503,102842637.519611,679349239.1186671,0,0
27080,-351852995.8085742,-266837663.25875574,645460427.5939424,125194688.3924244,0,0
27090,281092878.2500326,286238952.41238475,280879083.40726805,-583904496.2392288,0,0
27100,-142179082.13982818,-435743706.8200703,-497230445.2282248,-451984839.68905246,0,0
27110,-49521515.23108063,396596005.1691268,-629241108.533307,299027023.9285266,0,0
27120,125257787.13845019,-425639713.9703645,11468902.532450244,692144550.1780342,0,0
27130,-343418436.66076124,259726170.65270257,623887751.4977742,226426691.6814386,0,0
27140,348126162.87293535,-217315780.59318203,373892938.984558,-527723556.96636885,0,0
27150,-456021258.0699091,3848454.8358369097,-419751381.4990598,-515890543.7084046,0,0
27160,374645802.5562082,126133750.56745002,-659305336.7589793,213943539.536497,0,0
27170,-378218416.36718124,-247422879.09216434,-79060716.62789568,691568269.544804,0,0
27180,160286316.75702193,386836517.23114085,588658057.30555,321060536.59099823,0,0
27190,-132381882.7835445,-400467831.52687913,457532680.84417605,-458228310.16945994,0,0
27200,-129800400.80906677,430982438.403513,-331589194.6074037,-569154012.5328588,0,0
27210,197152624.14937812,-343404304.29244924,-677022113.3097396,123801972.7869011,0,0
27220,-352906180.6823498,290350497.1653968,-167374946.14603323,678012541.564633,0,0
27230,402547076.176521,-64778695.872481175,541350495.8031362,407254346.67453814,0,0
27240,-432801304.98396826,25645900.333286658,529416098.8751397,-377543855.4148575,0,0
27250,368437682.42663056,242568732.4241818,-234456500.10525963,-609788770.6327628,0,0
27260,-300688453.49717325,-266112767.8199728,-681613580.013954,29948889.224438675,0,0
27270,170355287.75256324,425494249.47821164,-252231517.73297396,651894609.1034564,0,0
27280,21574095.342717327,-398788068.7771486,483642131.3459521,483629762.77330506,0,0
27290,-96829064.34808591,433448530.10349005,587764150.1566032,-288237732.2928122,0,0
27300,324723051.54146534,-281924482.4704288,-130617761.9015475,-636068370.8385843,0,0
27310,-332686410.19289577,241130240.36802518,-672360077.671798,-66014325.67407814,0,0
27320,454590886.9237143,-33712409.51808718,-332450473.6944672,613640667.3272355,0,0
27330,-382529941.2312317,-99368186.08162576,417185083.3101882,549202337.2635199,0,0
27340,393948475.20035326,222154172.73008302,631479869.5060894,-193086346.59029263,0,0
27350,-186118412.77838045,-374485745.48056453,-22826587.71114117,-646731682.0205525,0,0
27360,159541767.91148657,391038939.7915629,-648690731.0411586,-162183263.80832645,0,0
27370,101016760.34338167,-438257815.93800175,-406850424.5194243,563698349.3172444,0,0
27380,-172531195.77423045,356583012.0657213,343534047.0548956,603289113.9876491,0,0
27390,333248266.04680216,-312930152.7751488,660124832.6623311,-94845650.33961579,0,0
27400,-396637126.6540766,92436469.22349992,85828867.85639542,-641160603.7025157,0,0
27410,430627986.78314376,-54704574.84910063,-610306354.6303425,-256338604.5103897,0,0
27420,-383357543.58357614,-217261012.6353346,-474195501.2146363,502575182.7156431,0,0
27430,318842176.9572493,244662454.9424753,264120135.23113143,645414434.3525287,0,0
27440,-197796869.92909354,-413417327.845995,673816017.4854847,3929645.8181480095,0,0
27450,6448908.448278964,399023679.8819337,192153329.58848983,-619482716.414487,0,0
27460,67928907.13906091,-439351392.03753984,-557321243.0256215,-345989008.39965075,0,0
27470,-304584759.84051555,302797459.80375695,-533160732.35058236,430899823.97498864,0,0
27480,315633218.594123,-263837082.9199887,180261780.99638292,675227972.4100074,0,0
27490,-451199149.4548763,63410469.55659926,673080742.3734815,100995910.20294148,0,0
27500,388516374.1931117,72117773.59268603,293099481.2450995,-582567656.5046294,0,0
27510,-407980836.47864544,-195892596.34844965,-490398456.3999385,-428482141.3265891,0,0
27520,211030787.36259755,360407154.2145065,-582324389.8620635,349501280.15060264,0,0
27530,-186013847.09448937,-379777020.0010658,93202354.7778871,692443018.3977045,0,0
27540,-71826928.45558062,443610002.5002429,658706724.1403968,194459350.9257016,0,0
27550,147042261.59504208,-368005850.94517183,385994316.9468377,-531916853.8881936,0,0
27560,-312145223.6083424,334172430.8138093,-410843317.411643,-501183393.1922834,0,0
27570,388832104.2193071,-119605321.50664812,-620196474.4607735,259497924.4672957,0,0
27580,-426504119.15030015,83568993.30283232,4165038.9417969733,696799193.1675696,0,0
27590,396547025.5522105,191028152.51611483,631613837.5746366,282758264.97866535,0,0
27600,-335465562.5043616,-221991426.15825814,468690748.45848936,-469477674.60272723,0,0
27610,224385170.5156982,399565259.5454196,-320618944.5602825,-561700664.944908,0,0
27620,-34410998.48915506,-397302281.0980573,-645291359.1558173,162382744.59333986,0,0
27630,-38685298.191096924,443320968.4765508,-85583337.24450296,688051916.4571207,0,0
27640,283096427.8623406,-322250784.5675381,592761284.9827176,364608774.89497954,0,0
27650,-297046602.93191326,285327942.3011571,539624648.4560313,-397430398.32024544,0,0
27660,445861354.27697533,-92813657.32465024,-222261450.68076712,-608112273.1679595,0,0
27670,-392575806.7611551,-44516513.67484667,-656247718.1088281,60084916.16535204,0,0
27680,420253427.33771396,168752549.24408785,-174667438.3424688,665990281.1141822,0,0
27690,-234907579.3855161,-344667648.32390404,543093563.9301047,438932850.66252387,0,0
27700,211675044.6297532,366733011.1591883,597785820.2601817,-317994402.18289626,0,0
27710,42359339.05172329,-447016448.541339,-118699803.85479295,-639144989.3816131,0,0
27720,-120810703.13645273,377616502.32621473,-651988743.6924521,-45016827.986324795,0,0
27730,289688234.5177611,-353984999.38362575,-261546366.9786255,630484456.0428636,0,0
27740,-379170293.28862774,146155488.76204288,483522479.16117555,504783273.10450345,0,0
27750,420447035.58706445,-112108436.93950728,642629929.6750184,-233283909.68226817,0,0
27760,-407948295.9312596,-163987969.7714549,-13015772.554248951,-654258967.1548617,0,0
27770,350477555.2195737,198208944.69745982,-631900886.6565149,-150152151.17395818,0,0
27780,-250005230.88448998,-383998062.23184633,-344475265.6883966,581562194.3764887,0,0
27790,62175923.222568214,393632831.560685,414939861.4109602,561275908.3366166,0,0
27800,9227716.162569098,-445338518.5343709,673963439.4664414,-145224024.00290996,0,0
27810,-260357124.09395722,340196583.3792624,91802037.36654533,-653623800.1373785,0,0
27820,277013793.39509463,-305500263.30383843,-595994325.2331495,-252299933.88012347,0,0
27830,-438601289.9381005,121794269.78841448,-421498776.01176363,519510332.79581344,0,0
27840,394688395.346103,16700140.144113429,338255155.60709184,607536637.155164,0,0
27850,-430711888.80869067,-140852263.46614024,691828492.3008572,-55522536.79142823,0,0
27860,257637710.08261007,327341929.4679532,193058403.54714203,-638002379.4824474,0,0
27870,-236406090.82893825,-351966067.4796716,-545001140.6861056,-348401427.4684083,0,0
27880,-12743670.542953953,448463169.4103536,-490490515.4970888,444990617.62492555,0,0
27890,93965006.92506865,-385367526.0163885,254452151.15819758,642668824.1316022,0,0
27900,-265974357.92656243,372281742.4331493,696405462.130261,34314976.16341549,0,0
27910,367698874.96674204,-171960099.61820143,288474544.98066795,-608581544.8803113,0,0
27920,-412482803.3742818,140193701.42187074,-480375624.862385,-435609280.10113394,0,0
27930,417511511.07941765,136261929.20740768,-549249774.8671879,359150251.7433622,0,0
27940,-363804913.8195616,-173429589.08120656,164658699.94381207,665746932.240955,0,0
27950,274546290.55529475,366783194.0394282,687942205.1363363,122941163.62390539,0,0
27960,-89608341.87875882,-388033772.8263226,376228757.79843575,-566793376.1311868,0,0
27970,20313439.59884361,445393966.2714338,-404186402.34736025,-511518636.8359469,0,0
27980,236471675.84488314,-356553838.12296295,-595657230.2203808,263698839.6983885,0,0
27990,-255628811.7401418,324257777.207693,70221550.29428566,675841949.9323,0,0
28000,429451125.0567551,-150226435.2219473,666713024.4253336,209106914.57242405,0,0
28010,-394843847.2245804,11194547.565635853,454929705.4409961,-514161327.5477194,0,0
28020,439309808.6901915,112313284.394144,-318922745.38382804,-574328581.3423672,0,0
28030,-279115410.20388407,-308512159.14827836,-627875055.6575686,160919978.8539325,0,0
28040,260092066.44225812,335543272.7192282,-27224847.06112162,672083481.2972118,0,0
28050,-16889723.995003715,-447944813.82695216,633007161.485574,291595829.69820356,0,0
28060,-66636632.1488603,391220587.22023666,523546754.92505,-452189725.37071085,0,0
28070,241106108.14779085,-388983131.91588104,-227262120.78718597,-622904269.2957169,0,0
28080,-354473714.1444054,196895787.18035573,-644557262.0553946,53593393.80306978,0,0
28090,402646094.5307624,-167697677.66051784,-125711037.15288831,653760158.647068,0,0
28100,-425195048.4550909,-107974603.4367949,587145379.6280062,369161703.10696256,0,0
28110,375382554.32574755,147772692.93519458,581321489.2015868,-382300988.8866197,0,0
28120,-297902267.7561234,-347995261.8591174,-131851483.08851431,-656741183.8053373,0,0
28130,116574485.8018708,380532948.1463734,-645022209.4410053,-55175448.832580544,0,0
28140,-49807427.39630202,-443485936.86635166,-222925966.1473608,620453097.6493405,0,0
28150,-211550198.5158506,371248766.2693399,529522745.75062394,440476890.3880875,0,0
28160,232992016.55171606,-341510946.4999969,627679140.8272057,-305815863.129289,0,0
28170,-418451272.0130567,177986662.40768293,-35141519.057792015,-675858209.6172798,0,0
28180,393041472.9495265,-39030357.52725332,-629340999.4603853,-162192377.00607473,0,0
28190,-446008919.55643374,-83259937.47822252,-316270394.2674986,572186151.7847906,0,0
28200,299240723.73571783,288267585.93764615,460674900.29105806,504099968.6234258,0,0
28210,-282622925.5933211,-317539318.7765993,662152288.5582505,-223967972.5131843,0,0
28220,46410390.43283023,445464694.56845725,60709246.15539994,-680656858.2427472,0,0
28230,38959364.35571893,-395146638.3043057,-598316479.9740114,-264428422.76062536,0,0
28240,-215191008.43893027,404016571.2916625,-402982431.39388674,509563963.586985,0,0
28250,339559104.30164456,-220843285.57509896,381362926.191455,558472254.1137031,0,0
28260,-390980018.403858,194495921.89906228,684324084.5518605,-137943400.6736849,0,0
28270,430965702.7320915,79253118.61359498,153863765.99615368,-671780601.0152626,0,0
28280,-385153853.426745,-121361762.99450031,-553360206.2652891,-359234789.5210981,0,0
28290,319972219.86489487,327715698.6919129,-480330834.65728474,433859834.60167027,0,0
28300,-142942813.12806043,-371167475.40179706,292667694.74241924,601953345.7301991,0,0
28310,79123742.0462236,439621754.3640631,693795236.3605759,-48936823.01910624,0,0
28320,185707599.52606946,-384215169.12272125,242784504.6857664,-649997307.6557449,0,0
28330,-209209619.79497615,357177376.60243845,-496303546.0576253,-444478228.0410256,0,0
28340,405650214.73631734,-204954379.96735936,-545848788.8039042,347017680.6888532,0,0
28350,-389290191.1151217,66670380.58825866,196078314.03903064,632904086.4246123,0,0
28360,450779261.1118087,53818783.443899475,690177632.9492216,41783524.71155602,0,0
28370,-317919985.7575677,-266704138.44785592,326179066.14371985,-616115946.3320165,0,0
28380,303893994.9374022,298036150.15555847,-429191537.16636056,-518583780.9508171,0,0
28390,-75688348.50766568,-441034781.15741855,-597560665.5306156,251550351.144795,0,0
28400,-11068658.408341922,397126054.5208596,93552460.76926379,649819086.6832248,0,0
28410,188341123.31122822,-417316708.9334781,673117051.6169386,132809964.50355896,0,0
28420,-323027471.0799391,243688008.23601872,402930460.56337106,-570939849.4561951,0,0
28430,377535916.7560843,-220467212.57343674,-354102015.2476064,-580497950.7311423,0,0
28440,-434798844.71718204,-50226587.58397177,-634148504.8361573,150346537.54008406,0,0
28450,393070910.1981482,94323878.18572423,-12477706.896140248,651498985.1774092,0,0
28460,-340660781.7664375,-306032411.4385692,642346739.7696046,222538017.8308774,0,0
28470,168584653.55971977,359983574.2130316,472025151.2921197,-515253879.8082005,0,0
28480,-108132691.73879275,-433817401.1024358,-273015359.87354356,-629600215.1367066,0,0
28490,-159063059.05690363,395394746.29100275,-655019902.372966,46427580.07501258,0,0
28500,184393177.0532297,-371182192.79034275,-119176893.49130258,637236424.8992943,0,0
28510,-391104301.28423625,231012463.48527026,597771622.3328505,309129580.5736095,0,0
28520,383608485.4312406,-93978664.3816503,532488385.21110517,-449840882.9956174,0,0
28530,-453599306.23936725,-24118064.340113252,-187741894.02974892,-665593022.3845483,0,0
28540,335066272.0715244,243923985.81911433,-660269115.6225144,-57290738.323090196,0,0
28550,-323806446.83071625,-277122576.05844563,-223463368.18332058,606975053.2424545,0,0
28560,104594665.52554493,434675654.49708843,539578289.7432376,390511225.29218775,0,0
28570,-16899025.981675223,-397148723.0852344,583333989.7655445,-375522457.8246879,0,0
28580,-160672571.4014296,428825720.0969103,-99900965.4247532,-688394333.8169454,0,0
28590,304959035.9214156,-265320605.03355923,-650553987.0086004,-158183763.9146911,0,0
28600,-362373122.38686496,245494091.47781214,-322234477.9888377,561396627.6337035,0,0
