uur,vx_c,vx_b,vx_ster
2318,25069.84635877469,-38069.08130056177,403.0276170885772
2319,38129.16306045775,-36260.77357529643,368.35424521084417
2320,50955.82580366098,-33897.06852992898,330.8499965855
2321,61043.70311682839,-31031.867435400938,295.44855546312044
2322,64629.83442150365,-27722.854677801737,269.4214160812176
2323,58762.99554215006,-24030.18555818438,258.55901430451263
2324,44501.576031224555,-20015.425498846267,261.2726675921154
2325,26506.68486531093,-15740.696522095892,269.33923620844416
2326,9175.18747188343,-11268.044518574015,275.02198132183156
2327,-5353.396657559351,-6659.043783126973,274.74037660386165
2328,-16648.866995167955,-1974.592650896362,268.05921278009487
2329,-25014.7442628387,2725.1686672973474,255.8906542872749
2330,-30931.22949060813,7380.872574946351,239.46785063770366
2331,-34840.3012451338,11933.911179799845,219.94907093486495
2332,-37088.80614300791,16326.42969601581,198.3128913955223
2333,-37927.64899083329,20501.35742929361,175.35652140131424
2334,-37525.6154113866,24402.506658562415,151.7206902690688
2335,-35983.57630225197,27974.769161716245,127.91466446237885
2336,-33345.11209094063,31164.439377380273,104.33392535995571
2337,-29603.108700330962,33919.69166977538,81.26952081858093
2338,-24703.08723546461,36191.236135029394,58.910351051232865
2339,-18544.86673305835,37933.17194225213,37.34122401131143
2340,-10985.87477078484,39104.04827335304,16.542728469073065
2341,-1853.7841408571567,39668.129329347175,-3.592908008882439
2342,9013.2276830442,39596.84033211422,-23.196130510573035
2343,21656.595177781077,38870.34450523744,-42.226860425442936
2344,35732.629694308715,37479.16464286318,-59.996258822707375
2345,49976.10046045165,35425.71414407123,-74.18740250066588
2346,61473.85580789095,32725.542122289793,-79.52429622903475
2347,65774.55807957846,29408.073956732544,-67.97839673945847
2348,59730.03531587322,25516.96887409308,-34.005675626627074
2349,45185.50634220321,21111.8166439311,18.644477067217487
2350,27453.793771988403,16272.745454384887,79.71335118555447
2351,10777.215900058804,11097.40450822892,140.81172800805808
2352,-3095.7498483803156,5689.514293881049,198.10946087486008
2353,-13957.536662598828,157.5908144724499,250.58726430238613
2354,-22164.883201839104,-5384.219966799014,298.23249953471895
2355,-28169.90675642304,-10819.192652202237,341.19311713237954
2356,-32361.918396737852,-16032.528114990366,379.5126571194584
2357,-35034.12315495963,-20915.843149479933,413.0952456368243
2358,-36389.332155155505,-25371.143620016195,441.73943675644045
2359,-36553.263067479944,-29314.020507036905,465.1814745070224
2360,-35585.513030610484,-32675.907211530197,483.12875730852073
2361,-33485.62072611772,-35405.33772692308,495.2783908374714
2362,-30193.821740611704,-37468.25045692592,501.32036277181646
2363,-25586.77874563621,-38847.46972389173,500.9266330566124
2364,-19469.503351503583,-39541.5452639567,493.72943977642217
2365,-11567.834633081598,-39563.13064973684,479.2979247034043
2366,-1535.624598590639,-38937.051044137406,457.1400319596026
2367,10981.394667560802,-37698.18650794058,426.8077556715769
2368,26112.59149244034,-35889.30375532458,388.3137348524906
2369,43118.501980168076,-33558.98858232519,343.305513835224
2370,59125.90795648245,-30759.825365421435,297.38537629372246
2371,68335.7327199217,-27546.923824395155,261.5610881193222
2372,65465.11925784628,-23976.80333434999,245.89759451964753
2373,51996.155316498436,-20106.528202024005,247.99916654991532
2374,34359.949276610496,-15993.003467748786,256.3509639646936
2375,17474.853234101403,-11692.49550459021,262.2215313447727
2376,3223.8210051884325,-7260.407672208408,262.4668281306449
2377,-8176.314959732161,-2751.235627785876,257.0071826260902
2378,-17065.018481296604,1781.3738819769496,246.78287263812143
2379,-23866.77681707142,6284.508390973771,232.88651553307832
2380,-28944.188364928003,10705.852304942926,216.29320045004326
2381,-32569.259873182848,14993.554913066164,197.80838031043447
2382,-34929.27619242557,19096.13070332222,178.07927139911257
2383,-36138.63638937535,22962.418868828045,157.61689811177214
2384,-36247.94220505866,26541.629541000308,136.8125663819372
2385,-35248.01631055061,29783.50518798826,115.94431978006637
2386,-33068.24515861941,32638.62628732561,95.17209241390297
2387,-29568.93325912967,35058.890128344785,74.52081228752618
2388,-24527.690693261393,36998.1894706053,53.851338460229165
2389,-17621.955589325516,38413.312509886884,32.82297836701431
2390,-8417.957643864405,39265.075495387755,10.86650686586919
2391,3596.565081824743,39519.68204863208,-12.763533257577969
2392,18820.462302551685,39150.27512448494,-38.64437187377082
2393,36897.62057653863,38138.6027485896,-66.01278088267873
2394,55235.09401279535,36476.652457775126,-90.04444021879785
2395,67610.14690626321,34168.06618155964,-99.29582845580974
2396,67523.88275038917,31229.48544987814,-81.89091209908037
2397,55811.23213011293,27693.526450848443,-39.559402610851826
2398,39152.67874535695,23613.929873944166,15.075046462720131
2399,22756.447214847278,19062.41430714127,71.99579281754333
2400,8640.895239677398,14120.547329823403,127.00546815279449
2401,-2899.346070010335,8880.955665413721,179.01762915840254
2402,-12143.18269280184,3448.2280177473085,227.93232632984757
2403,-19465.94569719954,-2064.0288349830744,273.77434032148767
2404,-25191.696281647808,-7537.63109335228,316.4471294501601
2405,-29562.68734665621,-12854.652325541925,355.7049371978052
2406,-32742.529021178205,-17902.19356109361,391.18661923124796
2407,-34824.95465397523,-22576.72301838018,422.4572630936046
2408,-35839.38933763932,-26787.665441394987,449.03951291384544
2409,-35750.35289202114,-30460.018540437042,470.42782485302627
2410,-34448.835216721585,-33535.9113387155,486.0817225229335
2411,-31733.25497026647,-35975.15690825187,495.3939587718634
2412,-27276.94279535102,-37754.93931984072,497.6287688831302
2413,-20580.780914632323,-38868.78141866673,491.82855486789197
2414,-10922.600514094485,-39324.90451851624,476.71102752344177
2415,2627.6381216687023,-39144.10274366635,450.68469953371203
2416,20852.624956477346,-38357.338322463154,412.4892384752772
2417,42918.254656762336,-37003.3320590294,363.8886622016734
2418,63187.82561323635,-35126.39654163704,315.52820707294507
2419,71460.24048108715,-32774.64087176446,286.48492631030956
2420,64393.8073497007,-29998.490620031498,283.21155952979944
