uur,vx_c,x_c,y_c,vx_b,x_b,y_b,vx_ster,x_ster,y_ster
990001,33487.983285459886,22194642443462.223,-6983401214794.065,-1847.624696321017,22210948792514.266,-7005272153435.137,174.94090562705625,22182698408714.98,-6999995746321.104
990002,26648.986146965563,22197307342076.918,-6987486280576.724,-7699.382722352217,22210178854242.03,-7009498445055.471,221.8840884988159,22182720597123.832,-6999970541999.304
990003,16550.7754957446,22198962419626.492,-6992441356295.129,-13198.322322736472,22208859022009.758,-7013532968274.039,272.7614873977263,22182747873272.57,-6999944860206.383
990004,2612.385074550346,22199223658133.945,-6998047300415.769,-18232.991100025738,22207035722899.754,-7017304349417.226,327.98939310387544,22182780672211.88,-6999919523571.935
990005,-15177.30516988128,22197705927616.957,-7003862270059.043,-22722.696001293058,22204763453299.625,-7020752553785.438,387.11472097259474,22182819383683.977,-6999895698488.735
990006,-35136.44008455563,22194192283608.5,-7009152473629.474,-26616.536092229133,22202101799690.402,-7023829164231.695,446.7400586763645,22182864057689.844,-6999875021060.587
990007,-52807.03222551978,22188911580385.95,-7013000611262.535,-29889.623464652,22199112837343.938,-7026497279077.477,498.5058567033775,22182913908275.516,-6999859397908.535
990008,-62517.47401733025,22182659832984.215,-7014715870427.076,-32533.69929844854,22195859467414.094,-7028731208721.775,531.9141600613851,22182967099691.523,-6999850252567.153
990009,-62005.15813914512,22176459317170.3,-7014216094981.224,-34551.47280033736,22192404320134.06,-7030515096941.248,542.8121946849321,22183021380910.992,-6999847829459.807
990010,-53790.27026457299,22171080290143.844,-7011930041524.865,-35960.50024155463,22188808270109.902,-7031841191074.433,535.9462365576017,22183074975534.65,-6999851384135.511
990011,-41822.0569873498,22166898084445.11,-7008444531761.933,-36789.140413307345,22185129356068.57,-7032708704929.505,518.7588906327751,22183126851423.71,-6999859840035.997
990012,-28925.548740671435,22164005529571.043,-7004280318096.709,-37070.92609235824,22181422263459.336,-7033122873847.398,496.651848226316,22183176516608.535,-6999872206991.172
990013,-16544.9392832148,22162351035642.723,-6999833903816.606,-36841.69267942601,22177738094191.395,-7033094055810.297,472.4962326605953,22183223766231.8,-6999887693686.226
990014,-5264.728611857927,22161824562781.535,-6995392341744.089,-36137.94527494966,22174124299663.9,-7032636915468.479,447.5831802728067,22183268524549.83,-6999905685185.088
990015,4747.736953284411,22162299336476.863,-6991163168718.679,-34995.765765025106,22170624723087.395,-7031769719974.512,422.43277118861,22183310767826.945,-6999925691911.144
990016,13496.201248842794,22163648956601.746,-6987300340766.412,-33450.09245400594,22167279713841.992,-7030513754132.67,397.2431540703119,22183350492142.35,-6999947305296.128
990017,21037.077523029886,22165752664354.05,-6983923027394.649,-31534.2992805833,22164126283913.934,-7028892850458.479,372.1062574117459,22183387702768.094,-6999970165911.127
990018,27425.193354975818,22168495183689.547,-6981128474625.89,-29280.014356765,22161198282478.258,-7026933024168.087,347.10668524505655,22183422413436.617,-6999993941909.639
990019,32688.111218657017,22171763994811.414,-6979000654022.965,-26717.12493428287,22158526569984.83,-7024662200943.74,322.36905860459234,22183454650342.477,-7000018314690.129
990020,36811.36918080654,22175445131729.496,-6977615982723.928,-23873.925675920866,22156139177417.234,-7022110024926.3,298.0860785429558,22183484458950.332,-7000042969484.177
990021,39725.85900522313,22179417717630.02,-6977046839080.835,-20777.37769106875,22154061439648.13,-7019307734853.825,274.54330120044744,22183511913280.453,-7000067589606.11
990022,41292.49586719238,22183546967216.74,-6977363030291.434,-17453.45566705579,22152316094081.42,-7016288097049.292,252.1494198849806,22183537128222.44,-7000091854142.294
990023,41281.13950063298,22187675081166.8,-6978630682879.372,-13927.568906124254,22150923337190.81,-7013085384715.062,231.47757216803447,22183560275979.66,-7000115440116.847
990024,39342.5609757258,22191609337264.375,-6980906982380.256,-10225.048986505539,22149900832292.156,-7009735393484.877,213.31985085731668,22183581607964.746,-7000138032092.082
990025,34977.473313309994,22195107084595.707,-6984227400739.682,-6371.7021369373415,22149263662078.46,-7006275483244.602,198.74760440757527,22183601482725.188,-7000159345455.57
990026,27523.300774417035,22197859414673.15,-6988579100235.722,-2394.428275415889,22149024219250.918,-7002744635718.211,189.1394464743455,22183620396669.836,-7000179175083.335
990027,16225.905331067592,22199482005206.254,-6993850600999.285,1678.0891924459165,22149192028170.164,-6999183516099.1875,186.05315389840027,22183639001985.227,-7000197487711.734
990028,565.3523515335182,22199538540441.406,-6999749151188.913,5814.619226331905,22149773490092.797,-6995634524996.641,190.62995399690473,22183658064980.625,-7000214573871.4795
990029,-18892.90244984068,22197649250196.42,-7005704600356.344,9980.546996258025,22150771544792.42,-6992141824173.484,202.03118759694004,22183678268099.383,-7000231224842.25
990030,-39212.33776412172,22193728016420.008,-7010864119352.293,14136.985059691375,22152185243298.39,-6988751316193.275,215.07477106046088,22183699775576.49,-7000248742500.298
990031,-55036.98242257212,22188224318177.75,-7014349127828.977,18239.881477758187,22154009231446.168,-6985510554301.934,220.15128642624967,22183721790705.133,-7000268466478.863
990032,-61891.82414692863,22182035135763.06,-7015692949818.625,22239.19221335657,22156233150667.504,-6982468553519.962,209.309578873254,22183742721663.02,-7000290968931.27
990033,-59648.46993315855,22176070288769.742,-7015003028542.651,26078.153005576398,22158840965968.062,-6979675465191.643,182.64623335733697,22183760986286.355,-7000315757573.061
990034,-51369.12074511686,22170933376695.23,-7012728724380.036,29692.683328343323,22161810234300.9,-6977182068224.387,146.17918805495628,22183775604205.16,-7000341706481.58
990035,-40272.63588517376,22166906113106.715,-7009381518914.487,33011.071281043754,22165111341429.004,-6975039026898.357,106.2597987738406,22183786230185.04,-7000367575953.524
990036,-28444.864145293235,22164061626692.184,-7005400211730.986,35954.194582613745,22168706760887.266,-6973295868020.68,67.1954297785447,22183792949728.016,-7000392266872.003
990037,-16955.377211570194,22162366088971.027,-7001124682485.497,38436.55425337358,22172550416312.6,-6971999639402.557,31.458459311134426,22183796095573.945,-7000414876920.985
990038,-6270.23087074853,22161739065883.953,-6996810937345.529,40368.38818946609,22176587255131.547,-6971193230392.106,0.4343550863206751,22183796139009.453,-7000434682719.911
990039,3444.3670579791888,22162083502589.75,-6992653678092.555,41659.10360900959,22180753165492.45,-6970913367153.622,-25.03898610045108,22183793635110.844,-7000451110007.246
990040,12152.217369470443,22163298724326.695,-6988805687216.905,42222.18951021666,22184975384443.473,-6971188342987.725,-44.38715318200724,22183789196395.527,-7000463711245.314
990041,19860.568463830725,22165284781173.08,-6985392301488.367,41981.605883519245,22189173545031.824,-6972035607342.324,-57.17723614339158,22183783478671.914,-7000472153103.544
990042,26576.27964610833,22167942409137.688,-6982521755120.362,40879.36655804576,22193261481687.63,-6973459411318.572,-63.08156270061732,22183777170515.645,-7000476211220.093
990043,32281.36424056705,22171170545561.746,-6980292490246.293,38883.64304547201,22197149845992.176,-6975448779025.693,-61.88019838150681,22183770982495.805,-7000475768638.619
990044,36915.368063983755,22174862082368.145,-6978798242115.059,35996.2909933723,22200749475091.51,-6977976120475.652,-53.472651614453945,22183765635230.645,-7000470814579.874
990045,40357.44752109031,22178897827120.254,-6978131259030.56,32258.386575359888,22203975313749.047,-6980996795943.738,-37.87734608556994,22183761847496.035,-7000461441065.908
990046,42403.421340862544,22183138169254.34,-6978383440604.076,27752.338121049797,22206750547561.152,-6984449863429.4,-15.201733151281712,22183760327322.72,-7000447836436.223
990047,42734.464751792795,22187411615729.52,-6979644296648.847,22599.53771550666,22209010501332.703,-6988260088913.87,14.429168976166011,22183761770239.617,-7000430277310.518
990048,40877.129062160966,22191499328635.734,-6981993077495.431,16953.321494174772,22210705833482.12,-6992341099745.458,50.98775068411856,22183766869014.688,-7000409124581.328
990049,36165.17406319989,22195115846042.055,-6985479650303.648,10988.008103750213,22211804634292.496,-6996599364636.993,94.67846294468902,22183776336860.98,-7000384835290.039
990050,27747.996024607233,22197890645644.516,-6990084428887.58,4885.642426012121,22212293198535.098,-7000938547133.261,146.00008801300527,22183790936869.78,-7000358010903.303
990051,14778.478928703746,22199368493537.387,-6995644704554.729,-1177.5079608709848,22212175447739.01,-7005263751236.266,205.47888822723877,22183811484758.605,-7000329508125.824
990052,-2944.5088661672853,22199074042650.77,-7001748137699.9795,-7042.539474657383,22211471193791.547,-7009485298874.951,272.5528571798948,22183838740044.324,-7000300612964.355
990053,-23702.62709337776,22196703779941.434,-7007660402762.379,-12574.232034815917,22210213770588.066,-7013521931433.719,343.2625083036141,22183873066295.156,-7000273155246.934
990054,-42995.26210282088,22192404253731.152,-7012460170174.879,-17658.636792885416,22208447906908.777,-7017303094463.669,408.64707466882595,22183913931002.625,-7000249246520.835
990055,-55570.697356473334,22186847183995.504,-7015440154461.043,-22206.02194087385,22206227304714.69,-7020769376307.896,458.5040673477319,22183959781409.36,-7000230538579.172
990056,-59323.30244827444,22180914853750.676,-7016409084250.757,-26160.973467552318,22203611207367.938,-7023872264240.584,488.6288154343386,22184008644290.902,-7000217668536.347
990057,-55883.70577128386,22175326483173.547,-7015604571601.117,-29495.935208773848,22200661613847.06,-7026574041015.64,501.86389996995655,22184058830680.9,-7000210419966.531
990058,-48113.993295299195,22170515083844.016,-7013437964782.447,-32202.649667162455,22197441348880.344,-7028847275648.179,503.43402483283444,22184109174083.383,-7000208195980.606
990059,-38307.88348364215,22166684295495.652,-7010321043782.004,-34287.51389513137,22194012597490.832,-7030673942588.766,497.60272682631177,22184158934356.066,-7000210343695.305
990060,-27859.82927910624,22163898312567.742,-7006602240278.54,-35767.993134367374,22190435798177.395,-7032044371012.432,487.04167474605805,22184207638523.54,-7000216277909.258
990061,-17509.140820080404,22162147398485.734,-7002559934597.414,-36669.39112783093,22186768859064.613,-7032956159379.062,473.2614916175855,22184254964672.7,-7000225499823.064
990062,-7615.67650509785,22161385830835.223,-6998414748208.634,-37022.079639114665,22183066651100.703,-7033413136850.088,457.103434105241,22184300675016.11,-7000237580486.594
990063,1657.0944288851697,22161551540278.11,-6994344699153.276,-36859.27505175303,22179380723595.527,-7033424418779.854,439.0636220181832,22184344581378.312,-7000252138419.462
990064,10237.436288234328,22162575283906.934,-6990498286100.158,-36215.3581115175,22175759187784.375,-7033003580109.279,419.4759968381578,22184386528977.996,-7000268820355.898
990065,18087.566907854234,22164384040597.72,-6987004723094.046,-35124.67872931953,22172246719911.44,-7032167954666.112,398.61176240911453,22184426390154.24,-7000287286500.313
990066,25170.226641724785,22166901063261.89,-6983981740703.997,-33620.767057368954,22168884643205.703,-7030938058227.027,376.73634886447235,22184464063789.125,-7000307199540.242
990067,31426.148849844732,22170043678146.875,-6981541521812.455,-31735.871011818093,22165711056104.52,-7029337127218.8,354.1482072684318,22184499478609.85,-7000328216417.403
990068,36754.378199473555,22173719115966.824,-6979795150234.257,-29500.749218225832,22162760981182.695,-7027390761865.402,331.21385641494584,22184532599995.492,-7000349982225.777
990069,40989.97988298343,22177818113955.12,-6978855596413.01,-26944.661087412085,22160066515073.953,-7025126661412.479,308.40889357660956,22184563440884.85,-7000372126264.614
990070,43874.794894161816,22182205593444.54,-6978838689266.188,-24095.50912630613,22157656964161.324,-7022574439010.994,286.37271077609535,22184592078155.93,-7000394261334.3
990071,45018.072281922745,22186707400672.73,-6979860494767.017,-20980.101037203487,22155558954057.605,-7019765504357.871,265.9825649367571,22184618676412.42,-7000415989254.872
990072,43848.26299473843,22191092226972.203,-6982027606369.24,-17624.50999920686,22153796503057.684,-7016733002874.982,248.44450831173083,22184643520863.254,-7000436919112.086
990073,39573.42400719115,22195049569372.92,-6985413504813.798,-14054.520559679526,22152391051001.715,-7013511800777.108,235.3689575827487,22184667057759.01,-7000456710900.222
990074,31215.261105326892,22198171095483.453,-6990009687388.326,-10296.154613514267,22151361435540.363,-7010138505630.442,228.7110596119007,22184689928864.973,-7000475165441.881
990075,17887.610930105213,22199959856576.465,-6995640147111.615,-6376.276231690659,22150723807917.195,-7006651511785.587,230.2611600685355,22184712954980.98,-7000492381686.644
990076,-401.22778865422515,22199919733797.598,-7001852533585.668,-2323.273300625875,22150491480587.133,-7003091059270.78,240.17057240727397,22184736972038.223,-7000508956892.902
990077,-21467.750930743547,22197772958704.523,-7007878628706.8955,1832.1955022121183,22150674700137.355,-6999499293239.486,254.5962941376043,22184762431667.637,-7000526059099.331
990078,-40622.50573745222,22193710708130.777,-7012822721497.879,6056.414462081509,22151280341583.562,-6995920308618.588,265.0962530473809,22184788941292.94,-7000545079797.22
990079,-53167.74371839313,22188393933758.938,-7016041663021.421,10311.804835879495,22152311522067.152,-6992400160702.354,263.2357640911586,22184815264869.35,-7000566933647.371
990080,-57566.46438570447,22182637287320.367,-7017363281071.369,14556.07680441999,22153767129747.594,-6988986817106.5,246.4312172603511,22184839907991.08,-7000591656350.394
990081,-55344.36801750719,22177102850518.617,-7016982124041.648,18741.31769063542,22155641261516.656,-6985730020857.727,217.7747844311808,22184861685469.52,-7000618597533.821
990082,-48940.828106513414,22172208767707.965,-7015246401795.065,22813.08003707259,22157922569520.363,-6982681028973.46,182.08035905851793,22184879893505.426,-7000646814830.837
990083,-40336.98746960787,22168175068961.004,-7012516208942.086,26709.60300642405,22160593529821.004,-6979892185593.023,143.3605019109825,22184894229555.617,-7000675337597.804
990084,-30795.464479049333,22165095522513.098,-7009107350612.671,30361.32178859755,22163629661999.863,-6977416284571.468,104.34974971861357,22184904664530.59,-7000703274151.632
990085,-21033.768010757783,22162992145712.023,-7005281433478.781,33690.84004756591,22166998746004.62,-6975305675282.273,66.82428011621141,22184911346958.6,-7000729835274.154
990086,-11435.980121291592,22161848547699.895,-7001253178380.119,36613.57506841495,22170660103511.46,-6973611069424.649,31.988133878993814,22184914545771.99,-7000754327741.822
990087,-2202.3329327914016,22161628314406.617,-6997201713983.043,39039.31998073439,22174564035509.535,-6972380018754.853,0.7396300300289553,22184914619734.992,-7000776142451.95
990088,6559.684043481533,22162284282810.965,-6993281222755.026,40874.98097038554,22178651533606.574,-6971655057442.251,-26.17684035261465,22184912002050.957,-7000794745710.517
990089,14781.48559490425,22163762431370.457,-6989629826887.677,42028.71141609518,22182854404748.184,-6971471541819.188,-48.09588380648181,22184907192462.58,-7000809675538.667
990090,22399.776255617704,22166002408996.02,-6986376780794.745,42415.54447682937,22187095959195.867,-6971855276460.581,-64.40222895186824,22184900752239.684,-7000820542353.2
990091,29331.973836425288,22168935606379.66,-6983648295370.15,41964.39164669058,22191292398360.535,-6972820085925.414,-74.52651951351946,22184893299587.73,-7000827032486.836
990092,35453.21457311118,22172480927836.973,-6981572211616.348,40625.92590944954,22195354990951.48,-6974365565781.936,-77.94921289842836,22184885504666.44,-7000828912776.236
990093,40569.22909486956,22176537850746.46,-6980281406509.91,38380.454013695286,22199193036352.85,-6976475305941.803,-74.19680723929473,22184878084985.72,-7000826034713.894
990094,44380.062269635695,22180975856973.426,-6979915159207.057,35244.514541665965,22202717487807.02,-6979115899348.308,-62.813720931047065,22184871803613.625,-7000818337748.824
990095,46430.954846718225,22185618952458.098,-6980616421954.278,31274.772876599345,22205844965094.68,-6982237007058.418,-43.29465480299719,22184867474148.145,-7000805853932.749
990096,46053.24719898046,22190224277177.996,-6982520460965.07,26567.965297780946,22208501761624.457,-6985772637325.189,-14.975383871924524,22184865976609.758,-7000788721341.674
990097,42322.242648807005,22194456501442.875,-6985726058863.448,21256.226668756848,22210627384291.332,-6989643626543.513,23.072297051207126,22184868283839.465,-7000767222572.892
990098,34127.18078135257,22197869219521.01,-6990235549027.784,15498.063785771392,22212177190669.91,-6993761130467.958,71.96462883343317,22184875480302.348,-7000741874737.622
990099,20580.4220288073,22199927261723.89,-6995853981899.128,9466.620982333592,22213123852768.145,-6998030820486.635,132.3208649681415,22184888712388.844,-7000713590611.917
990100,2031.746225428189,22200130436346.434,-7002079561584.089,3339.592097111651,22213457811977.855,-7002357429373.307,202.45371199815315,22184908957760.043,-7000683853820.328
990101,-18735.90971039764,22198256845375.395,-7008113567038.348,-2705.3683690401976,22213187275140.953,-7006648794092.149,276.1932090751004,22184936577080.95,-7000654676830.449
990102,-36992.114517971364,22194557633923.598,-7013116901741.97,-8504.926598162117,22212336782481.137,-7010818347512.944,343.8653374514689,22184970963614.695,-7000628113657.15
990103,-48966.14945288343,22189661018978.31,-7016547614573.856,-13929.50513382165,22210943831967.754,-7014787306003.997,397.76238208313754,22185010739852.902,-7000605625168.656
990104,-53889.56538115974,22184272062440.19,-7018268381650.905,-18880.83901475799,22209055748066.277,-7018486742265.954,435.8918379003425,22185054329036.69,-7000587868894.737
990105,-53149.657887548434,22178957096651.438,-7018422910332.348,-23286.83274005814,22206727064792.273,-7021858690281.597,460.38657156396647,22185100367693.848,-7000574920257.753
990106,-48627.46951933382,22174094349699.504,-7017274676343.164,-27099.64203793129,22204017100588.48,-7024856389908.369,474.4314651476356,22185147810840.363,-7000566568251.195
990107,-41847.232354342574,22169909626464.07,-7015106734949.668,-30293.19430659189,22200987781157.82,-7027443945570.822,480.6817797010199,22185195879018.332,-7000562502032.695
990108,-33832.384825075686,22166526387981.562,-7012179444689.031,-32859.71753245443,22197701809404.574,-7029595601741.83,480.97750657793966,22185243976768.99,-7000562393066.75
990109,-25215.35481722452,22164004852499.84,-7008719666057.981,-34805.89577739171,22194221219826.836,-7031294794929.851,476.5230713297712,22185291629076.12,-7000565920588.989
990110,-16373.89388996144,22162367463110.844,-7004923055723.738,-36149.16820541695,22190606303006.293,-7032533108242.916,468.11679833342413,22185338440755.953,-7000572773514.745
990111,-7533.561433119465,22161614106967.53,-7000960567615.657,-36914.46830507369,22186914856175.785,-7033309221664.924,456.3205927987739,22185384072815.234,-7000582644621.938
990112,1164.7949658762755,22161730586464.117,-6996985612541.102,-37131.53061854825,22183201703113.93,-7033627921014.88,441.56846166969865,22185428229661.402,-7000595223176.289
990113,9621.403349065477,22162692726799.023,-6993140723547.146,-36832.78274669863,22179518424839.26,-7033499203572.627,424.23453837064994,22185470653115.24,-7000610187899.834
990114,17747.434684138734,22164467470267.438,-6989563508972.758,-36051.77811985568,22175913247027.277,-7032937499381.379,404.679402139503,22185511121055.453,-7000627200572.934
990115,25440.696988753778,22167011539966.312,-6986391960009.925,-34822.09601063693,22172431037426.215,-7031961013903.306,383.2884040494831,22185549449895.86,-7000645900113.343
990116,32561.274027168936,22170267667369.03,-6983769152289.849,-33176.62759360485,22169113374666.855,-7030591189035.546,360.5123607890184,22185585501131.938,-7000665897077.109
990117,38901.91012431152,22174157858381.46,-6981847114418.843,-31147.17151410391,22165998657515.445,-7028852274357.228,336.91974475359785,22185619193106.414,-7000686769047.376
990118,44148.04675363588,22178572663056.824,-6980789017670.356,-28764.273219182778,22163122230193.527,-7026770997822.44,313.2693705148957,22185650520043.465,-7000708058532.688
990119,47823.498378688906,22183355012894.69,-6980767553156.997,-26057.255333874265,22160516504660.14,-7024376324071.151,290.6106610314046,22185679581109.566,-7000729277375.3545
990120,49224.373061393526,22188277450200.832,-6981954850783.915,-23054.39940161117,22158211064719.98,-7021699288429.753,270.40646026856535,22185706621755.594,-7000749926299.19
990121,47368.1101767911,22193014261218.51,-6984495051350.258,-19783.25112435048,22156232739607.547,-7018772895017.864,254.62871855023312,22185732084627.45,-7000769546041.232
990122,41050.48053566342,22197119309272.08,-6988446053964.273,-16271.030938341144,22154605636513.71,-7015632067799.466,245.65588396224277,22185756650215.844,-7000787824964.759
990123,29222.538035829595,22200041563075.66,-6993681345425.172,-12545.137957234418,22153351122717.99,-7012313643622.316,245.5813564868103,22185781208351.492,-7000804779971.693
990124,11923.589635878958,22201233922039.25,-6999780659938.008,-8633.735640501282,22152487749153.938,-7008856396007.383,254.49800226535135,22185806658151.72,-7000820957813.758
990125,-8580.661099827932,22200375855929.266,-7006018376442.652,-4566.401384476713,22152031109015.49,-7005301077398.444,268.40502703723206,22185833498654.42,-7000837456221.517
990126,-28002.803109776924,22197575575618.29,-7011564572561.726,-374.8203269644273,22151993626982.793,-7001690465609.319,279.58917133957647,22185861457571.555,-7000855553205.892
990127,-42403.43704811209,22193335231913.477,-7015795169353.326,3906.473745988673,22152384274357.39,-6998069397619.409,280.9950777797381,22185889557079.332,-7000876135442.801
990128,-50304.10839720279,22188304821073.758,-7018444780778.932,8239.278891116137,22153208202246.504,-6994484771104.038,270.12301165890943,22185916569380.496,-7000899416651.198
990129,-52429.64088111497,22183061856985.645,-7019541646390.143,12580.818258930214,22154466284072.4,-6990985490603.864,248.55945233627227,22185941425325.73,-7000925057790.342
990130,-50326.89625856392,22178029167359.79,-7019269755025.716,16882.79476512906,22156154563548.91,-6987622330325.737,219.4378160459383,22185963369107.336,-7000952421891.103
990131,-45439.8116637229,22173485186193.418,-7017865446714.32,21090.48864694992,22158263612413.605,-6984447679808.218,185.7395820941201,22185981943065.547,-7000980766051.373
990132,-38828.23632026143,22169602362561.39,-7015564689976.496,25141.993553547803,22160777811768.96,-6981515133133.717,149.7807551271763,22185996921141.06,-7001009340984.274
990133,-31193.90583880587,22166482971977.51,-7012583371641.762,28967.71043247867,22163674582812.207,-6978878877944.544,113.26269099293768,22186008247410.156,-7001037430918.355
990134,-22981.235481029355,22164184848429.41,-7009113776521.916,32490.257121496754,22166923608524.355,-6976592838543.345,77.45833089589024,22186015993243.246,-7001064365112.493
990135,-14468.722797749442,22162737976149.637,-7005327702109.891,35624.99747392748,22170486108271.75,-6974709530025.748,43.37749814457205,22186020330993.062,-7001089518842.193
990136,-5834.974219988868,22162154478727.637,-7001381792178.907,38281.43427575955,22174314251699.324,-6973278590844.1875,11.880372119859867,22186021519030.273,-7001112312184.964
990137,2796.1514008169415,22162434093867.72,-6997423329887.59,40365.72638404742,22178350824337.73,-6972344983172.523,-16.254110960644795,22186019893619.176,-7001132209908.708
990138,11323.450314766833,22163566438899.195,-6993595926661.242,41784.55654793002,22182529279992.523,-6971946887341.183,-40.2918297254613,22186015864436.203,-7001148723347.576
990139,19642.382800739346,22165530677179.27,-6990045013660.499,42450.46263858892,22186774326256.383,-6972113369895.137,-59.52687915945354,22186009911748.29,-7001161413970.106
990140,27619.264194375522,22168292603598.707,-6986923144262.321,42288.52779658472,22191003179036.043,-6972861971755.371,-73.27328285247452,22186002584420.004,-7001169897764.455
990141,35059.92936695896,22171798596535.402,-6984394948483.943,41244.00277819262,22195127579313.863,-6974196434358.497,-80.85199392301335,22185994499220.613,-7001173849455.126
990142,41666.66517420301,22175965263052.824,-6982641042938.229,39290.04664666466,22199056583978.53,-6976104840861.935,-81.55697515449411,22185986343523.098,-7001173006208.11
990143,46977.225207258,22180662985573.55,-6981858951327.803,36434.41395855864,22202700025374.387,-6978558474383.306,-74.58208437589059,22185978885314.66,-7001167172635.729
990144,50284.64477866366,22185691450051.418,-6982256459850.851,32723.72505052513,22205972397879.438,-6981511664493.767,-58.898401471415504,22185972995474.51,-7001156233939.666
990145,50559.29242895473,22190747379294.312,-6984027991720.56,28244.067697110306,22208796804649.15,-6984902796848.057,-33.1141455031259,22185969684059.96,-7001140193513.714
990146,46463.99046893927,22195393778341.207,-6987298332180.538,23117.17826511412,22211108522475.66,-6988656512699.084,4.519878985345009,22185970136047.86,-7001119263717.406
990147,36693.2648719071,22199063104828.4,-6992019592649.85,17492.46142886201,22212857768618.547,-6992686973506.12,55.532075846095275,22185975689255.445,-7001094036552.006
990148,20933.223731839258,22201156427201.582,-6997844804096.998,11537.372015735424,22214011505820.12,-6996901962022.392,119.51800482270366,22185987641055.926,-7001065692486.136
990149,1130.4832935265367,22201269475530.934,-7004092904723.553,5431.708258050636,22214554676645.926,-7001207258690.519,191.8359781803677,22186006824653.742,-7001036039278.935
990150,-18589.612351348384,22199410514295.797,-7009939681743.265,-641.2065346086229,22214490555992.465,-7005509980772.266,263.8094875246735,22186033205602.496,-7001007140588.302
990151,-34261.04657091221,22195984409638.707,-7014729254836.98,-6519.3309630621325,22213838622896.16,-7009721280837.707,327.18047218167465,22186065923649.715,-7000980726250.494
990152,-44176.93860179584,22191566715778.527,-7018130885067.133,-12070.17534727713,22212631605361.434,-7013759394019.355,378.02658301723955,22186103726308.016,-7000957885488.414
990153,-48699.7885467902,22186696736923.848,-7020090319391.688,-17186.741999004495,22210912931161.53,-7017551918827.822,416.3877481672891,22186145365082.832,-7000939143169.794
990154,-49036.435251703064,22181793093398.676,-7020712028419.45,-21787.121407195176,22208734219020.812,-7021037051570.684,444.00676052221684,22186189765758.883,-7000924669530.182
990155,-46404.350186813856,22177152658379.996,-7020167073107.712,-25814.140810496316,22206152804939.76,-7024164022169.21,462.7911781009126,22186236044876.69,-7000914447363.488
990156,-41747.36519035499,22172977921860.96,-7018642570083.84,-29233.303787091867,22203229474561.05,-7026892937855.12,474.27748288268475,22186283472624.98,-7000908366045.43
990157,-35723.550742431726,22169405566786.72,-7016319727702.579,-32029.525440005807,22200026522017.05,-7029194207107.711,479.5895869040702,22186331431583.67,-7000906265381.144
990158,-28771.39602669458,22166528427184.05,-7013366995386.052,-34203.38467390636,22196606183549.66,-7031047697587.125,479.5387690672597,22186379385460.58,-7000907953168.921
990159,-21178.926393322003,22164410534544.72,-7009940218224.229,-35767.42086015718,22193029441463.645,-7032441757343.174,474.729284382963,22186426858389.016,-7000913210659.707
990160,-13137.35347292123,22163096799197.426,-7006185769923.751,-36742.793879692865,22189355162075.676,-7033372199146.307,465.6376084503208,22186473422149.86,-7000921792745.667
990161,-4779.857208084017,22162618813476.617,-7002244893063.797,-37156.46378279461,22185639515697.395,-7033841318552.767,452.6673382130838,22186518688883.68,-7000933425726.399
990162,3789.461674667624,22162997759644.082,-6998258578475.992,-37038.933923713405,22181935622305.023,-7033856990898.461,436.1892894632535,22186562307812.625,-7000947803618.645
990163,12471.106499181426,22164244870294.0,-6994372810114.251,-36422.53243024361,22178293369062.0,-7033431872350.866,416.5765046516281,22186603965463.09,-7000964583181.903
990164,21145.01025728733,22166359371319.73,-6990744167576.718,-35340.17083624818,22174759351978.375,-7032582715507.871,394.24334932969043,22186643389798.023,-7000983377612.861
990165,29639.06055392549,22169323277375.12,-6987545692264.198,-33824.50527289297,22171376901451.086,-7031329800107.873,369.69857962092186,22186680359655.984,-7001003749078.514
990166,37684.5691252623,22173091734287.65,-6984972480603.113,-31907.42617914914,22168186158833.17,-7029696473207.217,343.62439129545515,22186714722095.113,-7001025201109.71
990167,44850.96120914878,22177576830408.562,-6983245322673.522,-29619.810741191603,22165224177759.05,-7027708789686.699,316.9952965195907,22186746421624.766,-7001047174007.072
990168,50455.068434050845,22182622337251.97,-6982608153701.284,-26991.48400140952,22162525029358.91,-7025395242298.102,291.2450162440474,22186775546126.39,-7001069051120.725
990169,53459.7778559882,22187968315037.566,-6983310174117.954,-24051.34716710225,22160119894642.2,-7022786569954.533,268.4539643060263,22186802391522.82,-7001090192917.767
990170,52440.58835801222,22193212373873.367,-6985556585322.701,-20827.643310665095,22158037130311.133,-7019915633055.686,251.41242394595824,22186827532765.215,-7001110028479.404
990171,45835.005029318025,22197795874376.3,-6989410869336.686,-17348.339489299324,22156302296362.203,-7016817344868.085,243.16330110404755,22186851849095.324,-7001128235945.626
990172,32786.4941627606,22201074523792.58,-6994661810698.446,-13641.607607544516,22154938135601.45,-7013528647921.673,245.45002660535047,22186876394097.984,-7001144987655.298
990173,14439.999852421111,22202518523777.82,-7000750441971.41,-9736.382815265702,22153964497319.92,-7010088523623.262,256.3329470804489,22186902027392.69,-7001161084686.835
990174,-5686.36864688039,22201949886913.133,-7006892188625.231,-5662.976867228594,22153398199633.2,-7006538021709.776,269.5081202832446,22186928978204.72,-7001177731643.119
990175,-23468.544393661017,22199603032473.766,-7012357897883.425,-1453.7437389144325,22153252825259.31,-7002920294395.477,277.5671605738691,22186956734920.777,-7001196018677.817
990176,-36421.20271043919,22195960912202.723,-7016681236215.059,2856.1756499019666,22153538442824.297,-6999280618693.183,276.1372905518128,22186984348649.832,-7001216539251.01
