uur,vx_c,x_c,y_c,vx_b,x_b,y_b,vx_ster,x_ster,y_ster
998840,40696.55306999569,22371297142742.41,-7042633535604.727,-36499.89184452484,22364677339569.65,-7087064830497.211,365.0273739380157,22381052245475.31,-7062388026502.373
998841,45173.77408656638,22375814520151.066,-7042456697695.624,-33403.584302165444,22361336981139.434,-7084567392963.117,338.60679987350045,22381086106155.297,-7062410134709.604
998842,48113.93231682894,22380625913382.75,-7043395899642.074,-29693.264118058247,22358367654727.63,-7081653416126.975,311.4146161247135,22381117247616.91,-7062432631293.6045
998843,48455.91540170098,22385471504922.92,-7045690048266.486,-25461.976996307014,22355821457028.0,-7078381741321.872,285.9519056132769,22381145842807.473,-7062454730758.777
998844,44353.2540192588,22389906830324.848,-7049571481926.872,-20814.32796909669,22353740024231.09,-7074817618812.328,266.23454849115564,22381172466262.32,-7062475622098.574
998845,33004.70189020178,22393207300513.867,-7055128602772.302,-15861.454499718566,22352153878781.117,-7071030569351.427,258.0758630758628,22381198273848.63,-7062494734434.756
998846,11900.824931942923,22394397383007.062,-7061979885958.926,-10716.177668062972,22351082261014.312,-7067092265066.192,266.7614077709999,22381224949989.406,-7062512350066.15
998847,-16345.94841181211,22392762788165.883,-7068945466729.131,-5488.686074619868,22350533392406.85,-7063074549687.364,288.12466742625656,22381253762456.15,-7062530221162.223
998848,-41067.40235362573,22388656047930.52,-7074533706023.757,-282.8903546835754,22350505103371.383,-7059047687525.734,303.12013571520566,22381284074469.72,-7062550683581.093
998849,-54082.464824027695,22383247801448.117,-7078008289144.705,4806.468315662671,22350985750202.95,-7055078892479.445,297.2308568009511,22381313797555.4,-7062574699458.168
998850,-56621.16974041982,22377585684474.074,-7079467854704.313,9695.648886420891,22351955315091.59,-7051231155457.318,273.21453085356137,22381341119008.484,-7062601717377.776
998851,-53059.915604836286,22372279692913.59,-7079320566048.131,14312.666469489115,22353386581738.54,-7047562368480.813,239.55678963302122,22381365074687.45,-7062630645573.98
998852,-46568.82054283072,22367622810859.31,-7077977061957.795,18597.324466946397,22355246314185.234,-7044124725773.701,202.4516060474387,22381385319848.055,-7062660421159.358
998853,-38835.87653629029,22363739223205.68,-7075770008017.046,22500.759897637512,22357496390175.0,-7040964368025.613,165.29573867663905,22381401849421.92,-7062690160432.961
998854,-30670.376588250838,22360672185546.855,-7072955697779.212,25984.634866098175,22360094853661.61,-7038121228378.155,129.80524341071197,22381414829946.26,-7062719156834.165
998855,-22440.523677898662,22358428133179.066,-7069732849031.372,29020.097091971696,22362996863370.805,-7035629036305.17,96.82783357632218,22381424512729.62,-7062746846289.283
998856,-14303.197194919796,22356997813459.574,-7066260484388.451,31586.628448110718,22366155526215.617,-7033515437267.29,66.77296401830294,22381431190026.023,-7062772773565.759
998857,-6316.061176575809,22356366207341.918,-7062671803556.589,33670.88132768921,22369522614348.387,-7031802190585.266,39.825210747183505,22381435172547.098,-7062796565552.346
998858,1507.44599603625,22356516951941.523,-7059084656826.201,35265.57573091192,22373049171921.477,-7030505414028.864,16.052057869703873,22381436777752.883,-7062817910527.084
998859,9169.324429023038,22357433884384.426,-7055609806372.735,36368.50379944178,22376686022301.42,-7029635850014.743,-4.53722214218779,22381436324030.668,-7062836541374.245
998860,16669.04708527398,22359100789092.953,-7052358050822.677,36981.66735811032,22380384189037.234,-7029199134333.312,-21.953406600648297,22381434128690.008,-7062852220880.776
998861,23987.73053423799,22361499562146.375,-7049447120410.863,37110.55856694793,22384095244893.93,-7029196053665.432,-36.19393674945945,22381430509296.332,-7062864727521.208
998862,31067.503644555924,22364606312510.832,-7047009145193.897,36763.58310848636,22387771603204.777,-7029622782773.338,-47.20152101637842,22381425789144.23,-7062873840306.034
998863,37777.22383073295,22368384034893.906,-7045199399626.663,35951.61826586354,22391366765031.363,-7030471096332.298,-54.79837636941699,22381420309306.594,-7062879321427.326
998864,43849.38598023685,22372768973491.93,-7044206663377.233,34687.694869678766,22394835534518.332,-7031728554309.128,-58.568121442320525,22381414452494.45,-7062880896081.803
998865,48760.18560054977,22377644992051.984,-7044264020451.564,32986.79831753379,22398134214350.086,-7033378664299.472,-57.63363465037515,22381408689130.984,-7062878231621.576
998866,51505.89467017899,22382795581519.004,-7045653434767.429,30865.829593057213,22401220797309.39,-7035401029844.794,-50.24481572345995,22381403664649.41,-7062870928253.578
998867,50236.386435512875,22387819220162.555,-7048680096201.482,28343.955044580758,22404055192813.848,-7037771494433.251,-33.10543710001197,22381400354105.7,-7062858565459.809
998868,41938.120723771164,22392013032234.934,-7053549350040.846,25443.938618297903,22406599586675.676,-7040462240591.8,-0.7968882269042012,22381400274416.875,-7062840928163.476
998869,23424.512854594584,22394355483520.395,-7060039368032.321,22193.72411277723,22408818959086.953,-7043441643723.5,52.38786259430137,22381405513203.133,-7062818610664.332
998870,-3905.564144255375,22393964927105.97,-7067112282777.112,18623.249642021878,22410681284051.156,-7046673963361.785,123.69580195496617,22381417882783.33,-7062793734904.573
998871,-30249.759967412323,22390939951109.227,-7073274360074.532,14761.594467893487,22412157443497.945,-7050119554588.064,194.89621889007464,22381437372405.22,-7062769285639.192
998872,-46647.16451638955,22386275234657.586,-7077619372360.277,10641.475991536689,22413221591097.098,-7053735222750.798,249.2873374803446,22381462301138.965,-7062747186021.687
998873,-52818.30358533595,22380993404299.05,-7080050859910.863,6301.714311398387,22413851762528.24,-7057474349944.562,286.1264208386902,22381490913781.047,-7062727887363.2
998874,-52333.97282199091,22375760007016.85,-7080846947883.575,1787.3314607820948,22414030495674.316,-7061287010900.599,311.7281498190258,22381522086596.027,-7062711170242.346
998875,-48213.738565339125,22370938633160.316,-7080349880863.346,-2850.352423904229,22413745460431.926,-7065120192858.182,331.35464675872936,22381555222060.703,-7062696715222.71
998876,-42236.58712097003,22366714974448.22,-7078860657719.033,-7553.451946403772,22412990115237.285,-7068918145001.564,347.94383374514456,22381590016444.08,-7062684294928.962
998877,-35341.46041377866,22363180828406.84,-7076622698451.837,-12257.295465750343,22411764385690.71,-7072622875136.029,362.8460907556938,22381626301053.152,-7062673801224.483
998878,-28005.734135104714,22360380254993.33,-7073830808939.542,-16890.419008805864,22410075343789.832,-7076174814794.138,376.5215357923819,22381663953206.73,-7062665224791.162
998879,-20466.359451339522,22358333619048.195,-7070644063321.761,-21374.911544496823,22407937852635.383,-7079513673642.495,388.9494872278784,22381702848155.453,-7062658626380.265
998880,-12836.112626276488,22357050007785.566,-7067197168111.626,-25627.237095943023,22405375128925.79,-7082579498482.539,399.8474693042201,22381742832902.383,-7062654109659.888
998881,-5164.0841957276925,22356533599365.992,-7063609656989.139,-29559.647364617493,22402419164189.33,-7085313941096.616,408.79094904971214,22381783711997.29,-7062651796833.533
998882,2531.4824909716945,22356786747615.09,-7059993469442.689,-33082.27236497109,22399110936952.832,-7087661722525.217,415.28610822199977,22381825240608.11,-7062651806083.494
998883,10243.114324970205,22357811059047.586,-7056459672862.895,-36105.92775689234,22395500344177.145,-7089572259413.385,418.8233091929323,22381867122939.027,-7062654229641.206
998884,17958.255595573475,22359606884607.145,-7053125079263.308,-38545.60232067862,22391645783945.08,-7091001392193.232,418.92676988802185,22381909015616.016,-7062659111454.09
998885,25641.202940007548,22362171004901.145,-7050119497969.598,-40324.48959547135,22387613334985.53,-7091913127816.818,415.21150813663775,22381950536766.83,-7062666423595.2705
998886,33205.33877915678,22365491538779.06,-7047594370388.537,-41378.314459897716,22383475503539.543,-7092281285694.928,407.45989125031673,22381991282755.953,-7062676040695.0
998887,40463.48893075967,22369537887672.133,-7045733405880.856,-41659.597624347516,22379309543777.11,-7092090919613.275,395.73812567785683,22382030856568.52,-7062687711999.943
998888,47034.01141854253,22374241288813.99,-7044765029115.002,-41141.424641499405,22375195401312.96,-7091339385881.712,380.5914005184075,22382068915708.57,-7062701032171.155
998889,52163.047392737535,22379457593553.26,-7044973170582.084,-39820.267988607025,22371213374514.1,-7090036942595.386,363.3879383261612,22382105254502.402,-7062715417886.46
998890,54412.85175192135,22384898878728.453,-7046691935735.592,-37717.469729619836,22367441627541.14,-7088206797513.325,346.9019225990107,22382139944694.664,-7062730117381.15
998891,51263.85944383278,22390025264672.836,-7050239374980.245,-34879.12909339343,22363953714631.8,-7085884569679.805,336.0459991627975,22382173549294.582,-7062744335631.151
998892,39278.28324553003,22393953092997.39,-7055695489085.736,-31374.32943151766,22360816281688.65,-7083117185600.471,337.5594546297524,22382207305240.047,-7062757649838.516
998893,16861.472917616946,22395639240289.152,-7062499686601.378,-27291.82945696303,22358087098742.953,-7079961284393.162,354.9012134480535,22382242795361.39,-7062770760443.965
998894,-10499.350375566326,22394589305251.598,-7069359925760.996,-22735.483105454918,22355813550432.406,-7076481246474.018,378.5710067377088,22382280652462.062,-7062785670094.974
998895,-32761.701073500655,22391313135144.246,-7075032404831.336,-17818.824856238054,22354031667946.78,-7072746983942.387,390.7326668524769,22382319725728.746,-7062804260096.178
998896,-45409.5592319798,22386772179221.047,-7078987858955.776,-12659.537818403467,22352765714164.94,-7068831649296.045,383.7564466923421,22382358101373.414,-7062827076257.602
998897,-50041.620060883964,22381768017214.957,-7081254798794.677,-7374.414792369997,22352028272685.703,-7064809419741.531,361.2732500653275,22382394228698.42,-7062853630718.449
998898,-49570.778719475245,22376810939343.008,-7082072798814.298,-2075.041308455505,22351820768554.86,-7060753481606.069,329.3047290851492,22382427159171.332,-7062883052564.95
998899,-46140.99508086334,22372196839834.92,-7081710219104.706,3135.6410126658748,22352134332656.125,-7056734298833.727,292.4051043137131,22382456399681.76,-7062914433825.271
998900,-41027.65440361122,22368094074394.562,-7080405450883.578,8165.753677421363,22352950908023.867,-7052818212769.358,253.46338929400497,22382481746020.69,-7062946945937.605
998901,-34939.72398312181,22364600101996.25,-7078357701841.955,12935.863901373472,22354244494414.004,-7049066385969.203,214.2519760140002,22382503171218.293,-7062979862926.018
998902,-28261.922130361563,22361773909783.215,-7075732693225.285,17379.438049272016,22355982438218.93,-7045534073436.952,175.87015081925117,22382520758233.375,-7063012555181.006
998903,-21198.864955901856,22359654023287.625,-7072671294738.329,21442.553513027888,22358126693570.234,-7042270184021.324,139.01136432331165,22382534659369.81,-7063044476124.453
998904,-13854.957108126446,22358268527576.812,-7069297735939.4795,25083.082231168624,22360635001793.35,-7039317083549.651,104.1152155057182,22382545070891.36,-7063075148236.158
998905,-6278.7755155791065,22357640650025.254,-7065726871425.323,28269.54517011165,22363461956310.363,-7036710588039.0,71.45594805996302,22382552216486.164,-7063104149708.153
998906,1510.7504901889688,22357791725074.273,-7062070839706.395,30979.80323596462,22366559936633.96,-7034480097584.162,41.19836798016587,22382556336322.96,-7063131101390.493
998907,9506.203165328203,22358742345390.805,-7058445717775.676,33199.71065811513,22369879907699.773,-7032648827042.188,13.439160754858108,22382557680239.035,-7063155653176.896
998908,17694.504546090688,22360511795845.414,-7054978897722.272,34921.81977505401,22373372089677.277,-7031234096772.828,-11.753869574211144,22382556504852.08,-7063177468707.623
998909,26033.471924008918,22363115143037.816,-7051818034108.571,36144.195143742894,22376986509191.652,-7030247654403.038,-34.291645970537324,22382553075687.48,-7063196206996.266
998910,34411.104178328635,22366556253455.65,-7049142490002.68,36869.372715501835,22380673446463.203,-7029696006301.266,-53.98269830868601,22382547677417.65,-7063211499395.986
998911,42567.242702127245,22370812977725.86,-7047177892324.066,37103.49270950362,22384383795734.152,-7029580744843.622,-70.38374086263724,22382540639043.562,-7063222920861.786
998912,49939.23423876717,22375806901149.734,-7046212385684.205,36855.66302548319,22388069362036.7,-7029898863234.846,-82.5115823546796,22382532387885.33,-7063229958156.475
998913,55371.201712242764,22381344021320.957,-7046605284660.863,36137.717973746505,22391683133834.074,-7030643044650.269,-88.30606463273976,22382523557278.863,-7063231992212.619
998914,56665.22460859847,22387010543781.816,-7048754487327.655,34964.62887581476,22395179596721.656,-7031801861742.916,-83.80555798597658,22382515176723.066,-7063228356999.656
998915,50359.61881295442,22392046505663.113,-7052937968337.191,33354.72165813286,22398515068887.47,-7033359723404.979,-62.73973640941932,22382508902749.426,-7063218631872.714
998916,33398.24673886215,22395386330337.0,-7058945585937.025,31326.6635973585,22401647735247.203,-7035296686992.072,-19.587464417422446,22382506944002.984,-7063203321040.899
998917,8072.296504659651,22396193559987.465,-7065786194479.09,28897.305430447777,22404537465790.246,-7037588740141.834,41.33103242361043,22382511077106.227,-7063184391535.249
998918,-16787.541901188342,22394514805797.348,-7072150703228.453,26085.359980064393,22407146001788.254,-7040208212251.821,103.63608863774934,22382521440715.09,-7063164417644.841
998919,-34276.07914583494,22391087197882.766,-7077201901439.645,22913.324463189863,22409437334234.574,-7043123847044.58,154.47341054102924,22382536888056.145,-7063145125301.09
998920,-43694.114351726676,22386717786447.594,-7080701573986.121,19407.28729049013,22411378062963.625,-7046300745392.347,192.401668160261,22382556128222.96,-7063127158212.869
998921,-47153.82353508906,22382002404094.086,-7082734968329.327,15596.961896999486,22412937759153.324,-7049700331418.086,221.13799508312763,22382578242022.47,-7063110585713.134
998922,-46770.53931711712,22377325350162.375,-7083493890127.161,11516.101277713095,22414089369281.094,-7053280364226.912,244.3816332677175,22382602680185.797,-7063095302319.149
998923,-43990.307382994826,22372926319424.074,-7083181154848.379,7203.090305413624,22414809678311.637,-7056994998401.612,264.5715331395072,22382629137339.11,-7063081203417.751
998924,-39694.93368583775,22368956826055.492,-7081980056472.071,2701.6089146586055,22415079839203.1,-7060794904796.363,283.0760026003006,22382657444939.37,-7063068240807.915
998925,-34402.214913140546,22365516604564.18,-7080049307556.4795,-1938.6994820344062,22414885969254.9,-7064627471494.532,300.55769291531584,22382687500708.664,-7063056430843.898
998926,-28411.17950470688,22362675486613.71,-7077526362725.399,-6661.618647541219,22414219807390.145,-7068437110525.786,317.23761758641956,22382719224470.42,-7063045846511.915
998927,-21890.767723603065,22360486409841.35,-7074532919204.34,-11403.887159747355,22413079418674.168,-7072165699564.693,333.0557661293881,22382752530047.035,-7063036604703.587
998928,-14931.820261323464,22358993227815.22,-7071180664894.382,-16094.960024750726,22411469922671.69,-7075753189301.6455,347.76548989323595,22382787306596.023,-7063028852061.029
998929,-7578.065796324979,22358235421235.586,-7067576916801.393,-20657.120756053297,22409404210596.086,-7079138405797.726,360.9912519421688,22382823405721.22,-7063022749879.624
998930,153.85973300431033,22358250807208.887,-7063830378604.455,-25006.075331297317,22406903603062.957,-7082260071827.143,372.2689967937298,22382860632620.9,-7063018457506.089
998931,8258.63842455371,22359076671051.344,-7060057511340.573,-29052.163385377964,22403998386724.418,-7085058060759.274,381.0823223211093,22382898740853.13,-7063016113242.199
998932,16724.8976359976,22360749160814.945,-7056390203420.753,-32702.307208405713,22400728156003.58,-7087474879918.649,386.9059260160786,22382937431445.73,-7063015811507.83
998933,25508.71337175993,22363300032152.12,-7052985612644.822,-35862.777532213164,22397141878250.355,-7089457357211.009,389.27065477395877,22382976358511.207,-7063017574809.336
998934,34485.07245004717,22366748539397.125,-7050039130624.12,-38442.78065473424,22393297600184.883,-7090958475924.198,387.87398415049967,22383015145909.62,-7063021319085.528
998935,43352.7729058379,22371083816687.707,-7047800859379.168,-40358.76347939994,22389261723836.94,-7091939270498.98,382.78049727202597,22383053423959.348,-7063026812224.933
998936,51448.36882816026,22376228653570.523,-7046592946161.063,-41539.19986804851,22385107803850.137,-7092370665148.289,374.79276687481985,22383090903236.035,-7063033631337.243
998937,57410.486561043115,22381969702226.63,-7046814142934.276,-41929.48290903027,22380914855559.234,-7092235113552.445,366.0985377935613,22383127513089.816,-7063041144729.778
998938,58730.690873356725,22387842771313.965,-7048887488366.894,-41496.432474941525,22376765212311.74,-7091527888059.33,361.1246743085806,22383163625557.246,-7063048600733.172
998939,51800.59583616774,22393022830897.582,-7053058486536.723,-40231.86679462952,22372742025632.273,-7090257875898.313,366.47132299326125,22383200272689.547,-7063055494868.213
998940,34271.47392697084,22396449978290.277,-7059014156315.631,-38154.702476083774,22368926555384.664,-7088447768755.459,386.57684539754854,22383238930374.086,-7063062270604.449
998941,9667.200758561092,22397416698366.133,-7065724672287.169,-35311.16143202502,22365395439241.46,-7086133577917.587,415.2200489654714,22383280452378.984,-7063070613969.724
998942,-13678.71858332412,22396048826507.8,-7071998262937.298,-31772.934377501555,22362218145803.71,-7083363473041.126,437.4678533097535,22383324199164.316,-7063082438009.473
998943,-30359.22477033984,22393012904030.766,-7077105316075.228,-27633.522284515675,22359454793575.258,-7080196028399.146,443.90692174203735,22383368589856.492,-7063098743214.614
998944,-40014.22095789911,22389011481934.977,-7080814063123.712,-23003.161946639477,22357154477380.594,-7076698027983.915,434.52076364256993,22383412041932.855,-7063119564657.525
998945,-44343.12745787049,22384577169189.19,-7083163250599.837,-18002.819474757227,22355354195433.117,-7072942009030.156,413.15035318218304,22383453356968.17,-7063144405243.35
998946,-45056.146251710976,22380071554564.02,-7084291879542.195,-12757.875737496292,22354078407859.367,-7069003731930.346,383.68243828845584,22383491725212.0,-7063172564250.142
998947,-43368.41362723881,22375734713201.297,-7084359870729.212,-7392.173509998639,22353339190508.367,-7064959754594.56,349.08262097036476,22383526633474.098,-7063203297732.52
998948,-40054.51573891333,22371729261627.406,-7083519188217.656,-2022.978676925054,22353136892640.676,-7060885256658.537,311.46622614032674,22383557780096.71,-7063235884493.563
998949,-35588.8956138612,22368170372066.02,-7081906498543.533,3242.8131514329416,22353461173955.82,-7056852210718.227,272.3347276853389,22383585013569.48,-7063269650342.334
998950,-30255.663720997993,22365144805693.918,-7079643967897.982,8311.131201749326,22354292287075.996,-7052927946545.187,232.76366033060953,22383608289935.51,-7063303975051.493
998951,-24219.434457209878,22362722862248.195,-7076842871813.378,13101.939922581741,22355602481068.254,-7049174110106.016,193.5260267039955,22383627642538.184,-7063338291816.064
998952,-17568.771102960243,22360965985137.9,-7073608152274.414,17549.41317944057,22357357422386.2,-7045645986976.691,155.17131889032632,22383643159670.074,-7063372082828.073
998953,-10343.16651159608,22359931668486.74,-7070043476776.28,21601.326690062928,22359517555055.207,-7042392139967.836,118.0787938878012,22383654967549.465,-7063404872082.346
998954,-2551.3722709360654,22359676531259.645,-7066256976018.712,25217.922160188227,22362039347271.227,-7039454301759.7,82.4979098042872,22383663217340.445,-7063436215435.367
998955,5812.877559740583,22360257819015.617,-7062368189989.153,28370.46715897829,22364876393987.125,-7036867462554.912,48.58574741337866,22383668075915.188,-7063465687293.261
998956,14751.327554096984,22361732951771.027,-7058517050166.665,31039.69229435973,22367980363216.562,-7034660097607.85,16.452180940361366,22383669721133.28,-7063492862727.466
998957,24227.990524989254,22364155750823.527,-7054876008668.7295,33214.24434532391,22371301787651.094,-7032854487704.803,-13.769856153080735,22383668344147.664,-7063517293246.907
998958,34103.742356679824,22367566125059.195,-7051666472540.166,34889.26371736172,22374790714022.83,-7031467095147.844,-41.79551870483673,22383664164595.793,-7063538474312.553
998959,44002.794043926595,22371966404463.59,-7049179521166.598,36065.19675058095,22378397233697.887,-7030508964948.055,-66.93506487085764,22383657471089.305,-7063555804812.695
998960,53050.16114857866,22377271420578.45,-7047795160080.214,36747.00521353889,22382071934219.242,-7029986113676.196,-87.6055251623006,22383648710536.79,-7063568549307.259
998961,59430.85505329147,22383214506083.777,-7047975347554.164,36943.849944149995,22385766319213.656,-7029899814524.059,-100.516690764766,22383638658867.71,-7063575849202.77
998962,59990.916320903125,22389213597715.867,-7050162433308.946,36668.112058961706,22389433130419.55,-7030246627169.406,-99.93030491920842,22383628665837.22,-7063576909695.687
998963,51052.56646031956,22394318854361.9,-7054489353672.669,35931.797890374204,22393026310208.59,-7031018380925.866,-79.14081641554719,22383620751755.58,-7063571533813.639
998964,32040.923456976307,22397522946707.598,-7060424820876.652,34745.54428493893,22396500864637.082,-7032202650044.412,-37.15147656627877,22383617036607.92,-7063560773336.451
998965,8466.360991497615,22398369582806.746,-7066888282570.176,33122.22517940202,22399813087155.023,-7033783254594.812,15.809734996331493,22383618617581.42,-7063546714052.8125
998966,-12468.400522858228,22397122742754.46,-7072874856464.224,31077.69924735035,22402920857079.758,-7035740375284.175,66.37930762639488,22383625255512.184,-7063531323694.083
998967,-27447.848695079665,22394377957884.953,-7077822255836.545,28630.024924338384,22405783859572.19,-7038050518586.359,108.3426920598893,22383636089781.39,-7063515776107.909
998968,-36655.32518119561,22390712425366.832,-7081541127735.857,25799.289392104685,22408363788511.402,-7040686477195.534,141.91979278653417,22383650281760.668,-7063500579836.63
998969,-41418.69980601692,22386570555386.23,-7084040365326.687,22607.887520910746,22410624577263.492,-7043617299933.55,169.4256729539805,22383667224327.965,-7063485900141.981
998970,-43005.86788167338,22382269968598.062,-7085410114341.972,19080.996235671224,22412532676887.06,-7046808265327.429,193.0485700848139,22383686529184.973,-7063471774711.467
998971,-42343.77121881489,22378035591476.18,-7085764973977.857,15247.167927068933,22414057393679.766,-7050220860802.7295,214.3287320355397,22383707962058.176,-7063458218428.295
998972,-40051.371629259156,22374030454313.254,-7085220700730.813,11139.019603398157,22415171295640.105,-7053812777751.668,234.21512354718112,22383731383570.53,-7063445266321.653
998973,-36526.36175136657,22370377818138.117,-7083886443833.533,6793.999228128989,22415850695562.918,-7057537939128.695,253.2206865471341,22383756705639.188,-7063432987710.343
998974,-32017.23243768839,22367176094894.348,-7081863694632.757,2255.2019989081673,22416076215762.81,-7061346581644.625,271.550327985609,22383783860671.984,-7063421487656.087
998975,-26672.66275795234,22364508828618.55,-7079248106924.01,-2427.8053880365314,22415833435224.004,-7065185419666.059,289.1870795310224,22383812779379.938,-7063410902647.812
998976,-20573.555868646625,22362451473031.688,-7076132677096.092,-7198.214104101555,22415113613813.594,-7068997922588.599,305.946598403952,22383843374039.777,-7063401393114.632
998977,-13754.006824035774,22361076072349.285,-7072611849994.8,-11991.342012604626,22413914479612.332,-7072724741273.724,321.51209464765077,22383875525249.242,-7063393133358.448
998978,-6216.370601406291,22360454435289.145,-7068786666159.195,-16734.255249345817,22412241054087.4,-7076304321228.242,335.45987189218965,22383909071236.43,-7063386298471.934
998979,2054.8905810756705,22360659924347.254,-7064771429726.005,-21345.78357164681,22410106475730.234,-7079673739266.989,347.2849300160617,22383943799729.43,-7063381047143.237
998980,11074.799618745827,22361767404309.13,-7060702705042.398,-25737.09303474713,22407532766426.758,-7082769794806.564,356.43824069887404,22383979443553.5,-7063377498675.841
998981,20825.267962681173,22363849931105.4,-7056751760159.341,-29812.988741108533,22404551467552.65,-7085530374924.861,362.3944495768308,22384015682998.457,-7063375702051.132
998982,31189.875744500812,22366968918679.848,-7053141625077.633,-33474.10557592624,22401204056995.055,-7087896092366.234,364.78489568911573,22384052161488.027,-7063375594886.799
998983,41820.74299885543,22371150992979.734,-7050168701457.989,-36620.0944350437,22397542047551.55,-7089812167095.376,363.6615900304952,22384088527647.03,-7063376952580.171
998984,51879.83402793696,22376338976382.527,-7048223074321.752,-39153.81626964255,22393626665924.586,-7091230485710.445,359.9984557335431,22384124527492.605,-7063379338799.216
998985,59613.26026682649,22382300302409.21,-7047783197065.2705,-40986.41424211275,22389528024500.375,-7092111732168.898,356.50540869091145,22384160178033.473,-7063382102770.145
998986,61971.36144752011,22388497438553.965,-7049320557419.585,-42042.955470777815,22385323728953.297,-7092427443385.18,358.3614381166815,22384196014177.285,-7063384542858.875
998987,55330.248898424485,22394030463443.81,-7053030471459.961,-42268.14370482325,22381096914582.816,-7092161811444.82,371.9187470714187,22384233206051.992,-7063386391984.783
998988,38719.44051549195,22397902407495.36,-7058497233329.6455,-41631.44624513198,22376933769958.305,-7091313038619.007,398.78618087620663,22384273084670.08,-7063388426603.355
998989,16666.50101359872,22399569057596.72,-7064756649331.92,-40130.91856487944,22372920678101.816,-7089894064748.172,430.61064985601365,22384316145735.062,-7063392347223.226
998990,-4205.379484563298,22399148519648.26,-7070830989325.537,-37795.10502826677,22369141167598.99,-7087932543412.489,455.3569749331473,22384361681432.555,-7063399792940.657
998991,-20247.158258306674,22397123803822.43,-7076101393098.716,-34682.60898500045,22365672906700.49,-7085470029840.504,466.6460174595281,22384408346034.3,-7063411660076.456
998992,-31043.456959027204,22394019458126.527,-7080297674687.053,-30879.21506473782,22362584985194.016,-7082560427727.116,464.21592986102803,22384454767627.285,-7063428130076.037
998993,-37512.753245411295,22390268182801.984,-7083358258826.797,-26492.817927058553,22359935703401.31,-7079267820731.982,450.3921477235209,22384499806842.06,-7063448940291.893
998994,-40723.82318566081,22386195800483.418,-7085320666670.014,-21646.784399727945,22357771024961.336,-7075663882551.051,427.86782275478845,22384542593624.336,-7063473600954.75
998995,-41526.001950496604,22382043200288.367,-7086261982490.044,-16472.61750648076,22356123763210.688,-7071825097375.351,398.9795540903225,22384582491579.746,-7063501521171.538
998996,-40516.493196215335,22377991550968.746,-7086271213457.87,-11102.821082128896,22355013481102.477,-7067830019778.957,365.6052821923006,22384619052107.965,-7063532075931.505
998997,-38093.05303526224,22374182245665.22,-7085437993897.371,-5664.697103979168,22354447011392.08,-7063756765393.125,329.22495256840125,22384651974603.223,-7063564641644.491
998998,-34510.355517365715,22370731210113.48,-7083849082757.096,-275.53291842682665,22354419458100.234,-7059680866031.51,290.9961194160096,22384681074215.164,-7063598615181.932
998999,-29922.358955284337,22367738974217.953,-7081588587648.201,4960.650046707385,22354915523104.906,-7055673560681.452,251.8129210051129,22384706255507.266,-7063633423493.936
999000,-24411.08223277895,22365297865994.676,-7078740169230.48,9954.847632317837,22355911007868.137,-7051800538280.734,212.34881938835497,22384727490389.203,-7063668526926.288
999001,-18005.830072462068,22363497282987.43,-7075390644968.824,14633.541461248258,22357374362014.26,-7048121105709.5,173.08927181011643,22384744799316.383,-7063703417463.717
999002,-10697.102821410012,22362427572705.29,-7071635058627.266,18938.1797496708,22359268179989.23,-7044687726914.641,134.3604054003939,22384758235356.92,-7063737612094.546
999003,-2449.6910619915743,22362182603599.09,-7067583745388.955,22823.980350345228,22361550578024.266,-7041545865494.758,96.360167668543,22384767871373.688,-7063770640717.612
999004,6778.679327146894,22362860471531.805,-7063372363722.947,26258.33847968669,22364176411872.234,-7038734060636.623,59.20202329654017,22384773791576.016,-7063802027213.695
999005,17001.56620378621,22364560628152.184,-7059176294319.195,29219.074459274885,22367098319318.16,-7036284171584.357,22.99116140103252,22384776090692.156,-7063831261481.879
999006,28127.653843196345,22367373393536.504,-7055230885384.588,31692.713280687305,22370267590646.23,-7034221735040.293,-12.025093755659533,22384774888182.78,-7063857760041.688
999007,39799.16694713816,22371353310231.22,-7051857316063.45,33672.97357728384,22373634888003.957,-7032566386711.954,-45.15070549635542,22384770373112.23,-7063880815907.814
999008,51075.01551163289,22376460811782.383,-7049485826637.48,35159.65246623143,22377150853250.582,-7031332284740.801,-74.65059971444701,22384762908052.258,-7063899553305.295
999009,59936.694072029146,22382454481189.586,-7048643560078.357,36157.782561257925,22380766631506.707,-7030528405749.046,-96.83537622675831,22384753224514.637,-7063912948333.045
999010,62994.52490001793,22388753933679.586,-7049829152025.896,36675.398451933535,22384434171351.9,-7030158586896.852,-105.50697712999556,22384742673816.92,-7063920059775.011
999011,56715.510384459456,22394425484718.03,-7053208166321.967,36719.54471784024,22388106125823.684,-7030221707293.695,-94.1974788607356,22384733254069.035,-7063920589171.289
999012,40915.502286034134,22398517034946.633,-7058327114999.16,36297.38858573838,22391735864682.258,-7030712361704.957,-62.60966606086253,22384726993102.43,-7063915403759.676
999013,20350.501256480704,22400552085072.28,-7064275635700.188,35419.317006079335,22395277796382.867,-7031621334682.999,-19.56705044403663,22384725036397.387,-7063906234894.095
999014,758.8291112598636,22400627967983.406,-7070175839240.224,34098.20281220908,22398687616664.09,-7032935706374.644,24.28241853849346,22384727464639.242,-7063894775839.697
999015,-14868.336722857983,22399141134311.12,-7075456706856.573,32348.36581118919,22401922453245.207,-7034638859715.817,63.34369429090443,22384733799008.67,-7063882176175.549
