uur,Io_x,Io_y,Europa_x,Europa_y,Jupiter_x,Jupiter_y
4999054,5817600713.969505,-14499200551.691898,6849944642.001648,-14850982735.75834,6196350951.872706,-14617552752.147964
4999055,5841226009.131121,-14437106924.29221,6831245416.360199,-14895076343.214973,6196351552.546732,-14617557483.45241
4999056,5874075344.50199,-14379700323.022074,6809412838.177896,-14937800327.452497,6196351798.380193,-14617562028.823603
4999057,5915157846.051921,-14328370348.072468,6784538417.152056,-14978935371.826075,6196351733.688997,-14617566328.413843
4999058,5963274567.388524,-14284274761.762321,6756728607.638683,-15018266970.63972,6196351412.202912,-14617570333.163946
4999059,6017079326.152525,-14248312950.456802,6726104758.643716,-15055586385.731165,6196350894.203894,-14617574006.02793
4999060,6075139596.317278,-14221116559.844673,6692803013.194888,-15090691642.18998,6196350243.663069,-14617577322.388527
4999061,6135992660.514799,-14203054915.26313,6656974148.81052,-15123388562.730307,6196349525.602267,-14617580269.775957
4999062,6198193816.663178,-14194251747.947706,6618783350.215839,-15153491839.056488,6196348803.831188,-14617582847.053696
4999063,6260355062.226948,-14194609432.363825,6578409905.012699,-15180826137.2186,6196348139.134632,-14617585063.249926
4999064,6321174053.973579,-14203837220.242855,6536046812.718588,-15205227232.457531,6196347587.919557,-14617586936.200161
4999065,6379454120.810368,-14221480593.052923,6491900297.492792,-15226543167.394808,6196347201.285603,-14617588491.136642
4999066,6434116680.250459,-14246949625.479567,6446189215.001155,-15244635425.64694,6196347024.45578,-14617589759.323883
4999067,6484207642.221752,-14279544998.710367,6399144344.276978,-15259380111.06293,6196347096.493019,-14617590776.804678
4999068,6528899375.341734,-14318480933.714018,6351007556.1545105,-15270669120.832108,6196347450.228663,-14617591583.291208
4999069,6567489656.275232,-14362904797.738136,6302030850.920824,-15278411298.734163,6196348112.336251,-14617592221.213198
4999070,6599398799.004614,-14411913475.69573,6252475259.283637,-15282533552.862123,6196349103.494405,-14617592734.919226
4999071,6624165920.495881,-14464566815.225727,6202609602.610469,-15282981920.312128,6196350438.593915,-14617593170.01708
4999072,6641445073.4689045,-14519898579.85782,6152709110.669716,-15279722559.681448,6196352126.954692,-14617593572.833206
4999073,6651001780.420563,-14576925407.665096,6103053897.792811,-15272742650.838015,6196354172.527403,-14617593989.968367
4999074,6652710339.186212,-14634654297.088345,6053927301.455402,-15262051180.416443,6196356574.062291,-14617594467.925493
4999075,6646552135.813926,-14692089145.449913,6005614090.6992235,-15247679590.955063,6196359325.233873,-14617595052.785574
4999076,6632615088.256622,-14748236861.583357,5958398555.51572,-15229682271.610786,6196362414.715441,-14617595789.907585
4999077,6611094245.4007635,-14802113569.563055,5912562492.192644,-15208136869.059698,6196365826.201815,-14617596723.628689
4999078,6582293470.541339,-14852751418.981184,5868383103.56645,-15183144398.581173,6196369538.383223,-14617597896.940928
4999079,6546628036.767242,-14899206517.876293,5826130836.984501,-15154829137.479172,6196373524.877836,-14617599351.120604
4999080,6504627844.437754,-14940568502.546997,5786067186.402351,-15123338285.933483,6196377754.135942,-14617601125.286509
4999081,6456940829.763743,-14975972244.940468,5748442488.252162,-15088841384.077423,6196382189.335275,-14617603255.86371
4999082,6404335962.673214,-15004612158.882332,5713493743.345631,-15051529478.508074,6196386788.295015,-14617605775.931398
4999083,6347705030.531936,-15025759481.315933,5681442498.953967,-15011614036.449314,6196391503.445417,-14617608714.437088
4999084,6288062178.8603945,-15038782748.735226,5652492826.192631,-14969325611.263912,6196396281.900564,-14617612095.266756
4999085,6226539950.539402,-15043171433.333208,5626829427.815125,-14924912268.768318,6196401065.6926155,-14617615936.172338
4999086,6164380368.619905,-15038562320.452217,5604615910.414255,-14878637789.631807,6196405792.235141,-14617620247.57587
4999087,6102919504.465165,-15024767681.46211,5585993252.817118,-14830779668.809341,6196410395.088066,-14617625031.294283
4999088,6043564044.883427,-15001803631.629938,5571078499.173133,-14781626938.22677,6196414805.093465,-14617630279.259947
4999089,5987758715.944312,-14969916311.413082,5559963700.96119,-14731477843.575783,6196418951.935333,-14617635972.347355
4999090,5936944126.805092,-14929602803.30197,5552715127.025783,-14680637409.872066,6196422766.143418,-14617642079.450342
4999091,5892505708.327811,-14881623174.302767,5549372754.982654,-14629414933.201466,6196426181.509003,-14617648556.978804
4999092,5855715888.056253,-14826999946.5155,5549950051.134276,-14578121437.67925,6196429137.811691,-14617655348.94792
4999093,5827673276.101464,-14767001871.625202,5554434039.634184,-14527067136.96469,6196431583.6795435,-14617662387.805918
4999094,5809244098.548911,-14703110252.009106,5562785655.230359,-14476558938.623037,6196433479.336272,-14617669596.082092
4999095,5801011976.70277,-14636968148.393187,5574940367.586537,-14426898027.172476,6196434798.948819,-14617676888.838196
4999096,5803242019.517117,-14570315321.007313,5590809058.824704,-14378377557.934261,6196435532.294957,-14617684176.788393
4999097,5815863886.10244,-14504914124.361856,5610279129.3773365,-14331280489.547428,6196435685.532396,-14617691369.841434
4999098,5838476132.350783,-14442473199.890108,5633215801.111898,-14285877580.094236,6196435280.961276,-14617698380.742321
4999099,5870371266.156933,-14384576221.821125,5659463584.240709,-14242425572.309254,6196434355.807986,-14617705128.47138
4999100,5910578176.884349,-14332622027.955519,5688847880.612284,-14201165594.56459,6196432960.187907,-14617711541.102127
4999101,5957916610.384892,-14287780482.244217,5721176707.088486,-14162321795.881193,6196431154.498261,-14617717557.91286
4999102,6011057507.652642,-14250965918.48781,5756242522.532019,-14126100212.778517,6196429006.532399,-14617723130.665056
4999103,6068583328.1514015,-14222827607.457577,5793824126.511592,-14092687851.70356,6196426588.5929985,-14617728224.075178
4999104,6129043641.742076,-14203754841.660618,5833688587.638536,-14062251974.14059,6196423974.827167,-14617732815.593472
4999105,6191002859.986999,-14193893172.475533,5875593165.133806,-14034939578.986515,6196421238.931635,-14617736894.652943
4999106,6253078583.651683,-14193168045.158329,5919287198.178899,-14010877077.079977,6196418452.300364,-14617740461.565332
4999107,6313970388.687146,-14201312372.112513,5964513944.781072,-13990170148.343954,6196415682.623383,-14617743526.22715
4999108,6372479826.590815,-14217895221.159365,6011012355.355296,-13972903767.733225,6196412992.900733,-14617746106.768955
4999109,6427522969.331349,-14242349556.192493,6058518768.480608,-13959142383.628485,6196410440.809228,-14617748228.245386
4999110,6478137052.128849,-14273997698.886656,6106768518.570996,-13948930231.184576,6196408078.349186,-14617749921.42902
4999111,6523482756.278819,-14312073796.540806,6155497447.693031,-13942291762.89529,6196405951.698773,-14617751221.742159
4999112,6562843522.534911,-14355743051.881756,6204443316.30749,-13939232178.953745,6196404101.21064,-14617752168.338469
4999113,6595623067.610178,-14404117800.553535,6253347110.141286,-13939738040.69184,6196402561.495742,-14617752803.330868
4999114,6621342042.932527,-14456270734.244461,6301954242.599523,-13943777951.372217,6196401361.550171,-14617753171.15204
4999115,6639634555.742298,-14511245691.178255,6350015654.048961,-13951303289.806257,6196400524.891071,-14617753318.028084
4999116,6650245081.879499,-14568066499.000193,6397288810.921953,-13962248983.618422,6196400069.676656,-14617753291.542814
4999117,6653026140.356033,-14625744381.237545,6443538608.904267,-13976534310.415123,6196400008.7928,-14617753140.268959
4999118,6647936968.647575,-14683284445.131184,6488538185.494486,-13994063716.59641,6196400349.894833,-14617752913.44214
4999119,6635043327.516635,-14739691767.876621,6532069647.978268,-14014727645.03041,6196401095.398312,-14617752660.653524
4999120,6614518466.20434,-14793977597.505754,6573924723.373412,-14038403364.260231,6196402242.417166,-14617752431.53704
4999121,6586645183.323945,-14845166186.876715,6613905337.199299,-14064955793.305162,6196403782.652075,-14617752275.426924
4999122,6551818815.894173,-14892302783.661476,6651824128.035036,-14094238317.433401,6196405702.2367935,-14617752240.961077
4999123,6510550869.148074,-14934463300.912254,6687504904.78174,-14126093591.509193,6196407981.555771,-14617752375.60566
4999124,6463472854.642283,-14970766182.287842,6720783053.361276,-14160354328.64539,6196410595.0532465,-14617752725.076777
4999125,6411339727.864667,-15000386938.62475,6751505899.289498,-14196844072.91919,6196413511.062307,-14617753332.63685
4999126,6355032107.911483,-15022575747.724562,6779533032.176857,-14235377955.833858,6196416691.692227,-14617754238.247255
4999127,6295556228.178035,-15036678350.849268,6804736597.750578,-14275763437.034433,6196420092.823401,-14617755477.566206
4999128,6234040328.863826,-15042160217.638468,6827001562.475088,-14317801030.514524,6196423664.27042,-14617757080.793198
4999129,6171725998.554779,-15038633557.534086,6846225955.282617,-14361285018.18872,6196427350.183417,-14617759071.379824
4999130,6109952865.388726,-15025886212.884901,6862321090.323318,-14406004153.255846,6196431089.762867,-14617761464.652287
4999131,6050135113.731136,-15003910785.295908,6875211774.010666,-14451742356.247171,6196434818.359459,-14617764266.423124
4999132,5993728659.594409,-14972931576.218489,6884836498.978357,-14498279407.044804,6196438469.013903,-14617767471.705902
4999133,5942188548.090649,-14933426182.135029,6891147626.882786,-14545391636.472372,6196441974.457164,-14617771063.68146
4999134,5896917281.228848,-14886138060.452936,6894111561.282596,-14592852621.304928,6196445269.537758,-14617775013.08899
4999135,5859206286.999108,-14832076310.810183,6893708911.1050005,-14640433886.718569,6196448293.972059,-14617779278.218569
4999136,5830174400.290838,-14772499526.415724,6889934644.468432,-14687905620.302202,6196450995.235466,-14617783805.653048
4999137,5810708692.69985,-14708881987.785568,6882798231.873312,-14735037401.781824,6196453331.343303,-14617788531.840502
4999138,5801413823.833541,-14642862618.697392,6872323776.998438,-14781598952.558144,6196455273.231018,-14617793385.47739
4999139,5802575901.53272,-14576179661.16699,6858550132.551436,-14827360909.026001,6196456806.451974,-14617798290.563164
4999140,5814145461.571634,-14510596393.746508,6841530997.820751,-14872095623.422071,6196457931.975947,-14617803169.875673
4999141,5835741780.8097515,-14447824798.750607,6821334993.768267,-14915577995.627796,6196458665.984257,-14617807948.54232
4999142,5866677830.732581,-14389454430.7096,6798045710.692177,-14957586338.92794,6196459038.694253,-14617812557.365578
4999143,5906002448.992668,-14336892753.081518,6771761722.688185,-14997903282.181711,6196459092.374382,-14617816935.607908
4999144,5952554376.447247,-14291321186.811552,6742596562.355452,-15036316710.192446,6196458878.801866,-14617821033.036312
4999145,6005022019.693943,-14253668612.62983,6710678648.447503,-15072620743.253298,6196458456.452135,-14617824811.14453
4999146,6062003140.849259,-14224601695.872786,6676151158.477,-15106616755.891068,6196457887.693078,-14617828243.582582
4999147,6122059847.92399,-14204529611.588413,6639171837.670546,-15138114433.721012,6196457236.202049,-14617831315.907692
4999148,6183765833.500563,-14193619739.903427,6599912735.163481,-15166932866.058117,6196456564.749512,-14617834024.818027
4999149,6245744389.150803,-14191820641.246061,6558559857.956949,-15192901670.505001,6196455933.418845,-14617836377.043064
4999150,6306697036.987597,-14198888922.115927,6515312732.966098,-15215862144.159002,6196455398.270036,-14617838388.050182
4999151,6365423545.724352,-14214417229.534489,6470383867.507847,-15235668434.363733,6196455010.411372,-14617840080.69765
4999152,6420834634.44725,-14237861356.53519,6423998098.849683,-15252188720.094429,6196454815.418062,-14617841483.929184
4999153,6471958881.906725,-14268565154.20755,6376391824.008278,-15265306393.142223,6196454853.02656,-14617842631.571716
4999154,6517945347.503186,-14305782546.151205,6327812101.887523,-15274921226.29146,6196455157.03393,-14617843561.269876
4999155,6558063263.055448,-14348696399.789785,6278515621.114712,-15280950513.718897,6196455755.338456,-14617844313.56907
4999156,6591699943.564777,-14396434331.04392,6228767528.59901,-15283330166.948727,6196456670.067584,-14617844931.144005
4999157,6618357839.414222,-14448081727.05109,6178840115.915302,-15282015747.948275,6196457917.749861,-14617845458.159718
4999158,6637651440.441672,-14502692394.302874,6129011363.112564,-15276983419.431778,6196459509.497455,-14617845939.74645
4999159,6649304557.451434,-14559297303.83689,6079563342.445096,-15268230791.246864,6196461451.174454,-14617846421.5667
4999160,6653148351.985322,-14616911933.537382,6030780487.792446,-15255777640.947573,6196463743.533347,-14617846949.451473
4999161,6649120357.202113,-14674542717.246517,5982947739.111892,-15239666486.40592,6196466382.308028,-14617847569.08231
4999162,6637264624.578123,-14731193113.06831,5936348575.072768,-15219962988.671644,6196469358.2566395,-14617848325.695524
4999163,6617733034.063872,-14785869806.075022,5891262950.946899,-15196756164.33512,6196472657.15207,-14617849263.78494
4999164,6590787709.684217,-14837589566.563694,5847965162.742077,-15170158388.439827,6196476259.722288,-14617850426.779072
4999165,6556804378.464427,-14885387293.088762,5806721662.314325,-15140305171.559925,6196480141.547526,-14617851856.668255
4999166,6516276388.382437,-14928325774.637573,5767788851.613569,-15107354698.003967,6196484272.926979,-14617853593.556927
4999167,6469818952.241036,-14965507698.783325,5731410887.133589,-15071487116.187815,6196488618.734611,-14617855675.116468
4999168,6418173002.89206,-14996090397.290306,5697817527.881533,-15032903576.95696,6196493138.292152,-14617858135.91561
4999169,6362207830.05409,-15019303736.27609,5667222061.5990505,-14991825020.907282,6196497785.297458,-14617861006.609188
4999170,6302921427.649834,-15034471397.640772,5639819344.426375,-14948490721.390356,6196502507.857733,-14617864312.973501
4999171,6241437234.432338,-15041035531.261902,5615783988.6085205,-14903156595.697874,6196507248.688749,-14617868074.788895
4999172,6178995740.273899,-15038584354.177702,5595268731.15132,-14856093302.677227,6196511945.551105,-14617872304.589067
4999173,6116939320.277898,-15026881716.0275,5578403013.549163,-14807584150.50188,6196516531.999839,-14617877006.322643
4999174,6056688737.024302,-15005896949.037127,5565291798.887385,-14757922843.271004,6196520938.520141,-14617882174.00543
4999175,5999710120.116854,-14975832532.462458,5556014647.887865,-14707411099.32339,6196525094.104642,-14617887790.478777
4999176,5947471983.829281,-14937146347.482733,5550625069.98542,-14656356177.429718,6196528928.292557,-14617893826.424826
4999177,5901393018.3914175,-14890564771.828077,5549150159.506782,-14605068349.223108,6196532373.635799,-14617900239.814201
4999178,5862782924.761719,-14837082805.871506,5551590520.713872,-14553858357.234272,6196535368.485168,-14617906975.964367
4999179,5832780245.777255,-14777948063.524502,5557920479.119781,-14503034897.652601,6196537859.910642,-14617913968.356657
4999180,5812292617.112475,-14714626922.970144,5568088570.321439,-14452902165.410284,6196539806.500773,-14617921140.291292
4999181,5801945674.924669,-14648753322.810772,5582018291.78332,-14403757496.377954,6196541180.748068,-14617928407.356634
4999182,5802046626.818156,-14582063251.584433,5599609097.573748,-14355889137.407003,6196541970.738156,-14617935680.568472
4999183,5812567062.624901,-14516320341.143433,5620737610.808618,-14309574169.907148,6196542180.928052,-14617942869.924072
4999184,5833147144.543865,-14453239519.435545,5645259023.276166,-14265076607.550713,6196541831.91357,-14617949888.043152
4999185,5863120398.488229,-14394415970.128632,5673008647.199921,-14222645685.687859,6196540959.223417,-14617956653.554264
4999186,5901555620.2868185,-14341265609.078684,5703803583.917049,-14182514360.969439,6196539611.304902,-14617963093.933887
4999187,5947310519.479838,-14294981235.572554,5737444482.6341305,-14144898040.443678,6196537846.955012,-14617969147.602072
4999188,5999090976.669687,-14256506021.084478,5773717373.838999,-14109993549.452477,6196535732.485423,-14617974765.19614
4999189,6055510166.663903,-14226523659.241686,5812395560.706332,-14077978327.623743,6196533338.892358,-14617979910.05457
4999190,6115142993.173738,-14205462748.603733,5853241537.949246,-14049009831.058569,6196530739.246393,-14617984558.025843
4999191,6176572855.0437,-14193512001.05392,5896008900.717791,-14023225123.741165,6196528006.443388,-14617988696.763094
4999192,6238429322.916219,-14190642626.93494,5940444213.040591,-14000740648.483707,6196525211.384185,-14617992324.676462
4999193,6299416590.527455,-14196634558.561068,5986288815.584078,-13981652168.319088,6196522421.58999,-14617995449.700504
4999194,6358333465.433431,-14211103800.378029,6033280559.091814,-13966034865.957916,6196519700.217783,-14617998088.004599
4999195,6414086182.370934,-14233528928.997925,6081155453.239287,-13953943585.87514,6196517105.415629,-14618000262.73974
4999196,6465695528.070947,-14263275465.979794,6129649222.894635,-13945413202.020233,6196514689.948033,-14618002002.882275
4999197,6512299752.722174,-14299617432.898588,6178498765.922586,-13940459093.774702,6196512501.022058,-14618003342.207483
4999198,6553154599.041269,-14341755845.565962,6227443508.868102,-13939077713.152805,6196510580.251677,-14618004318.404917
4999199,6587631574.559278,-14388834218.438272,6276226658.999363,-13941247227.059296,6196508963.707415,-14618004972.332518
4999200,6615215373.453944,-14439951353.907091,6324596353.157074,-13946928219.517157,6196507682.008623,-14618005347.397009
4999201,6635501148.565111,-14494171812.103792,6372306705.575185,-13956064440.061428,6196506760.425359,-14618005489.042257
4999202,6648192154.839475,-14550534521.438885,6419118758.275553,-13968583585.893946,6196506218.965249,-14618005444.324293
4999203,6653098135.089993,-14608060020.254915,6464801338.791511,-13984398106.85476,6196506072.427766,-14618005261.550161
4999204,6650134694.208068,-14665756832.279501,6509131830.854777,-14003406023.74514,6196506330.414186,-14618004989.957197
4999205,6639323801.932951,-14722627484.478693,6551896864.307547,-14025491751.998411,6196506997.286482,-14618004679.409006
4999206,6620795468.225221,-14777674682.326328,6592892930.902549,-14050526924.109873,6196508072.07291,-14618004380.084057
4999207,6594790539.573352,-14829908167.234358,6631926932.855726,-14078371205.584198,6196509548.322543,-14618004142.13234
4999208,6561664459.214547,-14878352792.819593,6668816671.046186,-14108873100.422337,6196511413.91597,-14618004015.274933
4999209,6521891709.499219,-14922058365.53034,6703391279.642374,-14141870743.340216,6196513650.845251,-14618004048.32087
4999210,6476070501.733511,-14960111790.845026,6735491613.695905,-14177192676.982853,6196516234.983412,-14618004288.575893
4999211,6424927091.609294,-14991652033.085312,6764970595.906678,-14214658613.36789,6196519135.872594,-14618004781.119198
4999212,6369318875.711719,-15015888312.881016,6791693528.343402,-14254080179.66298,6196522316.57045,-14618005567.928202
4999213,6310235174.548768,-15032121803.440384,6815538374.418304,-14295261649.174734,6196525733.606166,-14618006686.839048
4999214,6248794352.313714,-15039770813.088074,6836396015.876621,-14338000659.106995,6196529337.109503,-14618008170.343374
4999215,6186235705.54551,-15038399026.856758,6854170488.980733,-14382088917.237972,6196533071.186541,-14618010044.241405
4999216,6123904439.086693,-15027745806.46428,6868779203.453601,-14427312900.173876,6196536874.621165,-14618012326.198393
4999217,6063228129.744754,-15007756826.739202,6880153147.102264,-14473454546.265598,6196540681.977506,-14618015024.285355
4999218,6005683461.276962,-14978612517.633314,6888237078.37368,-14520291946.628551,6196544425.160497,-14618018135.623135
4999219,5952752792.135882,-14940751012.197317,6892989708.40481,-14567600037.986513,6196548035.455179,-14618021645.284956
4999220,5905871327.776425,-14894881772.561691,6894383873.418195,-14615151301.269814,6196551446.008388,-14618025525.637527
4999221,5866367241.079887,-14841986026.474958,6892406697.584318,-14662716470.036472,6196554594.642535,-14618029736.302584
4999222,5835398794.43866,-14783300827.847,6887059745.7236,-14710065252.850426,6196557426.810759,-14618034224.888718
4999223,5813893990.618733,-14720285069.90602,6878359164.454788,-14756967073.740864,6196559898.433351,-14618038928.572062
4999224,5802499064.117659,-14654568021.61748,6866335809.614273,-14803191834.776169,6196561978.31851,-14618043776.498857
4999225,5801541837.650735,-14587883549.505674,6851035356.974855,-14848510704.609156,6196563649.88397,-14618048692.861004
4999226,5811014470.886512,-14521995541.143969,6832518392.48647,-14892696936.579483,6196564911.966552,-14618053600.384903
4999227,5830577638.767832,-14458621545.27174,6810860477.450838,-14935526719.585722,6196565778.623886,-14618058423.903404
4999228,5859585242.223832,-14399361868.278458,6786152183.234741,-14976780064.45375,6196566277.970661,-14618063093.670076
4999229,5897126073.060358,-14345640268.593605,6758499089.333196,-15016241727.919687,6196566450.217941,-14618067548.126738
4999230,5942077025.810722,-14298660305.733486,6728021737.8279915,-15053702175.60397,6196566345.170194,-14618071735.93329
4999231,5993161773.034406,-14259378906.339691,6694855536.566517,-15088958584.468912,6196566019.466504,-14618075617.186348
4999232,6049009243.357217,-14228496399.571524,6659150602.732108,-15121815884.21666,6196565533.832583,-14618079163.861822
4999233,6108207443.24796,-14206460570.981974,6621071537.916299,-15152087835.892408,6196564950.553629,-14618082359.59688
4999234,6169349719.2616825,-14193481356.385233,6580797125.365408,-15179598144.606976,6196564331.304898,-14618085198.970312
4999235,6231072087.609304,-14189552588.709078,6538519939.792992,-15204181601.786127,6196563735.404867,-14618087686.45025
4999236,6292081512.955331,-14194477530.050411,6494445860.063171,-15225685250.700886,6196563218.496765,-14618089835.163172
4999237,6351175893.022776,-14207895539.029037,6448793475.19762,-15243969567.250082,6196562831.623131,-14618091665.60908
4999238,6407257006.459242,-14229307941.660488,6401793374.581849,-15258909646.079716,6196562620.63444,-14618093204.414036
4999239,6459337878.816086,-14258101855.402342,6353687313.984607,-15270396380.16937,6196562625.863558,-14618094483.179188
4999240,6506546007.278109,-14293571286.859867,6304727250.094877,-15278337620.041245,6196562881.998398,-14618095537.4586
4999241,6548123744.873807,-14334935259.107887,6255174237.755534,-15282659296.811346,6196563418.091732,-14618096405.87779
4999242,6583426946.297695,-14381353031.133411,6205297185.953872,-15283306491.475426,6196564257.656374,-14618097129.390474
4999243,6611922765.517952,-14431936671.622831,6155371470.927312,-15280244431.185434,6196565418.803898,-14618097750.661648
4999244,6633187296.422301,-14485761369.148506,6105677407.452059,-15273459391.915464,6196566914.394324,-14618098313.559572
4999245,6646903574.035461,-14541873926.276434,6056498582.478769,-15262959485.93505,6196568752.172326,-14618098862.736126
4999246,6652860307.875209,-14599299917.431704,6008120058.715506,-15248775311.999653,6196570934.872263,-14618099443.273523
4999247,6650951597.410177,-14657050005.593246,5960826459.463371,-15230960446.227457,6196573460.2800045,-14618100100.374632
4999248,6641177775.538369,-14714125922.170563,5914899949.888032,-15209591752.34246,6196576321.2442875,-14618100879.073725
4999249,6623647430.868906,-14769526624.440517,5870618133.84016,-15184769491.394892,6196579505.634735,-14618101823.943933
4999250,6598580563.749509,-14822255158.37865,5828251889.177147,-15156617213.265615,6196582996.248076,-14618102978.777035
4999251,6566312724.41367,-14871326770.37626,5788063168.127506,-15125281415.23639,6196586770.669036,-14618104386.210346
4999252,6527299854.420827,-14915778823.730986,5750302792.408209,-15090930956.640987,6196590801.098253,-14618106087.274866
4999253,6482123395.821577,-14954683074.55329,5715208275.382061,-15053756223.041935,6196595054.166925,-14618108120.838717
4999254,6431495039.874608,-14987160830.650406,5683001705.364434,-15013968038.400078,6196599490.766862,-14618110522.921272
4999255,6376260257.625356,-15012401433.331863,5653887725.113196,-14971796329.17494,6196604065.935432,-14618113325.85721
4999256,6317399496.543143,-15029684336.947353,5628051642.451004,-14927488550.031076,6196608728.847034,-14618116557.297262
4999257,6256025663.8335285,-15038404781.367437,5605657705.804855,-14881307886.618738,6196613422.975139,-14618120239.045528
4999258,6193376292.005139,-15038102627.557972,5586847576.183401,-14833531256.51641,6196618086.499612,-14618124385.753046
4999259,6130798665.302605,-15028493337.985636,5571739023.782092,-14784447134.632769,6196622653.039624,-14618129003.514858
4999260,6069726271.173626,-15009499344.06386,5560424873.100378,-14734353233.939396,6196627052.788508,-14618134088.452524
4999261,6011645337.13739,-14981279215.64257,5552972215.318139,-14683554076.139254,6196631214.108436,-14618139625.402855
4999262,5958051014.642928,-14944251265.891516,5549421900.901575,-14632358489.601542,6196635065.605216,-14618145586.870352
4999263,5910394013.247091,-14899107695.70827,5549788319.219765,-14581077073.490097,6196638538.645241,-14618151932.425703
4999264,5870020092.495292,-14846815358.841024,5554059465.602677,-14530019667.410557,6196641570.201274,-14618158608.733772
4999265,5838106551.122064,-14788599944.544502,5562197290.016483,-14479492865.08349,6196644105.832418,-14618165550.360826
4999266,5815601327.594632,-14725911935.76828,5574138315.615119,-14429797608.540985,6196646102.534378,-14618172681.43737
4999267,5803171084.152997,-14660374985.712656,5589794510.046651,-14381226896.191225,6196647531.160563,-14618179918.145481
4999268,5801164310.566626,-14593719969.334362,5609054387.65415,-14334063633.856544,6196648378.130538,-14618187171.87666
4999269,5809593931.58822,-14527710310.561562,5631784316.546986,-14288578652.663645,6196648646.215448,-14618194352.796017
4999270,5828141373.623153,-14464065643.955563,5657830000.637295,-14245028911.801926,6196648354.309172,-14618201373.480179
4999271,5856181105.47386,-14404391038.229809,5687018102.8868,-14203655898.81123,6196647536.2323885,-14618208152.288445
4999272,5892822014.964249,-14350117861.168453,5719157973.184971,-14164684237.524715,6196646238.741723,-14618214616.180859
4999273,5936960200.987196,-14302460255.18286,5754043446.270502,-14128320515.411993,6196644518.999907,-14618220702.796108
4999274,5987337126.974797,-14262388704.643099,5791454685.28122,-14094752342.494505,6196642441.7924795,-14618226361.719233
4999275,6042597530.132366,-14230619900.423172,5831160057.695209,-14064147643.087376,6196640076.755173,-14618231554.976498
4999276,6101342692.914685,-14207620448.82017,5872918028.359715,-14036654162.80668,6196637495.819101,-14618236256.87333
4999277,6162176237.085579,-14193621078.216532,5916479042.170545,-14012399164.972612,6196634771.008107,-14618240453.33343
4999278,6223741114.696522,-14188637803.61954,5961587364.686922,-13991489296.673738,6196631972.651437,-14618244140.906172
4999279,6284747699.77681,-14192496831.347504,6007982856.2610035,-13974010611.910044,6196629168.01689,-14618247325.59401
4999280,6343993734.7199,-14204860599.883472,6055402664.617562,-13960028740.280111,6196626420.32935,-14618250021.622742
4999281,6400377369.395443,-14225253061.7837,6103582826.743835,-13949589187.443348,6196623788.116663,-14618252250.244162
4999282,6452904720.103835,-14253082980.783081,6152259774.074051,-13942717751.573961,6196621324.815846,-14618254038.62917
4999283,6500693359.721613,-14287664576.814644,6201171737.028897,-13939421039.239885,6196619078.573332,-14618255418.883186
4999284,6542973013.381545,-14328235276.941673,6250060046.835793,-13939687064.350805,6196617092.1793,-14618256427.195654
4999285,6579084540.733093,-14373970629.5726,6298670334.367605,-13943485914.630236,6196615403.085261,-14618257103.121326
4999286,6608478080.005674,-14423996634.896965,6346753627.430584,-13950770471.213152,6196614043.463645,-14618257488.981804
4999287,6630711036.120865,-14477399862.705654,6394067349.42683,-13961477168.303074,6196613040.277223,-14618257629.370186
4999288,6645446426.564234,-14533235794.537975,6440376223.567075,-13975526781.253153,6196612415.334086,-14618257570.738565
4999289,6652451956.939126,-14590535861.069084,6485453087.801868,-13992825232.906559,6196612185.31054,-14618257361.046457
4999290,6651600079.633589,-14648313663.441744,6529079626.3803005,-14013264409.50032,6196612361.729843,-14618257049.447392
4999291,6642869187.051902,-14705570879.68006,6571047024.453193,-14036722978.87148,6196612950.8895,-14618256685.990274
4999292,6626345996.7549715,-14761303370.904032,6611156552.43627,-14063067205.080608,6196613953.73424,-14618256321.311428
4999293,6602229089.9672,-14814508019.343739,6649220086.964125,-14092151754.867474,6196615365.676323,-14618256006.292402
4999294,6570833457.098385,-14864190849.759974,6685060575.223776,-14123820492.56498,6196617176.369886,-14618255791.657682
4999295,6532595774.101789,-14909377002.137964,6718512449.281847,-14157907261.212633,6196619369.452164,-14618255727.485626
4999296,6488079972.504635,-14949123125.682735,6749421996.734306,-14194236648.626766,6196621922.27199,-14618255862.605835
4999297,6437982467.293404,-14982532735.42238,6777647693.632093,-14232624738.100725,6196624805.635359,-14618256243.857494
4999298,6383136169.461421,-15008774989.550938,6803060505.186897,-14272879844.226473,6196627983.608991,-14618256915.187117
4999299,6324512142.630645,-15027107177.912283,6825544159.253039,-14314803235.052824,6196631413.435456,-14618257916.571972
4999300,6263217489.908738,-15036900925.552397,6844995397.025452,-14358189842.429287,6196635045.62628,-14618259282.769009
4999301,6200487823.973154,-15037671678.055775,6861324204.799126,-14402828962.932955,6196638824.310433,-14618261041.909554
4999302,6137672552.713169,-15029110429.373915,6874454030.009023,-14448504952.243525,6196642687.921324,-14618263213.988657
4999303,6076211302.621017,-15011115891.77029,6884321984.116094,-14494997916.222477,6196646570.301167,-14618265809.333715
4999304,6017600213.878399,-14983824458.669847,6890879034.228124,-14542084402.269732,6196650402.282279,-14618268827.176949
4999305,5963347670.362171,-14947634514.320246,6894090184.645671,-14589538094.77676,6196654113.765811,-14618272254.493813
4999306,5914920307.233037,-14903221114.10369,6893934648.804639,-14637130518.669838,6196657636.258257,-14618276065.294357
